,hypothesis,premis,label,category
10038,1728,Some booking clerk found some stores.,Some booking clerk found some bones.,validate.csv
10039,1731,Some bursar found some cities.,Some bursar found some people.,validate.csv
10040,1736,Some carpet fitter found some cities.,Some carpet fitter found some neighborhoods.,validate.csv
10041,1746,Some driver found some books.,Some driver found some paragraphs.,validate.csv
10042,1751,Some furniture dealer found some schools.,Some furniture dealer found some students.,validate.csv
10043,1757,Some health visitor found some pens.,Some health visitor found some ink.,validate.csv
10044,1758,Some highway inspector found some decks.,Some highway inspector found some cards.,validate.csv
10045,1765,Some housewife found some domains.,Some housewife found some classes.,validate.csv
10046,1767,Some hygienist found some churches.,Some hygienist found some pews.,validate.csv
10047,1769,Some injection moulder found some domains.,Some injection moulder found some genera.,validate.csv
10048,1773,Some joinery consultant found some hospitals.,Some joinery consultant found some beds.,validate.csv
10049,1789,Some materials manager found some schools.,Some materials manager found some students.,validate.csv
10050,1794,Some money broker found some artworks.,Some money broker found some chemicals.,validate.csv
10051,1795,Some nursing manager found some books.,Some nursing manager found some pages.,validate.csv
10052,1802,Some pastry chef found some beaches.,Some pastry chef found some sand.,validate.csv
10053,1831,Some speech therapist found some drums.,Some speech therapist found some heads.,validate.csv
10054,1844,Some technical clerk found some homes.,Some technical clerk found some families.,validate.csv
10055,1849,Some telesales person found some books.,Some telesales person found some letters.,validate.csv
10056,1859,Some turkey farmer found some books.,Some turkey farmer found some pages.,validate.csv
10057,1866,Some wood worker found some ponds.,Some wood worker found some water.,validate.csv
10058,1870,Some aircraft maintenance engineer came across some beds in some hospitals.,Some aircraft maintenance engineer came across some beds in some hospitals.,validate.csv
10059,1888,Some cable tv installer came across some pages in some books.,Some cable tv installer came across some pages in some books.,validate.csv
10060,1927,Some kitchen worker came across some utensils in some desks.,Some kitchen worker came across some utensils in some desks.,validate.csv
10061,1928,Some land surveyor came across some water in some ponds.,Some land surveyor came across some water in some ponds.,validate.csv
10062,1936,Some magistrate came across some species in some domains.,Some magistrate came across some species in some domains.,validate.csv
10063,1948,Some museum assistant came across some molecules in some ponds.,Some museum assistant came across some molecules in some ponds.,validate.csv
10064,1951,Some night porter came across some drawers in some desks.,Some night porter came across some drawers in some desks.,validate.csv
10065,1955,Some operations came across some orders in some domains.,Some operations came across some orders in some domains.,validate.csv
10066,1994,Some scientific officer came across some pews in some churches.,Some scientific officer came across some pews in some churches.,validate.csv
10067,2009,Some stone cutter came across some wheels in some cars.,Some stone cutter came across some wheels in some cars.,validate.csv
10068,2013,Some student nurse came across some neighborhoods in some cities.,Some student nurse came across some neighborhoods in some cities.,validate.csv
10069,2015,Some systems analyst came across some rooms in some hotels.,Some systems analyst came across some rooms in some hotels.,validate.csv
10070,2032,Some transport officer came across some pages in some books.,Some transport officer came across some pages in some books.,validate.csv
10071,2049,The accountant enjoys the aardvark and the anteater.,The accountant enjoys the anteater and the aardvark.,validate.csv
10072,2055,The ant is in our solar system.,The ant is in arizona.,validate.csv
10073,2064,The heron is in the united states of america.,The heron is in georgia.,validate.csv
10074,2080,The narwhal is in the milky way galaxy.,The narwhal is in queens.,validate.csv
10075,2087,The grasshopper is in our solar system.,The grasshopper is in south dakota.,validate.csv
10076,2100,The mouse is in the universe.,The mouse is in nova scotia.,validate.csv
10077,2102,The gerbil is in our solar system.,The gerbil is in quebec.,validate.csv
10078,2113,The beaver is in the universe.,The beaver is in ghana.,validate.csv
10079,2117,The mole is on earth.,The mole is in mali.,validate.csv
10080,2119,The sandpiper is in the universe.,The sandpiper is in senegal.,validate.csv
10081,2147,The jaguar is on earth.,The jaguar is in meath.,validate.csv
10082,2152,The porcupine is in the universe.,The porcupine is in wexford.,validate.csv
10083,2171,The chamois is in our solar system.,The chamois is in lebanon.,validate.csv
10084,2185,The partridge is in australia.,The partridge is in queensland.,validate.csv
10085,2187,The wallaby is in the universe.,The wallaby is in tasmania.,validate.csv
10086,2198,The building estimator was in earth.,The building estimator dashed to san francisco.,validate.csv
10087,2200,The blinds installer was in earth.,The blinds installer ambled to san diego.,validate.csv
10088,2206,The television engineer was in the universe.,The television engineer stomped to lafayette.,validate.csv
10089,2207,The horse riding instructor was in earth.,The horse riding instructor sauntered to iowa.,validate.csv
10090,2236,The tax officer was in the milky way galaxy.,The tax officer swaggered to utah.,validate.csv
10091,2257,The night watchman was in africa.,The night watchman ran to ethiopia.,validate.csv
10092,2260,The steeplejack was in the milky way galaxy.,The steeplejack hobbled to mozambique.,validate.csv
10093,2266,The ice cream vendor was in earth.,The ice cream vendor walked to zimbabwe.,validate.csv
10094,2290,The progress chaser was in earth.,The progress chaser strutted to limerick.,validate.csv
10095,2295,The nurse was in ireland.,The nurse went to waterford.,validate.csv
10096,2302,The messenger was in earth.,The messenger walked to denmark.,validate.csv
10097,2320,The musician was in earth.,The musician strutted to mongolia.,validate.csv
10098,2329,The art historian was in asia.,The art historian dashed to tajikistan.,validate.csv
10099,2335,The bodyguard was in australia.,The bodyguard hopped to new south wales.,validate.csv
10100,2339,The piano teacher is watching movies in our solar system.,The piano teacher is on mercury.,validate.csv
10101,2341,The carpet cleaner is drinking in our solar system.,The carpet cleaner is in the united states of america.,validate.csv
10102,2345,The tea taster is singing in north america.,The tea taster is in san diego.,validate.csv
10103,2348,The thatcher is walking in the milky way galaxy.,The thatcher is in connecticut.,validate.csv
10104,2365,The medal dealer is hanging out in the milky way galaxy.,The medal dealer is in maryland.,validate.csv
10105,2371,The marketing manager is running in the united states of america.,The marketing manager is in new hampshire.,validate.csv
10106,2377,The analyst is eating in the united states of america.,The analyst is in manhattan.,validate.csv
10107,2389,The hosiery worker is drawing on earth.,The hosiery worker is in wisconsin.,validate.csv
10108,2403,The radiographer is watching movies in the universe.,The radiographer is in democratic republic of congo.,validate.csv
10109,2437,The flour miller is dancing in the milky way galaxy.,The flour miller is in austria.,validate.csv
10110,2442,The sound engineer is dancing in the milky way galaxy.,The sound engineer is in dublin.,validate.csv
10111,2444,The welfare assistant is watching movies in europe.,The welfare assistant is in meath.,validate.csv
10112,2453,The lecturer is running in the milky way galaxy.,The lecturer is in slovenia.,validate.csv
10113,2456,The weighbridge clerk is painting in our solar system.,The weighbridge clerk is in malta.,validate.csv
10114,2463,The housing officer is painting in asia.,The housing officer is in israel.,validate.csv
10115,2471,The horse trader is eating in asia.,The horse trader is in taiwan.,validate.csv
10116,2479,The planning manager is painting in australia.,The planning manager is in queensland.,validate.csv
10117,2492,The viper is not in north america.,The viper could be in florida.,validate.csv
10118,2511,The sandpiper is not in the milky way galaxy.,The sandpiper could be in montana.,validate.csv
10119,2514,The pheasant is not in north america.,The pheasant could be in nebraska.,validate.csv
10120,2525,The sandpiper is not in the universe.,The sandpiper could be in vermont.,validate.csv
10121,2560,The nightingale is not in the universe.,The nightingale could be in  sierra leone.,validate.csv
10122,2567,The swan is not in europe.,The swan could be in iceland.,validate.csv
10123,2569,The wallaby is not in the milky way galaxy.,The wallaby could be in austria.,validate.csv
10124,2575,The buffalo is not in europe.,The buffalo could be in cork.,validate.csv
10125,2595,The cod is not in earth.,The cod could be on denmark.,validate.csv
10126,2606,The nightingale is not in our solar system.,The nightingale could be in japan.,validate.csv
10127,2620,The viper is not in the milky way galaxy.,The viper could be in uzbekistan.,validate.csv
10128,2653,Some butcher said ponds consists of water.,The butcher said water are composed of ponds.,validate.csv
10129,2662,Some cleaner said hotels consists of rooms.,The cleaner said rooms are composed of hotels.,validate.csv
10130,2663,Some commissioned said flowers consists of pedals.,The commissioned said pedals are composed of flowers.,validate.csv
10131,2681,Some heating engineer said domains consists of species.,The heating engineer said species are composed of domains.,validate.csv
10132,2717,Some pest controller said homes consists of children.,The pest controller said children are composed of homes.,validate.csv
10133,2727,Some podiatrist said desks consists of utensils.,The podiatrist said utensils are composed of desks.,validate.csv
10134,2742,Some reporter said domains consists of classes.,The reporter said classes are composed of domains.,validate.csv
10135,2743,Some representative said books consists of letters.,The representative said letters are composed of books.,validate.csv
10136,2745,Some research scientist said hotels consists of customers.,The research scientist said customers are composed of hotels.,validate.csv
10137,2753,Some shipyard worker said churches consists of pews.,The shipyard worker said pews are composed of churches.,validate.csv
10138,2757,Some sportsperson said hotels consists of beds.,The sportsperson said beds are composed of hotels.,validate.csv
10139,2762,Some street entertainer said churches consists of pews.,The street entertainer said pews are composed of churches.,validate.csv
10140,2781,Some treasurer said domains consists of species.,The treasurer said species are composed of domains.,validate.csv
10141,2791,Some zoo manager said domains consists of families.,The zoo manager said families are composed of domains.,validate.csv
10142,2795,Some caribou found species in domains.,domains were found in species by the caribou.,validate.csv
10143,2805,Some hawk found orders in domains.,domains were found in orders by the hawk.,validate.csv
10144,2828,Some zebra found pews in churches.,churches were found in pews by the zebra.,validate.csv
10145,2830,Some actress said coats are made of zippers.,The actress said coats are used to make zippers.,validate.csv
10146,2837,Some au pair said domains are made of families.,The au pair said domains are used to make families.,validate.csv
10147,2864,Some goods handler said hotels are made of rooms.,The goods handler said hotels are used to make rooms.,validate.csv
10148,2875,Some hospital worker said hotels are made of beds.,The hospital worker said hotels are used to make beds.,validate.csv
10149,2878,Some hypnotist said schools are made of classrooms.,The hypnotist said schools are used to make classrooms.,validate.csv
10150,2897,Some market researcher said beaches are made of sand.,The market researcher said beaches are used to make sand.,validate.csv
10151,2901,Some marquee erector said desks are made of drawers.,The marquee erector said desks are used to make drawers.,validate.csv
10152,2918,Some plant engineer said artworks are made of chemicals.,The plant engineer said artworks are used to make chemicals.,validate.csv
10153,2944,Some storewoman said hotels are made of rooms.,The storewoman said hotels are used to make rooms.,validate.csv
10154,2963,Some transport consultant said artworks are made of paints.,The transport consultant said artworks are used to make paints.,validate.csv
10155,2967,Some underwriter said beaches are made of sand.,The underwriter said beaches are used to make sand.,validate.csv
10156,2971,Some warehouse manager said hotels are made of beds.,The warehouse manager said hotels are used to make beds.,validate.csv
10157,2981,Some art historian said wherever you find domains youll find families.,If you find families youll find domains.,validate.csv
10158,2992,Some bursar said wherever you find decks youll find suits.,If you find suits youll find decks.,validate.csv
10159,2998,Some child minder said wherever you find drums youll find snares.,If you find snares youll find drums.,validate.csv
10160,3008,Some fork lift truck driver said wherever you find domains youll find kingdoms.,If you find kingdoms youll find domains.,validate.csv
10161,3026,Some instrument supervisor said wherever you find decks youll find suits.,If you find suits youll find decks.,validate.csv
10162,3027,Some instrument supervisor said wherever you find flowers youll find pedals.,If you find pedals youll find flowers.,validate.csv
10163,3103,Some special constable said wherever you find stores youll find employees.,If you find employees youll find stores.,validate.csv
10164,3116,Some technical liaison said wherever you find books youll find letters.,If you find letters youll find books.,validate.csv
10165,3124,Some trade union official said wherever you find homes youll find children.,If you find children youll find homes.,validate.csv
10166,3126,Some training instructor said wherever you find forests youll find trees.,If you find trees youll find forests.,validate.csv
10167,3139,Some aircraft surface finisher came across some people.,Some aircraft surface finisher came across some cities.,validate.csv
10168,3140,Some airman came across some words.,Some airman came across some books.,validate.csv
10169,3172,Some dealer came across some trees.,Some dealer came across some forests.,validate.csv
10170,3182,Some gas fitter came across some families.,Some gas fitter came across some homes.,validate.csv
10171,3183,Some geologist came across some molecules.,Some geologist came across some ponds.,validate.csv
10172,3187,Some gravel merchant came across some utensils.,Some gravel merchant came across some desks.,validate.csv
10173,3191,Some hardware dealer came across some water.,Some hardware dealer came across some ponds.,validate.csv
10174,3200,Some insurance assessor came across some customers.,Some insurance assessor came across some hotels.,validate.csv
10175,3213,Some log merchant came across some instruments.,Some log merchant came across some songs.,validate.csv
10176,3223,Some millwright came across some classrooms.,Some millwright came across some schools.,validate.csv
10177,3225,Some motor trader came across some suits.,Some motor trader came across some decks.,validate.csv
10178,3228,Some nursing auxiliary came across some paints.,Some nursing auxiliary came across some artworks.,validate.csv
10179,3229,Some nursing manager came across some chemicals.,Some nursing manager came across some artworks.,validate.csv
10180,3245,Some polisher came across some plants.,Some polisher came across some gardens.,validate.csv
10181,3265,Some security controller came across some words.,Some security controller came across some books.,validate.csv
10182,3269,Some signalman came across some swings.,Some signalman came across some parks.,validate.csv
10183,3272,Some special needs came across some bands.,Some special needs came across some songs.,validate.csv
10184,3286,Some systems manager came across some instruments.,Some systems manager came across some songs.,validate.csv
10185,3316,Some aircraft surface finisher found some plants.,Some aircraft surface finisher found some gardens.,validate.csv
10186,3325,Some bakery operator found some muscisians.,Some bakery operator found some songs.,validate.csv
10187,3331,Some broadcaster found some students.,Some broadcaster found some schools.,validate.csv
10188,3332,Some building advisor found some rooms.,Some building advisor found some hotels.,validate.csv
10189,3340,Some engineer found some heads.,Some engineer found some drums.,validate.csv
10190,3368,Some litigation manager found some phylums.,Some litigation manager found some domains.,validate.csv
10191,3369,Some lock keeper found some cards.,Some lock keeper found some decks.,validate.csv
10192,3374,Some masseur found some orders.,Some masseur found some domains.,validate.csv
10193,3375,Some materials manager found some pages.,Some materials manager found some books.,validate.csv
10194,3401,Some planning officer found some water.,Some planning officer found some ponds.,validate.csv
10195,3406,Some progress chaser found some kingdoms.,Some progress chaser found some domains.,validate.csv
10196,3422,Some scaffolder found some sand.,Some scaffolder found some beaches.,validate.csv
10197,3435,Some technician found some bones.,Some technician found some stores.,validate.csv
10198,3450,Some vehicle technician found some heads.,Some vehicle technician found some drums.,validate.csv
10199,3451,Some vehicle technician found some utensils.,Some vehicle technician found some desks.,validate.csv
10200,3453,Some video artist found some letters.,Some video artist found some books.,validate.csv
10201,3469,Some baptist minister came across some kingdoms in some domains.,Some baptist minister came across some domains in some kingdoms.,validate.csv
10202,3473,Some bodyshop came across some kingdoms in some domains.,Some bodyshop came across some domains in some kingdoms.,validate.csv
10203,3482,Some butler came across some wheels in some cars.,Some butler came across some cars in some wheels.,validate.csv
10204,3502,Some guest house proprietor came across some genera in some domains.,Some guest house proprietor came across some domains in some genera.,validate.csv
10205,3505,Some health consultant came across some employees in some stores.,Some health consultant came across some stores in some employees.,validate.csv
10206,3507,Some hop merchant came across some genera in some domains.,Some hop merchant came across some domains in some genera.,validate.csv
10207,3538,Some meat wholesaler came across some paints in some artworks.,Some meat wholesaler came across some artworks in some paints.,validate.csv
10208,3540,Some medical practitioner came across some drawers in some desks.,Some medical practitioner came across some desks in some drawers.,validate.csv
10209,3563,Some payroll clerk came across some water in some ponds.,Some payroll clerk came across some ponds in some water.,validate.csv
10210,3568,Some plastics engineer came across some classrooms in some schools.,Some plastics engineer came across some schools in some classrooms.,validate.csv
10211,3574,Some potter came across some snares in some drums.,Some potter came across some drums in some snares.,validate.csv
10212,3577,Some production hand came across some zippers in some coats.,Some production hand came across some coats in some zippers.,validate.csv
10213,3584,Some radiographer came across some utensils in some desks.,Some radiographer came across some desks in some utensils.,validate.csv
10214,3594,Some sail maker came across some sentences in some books.,Some sail maker came across some books in some sentences.,validate.csv
10215,3598,Some scientific officer came across some orders in some domains.,Some scientific officer came across some domains in some orders.,validate.csv
10216,3600,Some security guard came across some silicon in some computer.,Some security guard came across some computer in some silicon.,validate.csv
10217,3611,Some station manager came across some pedals in some flowers.,Some station manager came across some flowers in some pedals.,validate.csv
10218,3627,Some training instructor came across some people in some cities.,Some training instructor came across some cities in some people.,validate.csv
10219,3631,Some tug skipper came across some apartments in some cities.,Some tug skipper came across some cities in some apartments.,validate.csv
10220,3634,Some valuer came across some people in some cities.,Some valuer came across some cities in some people.,validate.csv
10221,3646,Some writer came across some plants in some gardens.,Some writer came across some gardens in some plants.,validate.csv
10222,3647,There is not a car in san francisco.,There is not a vehicle in san francisco.,validate.csv
10223,3656,There is not a folk album in hong kong.,There is not a music album in hong kong.,validate.csv
10224,3666,There is not a abyssinian cat in san francisco.,There is not a cat in san francisco.,validate.csv
10225,3669,There is not a american shorthair in paris.,There is not a lifeform in paris.,validate.csv
10226,3672,There is not a brazilian shorthair in london.,There is not a lifeform in london.,validate.csv
10227,3678,There is not a cheetoh cat in purdue university.,There is not a lifeform in purdue university.,validate.csv
10228,3680,There is not a cyprus cat in london.,There is not a lifeform in london.,validate.csv
10229,3682,There is not a european shorthair in san francisco.,There is not a cat in san francisco.,validate.csv
10230,3683,There is not a german rex in san francisco.,There is not a eukaryote in san francisco.,validate.csv
10231,3684,There is not a havana brown in san francisco.,There is not a eukaryote in san francisco.,validate.csv
10232,3688,There is not a napoleon cat in indiana.,There is not a animal in indiana.,validate.csv
10233,3696,There is not a serengeti cat in michigan.,There is not a cat in michigan.,validate.csv
10234,3708,There is not a coyote in michigan.,There is not a lifeform in michigan.,validate.csv
10235,3721,There is not a belgian sheepdog in new york.,There is not a eukaryote in new york.,validate.csv
10236,3722,There is not a berger picard in michigan.,There is not a dog in michigan.,validate.csv
10237,3727,There is not a briard in london.,There is not a eukaryote in london.,validate.csv
10238,3733,There is not a chow chow in indiana.,There is not a dog in indiana.,validate.csv
10239,3753,There is not a miniature poodle in michigan.,There is not a animal in michigan.,validate.csv
10240,3763,There is not a dunlin in london.,There is not a lifeform in london.,validate.csv
10241,3774,There is not a hummingbird in london.,There is not a animal in london.,validate.csv
10242,3791,There is not a pheasant in hong kong.,There is not a animal in hong kong.,validate.csv
10243,3794,There is not a raccoon in chicago.,There is not a animal in chicago.,validate.csv
10244,3810,There is not a turkey in indiana.,There is not a animal in indiana.,validate.csv
10245,3811,There is not a walrus in hong kong.,There is not a lifeform in hong kong.,validate.csv
10246,3813,There is not a wolf in michigan.,There is not a lifeform in michigan.,validate.csv
10247,3821,There is not a fungus in chicago.,There is not a lifeform in chicago.,validate.csv
10248,3827,The lighting designer only has a music album and a jazz album.,The lighting designer has two jazz albums.,validate.csv
10249,3829,The funeral furnisher only has a music album and a heavy metal album.,The funeral furnisher has two heavy metal albums.,validate.csv
10250,3845,The musician only has a animal and a american shorthair.,The musician has two american shorthairs.,validate.csv
10251,3856,The tyre inspector only has a cat and a chantilly-tiffany.,The tyre inspector has two chantilly-tiffanys.,validate.csv
10252,3861,The arts only has a cat and a dwarf cat.,The arts has two dwarf cats.,validate.csv
10253,3891,The caulker only has a lifeform and a cobra.,The caulker has two cobras.,validate.csv
10254,3901,The tea taster only has a lifeform and a pterodactyl.,The tea taster has two pterodactyls.,validate.csv
10255,3910,The executive only has a animal and a basset hound.,The executive has two basset hounds.,validate.csv
10256,3911,The messenger only has a eukaryote and a berger picard.,The messenger has two berger picards.,validate.csv
10257,3919,The footballer only has a eukaryote and a collie.,The footballer has two collies.,validate.csv
10258,3926,The promoter only has a lifeform and a lhasa apso.,The promoter has two lhasa apsos.,validate.csv
10259,3961,The brewer only has a eukaryote and a kingfisher.,The brewer has two kingfishers.,validate.csv
10260,3972,The shunter only has a eukaryote and a newt.,The shunter has two newts.,validate.csv
10261,3981,The rug maker only has a eukaryote and a ram.,The rug maker has two rams.,validate.csv
10262,3982,The merchant banker only has a lifeform and a rat.,The merchant banker has two rats.,validate.csv
10263,3991,The insurance consultant only has a eukaryote and a termite.,The insurance consultant has two termites.,validate.csv
10264,3997,The timber inspector only has a lifeform and a woodpecker.,The timber inspector has two woodpeckers.,validate.csv
10265,4015,There is a animal in hong kong.,There is a bison in hong kong.,validate.csv
10266,4040,There is a eukaryote in michigan.,There is a korean bobtail in michigan.,validate.csv
10267,4042,There is a eukaryote in purdue university.,There is a kurilian bobtail in purdue university.,validate.csv
10268,4053,There is a eukaryote in paris.,There is a siberian cat in paris.,validate.csv
10269,4074,There is a lifeform in purdue university.,There is a airedale terrier in purdue university.,validate.csv
10270,4076,There is a lifeform in chicago.,There is a bearded collie in chicago.,validate.csv
10271,4082,There is a animal in chicago.,There is a bloodhound in chicago.,validate.csv
10272,4084,There is a animal in purdue university.,There is a border terrier in purdue university.,validate.csv
10273,4093,There is a lifeform in new york.,There is a chow chow in new york.,validate.csv
10274,4111,There is a animal in san francisco.,There is a l_wchen in san francisco.,validate.csv
10275,4114,There is a dog in san francisco.,There is a pekingese in san francisco.,validate.csv
10276,4117,There is a dog in hong kong.,There is a pug in hong kong.,validate.csv
10277,4121,There is a lifeform in hong kong.,There is a sloughi in hong kong.,validate.csv
10278,4128,There is a lifeform in london.,There is a gerbil in london.,validate.csv
10279,4132,There is a eukaryote in san francisco.,There is a grasshopper in san francisco.,validate.csv
10280,4133,There is a lifeform in hong kong.,There is a grouse in hong kong.,validate.csv
10281,4146,There is a animal in purdue university.,There is a moose in purdue university.,validate.csv
10282,4151,There is a lifeform in indiana.,There is a partridge in indiana.,validate.csv
10283,4155,There is a animal in new york.,There is a quetzal in new york.,validate.csv
10284,4162,There is a animal in purdue university.,There is a stingray in purdue university.,validate.csv
10285,4167,There is a animal in new york.,There is a wombat in new york.,validate.csv
10286,4172,The beauty therapist purchased a music album.,The beauty therapist bought a psychedelic rock album.,validate.csv
10287,4185,The technical instructor purchased a lifeform.,The technical instructor bought a american bobtail.,validate.csv
10288,4194,The piano teacher purchased a cat.,The piano teacher bought a british shorthair.,validate.csv
10289,4200,The receptionist purchased a lifeform.,The receptionist bought a dragon li.,validate.csv
10290,4202,The vehicle body worker purchased a eukaryote.,The vehicle body worker bought a highlander cat.,validate.csv
10291,4204,The business consultant purchased a cat.,The business consultant bought a korn ja.,validate.csv
10292,4206,The audit manager purchased a lifeform.,The audit manager bought a lykoi.,validate.csv
10293,4207,The gaming club manager purchased a eukaryote.,The gaming club manager bought a maine coon.,validate.csv
10294,4215,The art restorer purchased a eukaryote.,The art restorer bought a oriental bicolor.,validate.csv
10295,4226,The instrument technician purchased a eukaryote.,The instrument technician bought a suphalak.,validate.csv
10296,4227,The marketing agent purchased a animal.,The marketing agent bought a turkish angora.,validate.csv
10297,4230,The lawn mower purchased a lifeform.,The lawn mower bought a cheetah.,validate.csv
10298,4238,The body fitter purchased a animal.,The body fitter bought a stegosaurus.,validate.csv
10299,4244,The laboratory analyst purchased a animal.,The laboratory analyst bought a akita.,validate.csv
10300,4245,The library manager purchased a eukaryote.,The library manager bought a alaskan malamute.,validate.csv
10301,4250,The lift engineer purchased a dog.,The lift engineer bought a bergamasco.,validate.csv
10302,4256,The claims assessor purchased a dog.,The claims assessor bought a boston terrier.,validate.csv
10303,4259,The operations purchased a eukaryote.,The operations bought a brussels griffon.,validate.csv
10304,4260,The undertaker purchased a animal.,The undertaker bought a bulldog.,validate.csv
10305,4285,The breeder purchased a lifeform.,The breeder bought a tibetan spaniel.,validate.csv
10306,4297,The proof reader purchased a lifeform.,The proof reader bought a gazelle.,validate.csv
10307,4305,The marketing coordinator purchased a eukaryote.,The marketing coordinator bought a hornet.,validate.csv
10308,4310,The sheriff principal purchased a eukaryote.,The sheriff principal bought a locust.,validate.csv
10309,4312,The knitter purchased a animal.,The knitter bought a lyrebird.,validate.csv
10310,4322,The osteopath purchased a lifeform.,The osteopath bought a oryx.,validate.csv
10311,4367,The stage manager is living with a lifeform.,The stage manager has a dragon li in his home.,validate.csv
10312,4371,The car park attendant is living with a lifeform.,The car park attendant has a kurilian bobtail in his home.,validate.csv
10313,4375,The textile worker is living with a animal.,The textile worker has a korat in his home.,validate.csv
10314,4383,The hot foil printer is living with a cat.,The hot foil printer has a oregon rex in his home.,validate.csv
10315,4386,The youth hostel warden is living with a animal.,The youth hostel warden has a ragamuffin cat in his home.,validate.csv
10316,4387,The baggage handler is living with a cat.,The baggage handler has a russian white in his home.,validate.csv
10317,4392,The gas mechanic is living with a lifeform.,The gas mechanic has a toyger in his home.,validate.csv
10318,4400,The parts man is living with a animal.,The parts man has a crocodile in his home.,validate.csv
10319,4426,The magistrate is living with a lifeform.,The magistrate has a dalmatian in his home.,validate.csv
10320,4439,The archaeologist is living with a dog.,The archaeologist has a rat terrier in his home.,validate.csv
10321,4446,The television producer is living with a lifeform.,The television producer has a tibetan terrier in his home.,validate.csv
10322,4448,The pig man is living with a animal.,The pig man has a weimaraner in his home.,validate.csv
10323,4457,The loss adjustor is living with a animal.,The loss adjustor has a falcon in his home.,validate.csv
10324,4458,The playgroup leader is living with a lifeform.,The playgroup leader has a ferret in his home.,validate.csv
10325,4464,The horse trader is living with a eukaryote.,The horse trader has a grouse in his home.,validate.csv
10326,4468,The cellarman is living with a animal.,The cellarman has a kangaroo in his home.,validate.csv
10327,4469,The wood worker is living with a animal.,The wood worker has a koala in his home.,validate.csv
10328,4479,The stewardess is living with a eukaryote.,The stewardess has a partridge in his home.,validate.csv
10329,4497,The radio engineer is living with a eukaryote.,The radio engineer has a protist in his home.,validate.csv
10330,4499,The nun went to paris more than a day ago.,The nun went to paris more than a month ago,validate.csv
10331,4506,The blind fitter went to purdue university more than a minute ago.,The blind fitter went to purdue university more than a week ago,validate.csv
10332,4519,The sales support went to chicago more than a millisecond ago.,The sales support went to chicago more than a year ago,validate.csv
10333,4530,The training officer went to london more than a microsecond ago.,The training officer went to london more than a hour ago,validate.csv
10334,4536,The screen printer went to purdue university more than a millisecond ago.,The screen printer went to purdue university more than a month ago,validate.csv
10335,4539,The scaffolder went to london more than a millisecond ago.,The scaffolder went to london more than a day ago,validate.csv
10336,4546,The accounts assistant went to san francisco more than a microsecond ago.,The accounts assistant went to san francisco more than a millisecond ago,validate.csv
10337,4550,The stationer went to paris more than a microsecond ago.,The stationer went to paris more than a week ago,validate.csv
10338,4555,The hardware dealer went to new york more than a second ago.,The hardware dealer went to new york more than a month ago,validate.csv
10339,4579,The jewellery went to london more than a microsecond ago.,The jewellery went to london more than a hour ago,validate.csv
10340,4584,The medical advisor went to michigan more than a millisecond ago.,The medical advisor went to michigan more than a week ago,validate.csv
10341,4594,The plate layer went to michigan more than a microsecond ago.,The plate layer went to michigan more than a month ago,validate.csv
10342,4609,The warehouseman went to paris more than a second ago.,The warehouseman went to paris more than a minute ago,validate.csv
10343,4619,The roof tiler went to new york more than a microsecond ago.,The roof tiler went to new york more than a year ago,validate.csv
10344,4622,The pastry chef went to indiana more than a microsecond ago.,The pastry chef went to indiana more than a week ago,validate.csv
10345,4632,The storewoman went to san francisco more than a millisecond ago.,The storewoman went to san francisco more than a day ago,validate.csv
10346,4640,The cafe worker went to london more than a microsecond ago.,The cafe worker went to london more than a year ago,validate.csv
10347,4641,The probation officer went to michigan more than a microsecond ago.,The probation officer went to michigan more than a month ago,validate.csv
10348,4642,The mill worker went to hong kong more than a microsecond ago.,The mill worker went to hong kong more than a week ago,validate.csv
10349,4646,The archivist went to hong kong more than a second ago.,The archivist went to hong kong more than a month ago,validate.csv
10350,4656,The caretaker went to purdue university more than a microsecond ago.,The caretaker went to purdue university more than a second ago,validate.csv
10351,4661,The screen printer went to new york more than a microsecond ago.,The screen printer went to new york more than a month ago,validate.csv
10352,4692,The health care assistant went to paris more than a minute ago.,The health care assistant went to paris more than a month ago,validate.csv
10353,4720,The book-keeper went to michigan more than a microsecond ago.,The book-keeper went to michigan more than a week ago,validate.csv
10354,4729,The trainee manager went to purdue university more than a microsecond ago.,The trainee manager went to purdue university more than a month ago,validate.csv
10355,4732,The investigator went to london more than a microsecond ago.,The investigator went to london more than a minute ago,validate.csv
10356,4737,The classroom aide went to new york more than a second ago.,The classroom aide went to new york more than a week ago,validate.csv
10357,4738,The horse riding instructor went to purdue university more than a second ago.,The horse riding instructor went to purdue university more than a week ago,validate.csv
10358,4745,The progress clerk went to new york more than a microsecond ago.,The progress clerk went to new york more than a millisecond ago,validate.csv
10359,4755,The telex operator went to hong kong more than a millisecond ago.,The telex operator went to hong kong more than a hour ago,validate.csv
10360,4760,The pool attendant went to london more than a microsecond ago.,The pool attendant went to london more than a hour ago,validate.csv
10361,4765,The travel consultant went to new york more than a microsecond ago.,The travel consultant went to new york more than a month ago,validate.csv
10362,4773,The lighting technician went to michigan more than a minute ago.,The lighting technician went to michigan more than a month ago,validate.csv
10363,4779,The bacon curer went to michigan more than a second ago.,The bacon curer went to michigan more than a week ago,validate.csv
10364,4783,The outreach worker went to purdue university more than a microsecond ago.,The outreach worker went to purdue university more than a year ago,validate.csv
