('There is a aardvark in indiana.', 'A aardvark can be found in purdue university.', False)
("Abigail doesn't like writing in london.", 'Abigail likes writing in london.', False)
("Abigail doesn't like writing in michigan.", "Abigail doesn't like writing.", False)
("Abigail doesn't like writing in michigan.", "Abigail doesn't like michigan.", False)
("Abigail doesn't like writing in michigan.", 'Abigail likes writing in michigan.', False)
("Abigail doesn't like writing in hong kong.", "Abigail doesn't like writing.", False)
("Abigail doesn't like writing in hong kong.", "Abigail doesn't like hong kong.", False)
("Abigail doesn't like writing in hong kong.", 'Abigail likes writing in hong kong.', False)
("Abigail doesn't like writing in san francisco.", "Abigail doesn't like writing.", False)
("Abigail doesn't like writing in san francisco.", "Abigail doesn't like san francisco.", False)
("Abigail doesn't like writing in san francisco.", 'Abigail likes writing in san francisco.', False)
("Abigail doesn't like singing in indiana.", "Abigail doesn't like singing.", False)
("Abigail doesn't like singing in indiana.", "Abigail doesn't like indiana.", False)
("Abigail doesn't like singing in indiana.", 'Abigail likes singing in indiana.', False)
("Abigail doesn't like singing in purdue university.", "Abigail doesn't like singing.", False)
("Abigail doesn't like singing in purdue university.", "Abigail doesn't like purdue university.", False)
("Abigail doesn't like singing in purdue university.", 'Abigail likes singing in purdue university.', False)
("Abigail doesn't like singing in chicago.", "Abigail doesn't like singing.", False)
("Abigail doesn't like singing in chicago.", "Abigail doesn't like chicago.", False)
("Abigail doesn't like singing in chicago.", 'Abigail likes singing in chicago.', False)
("Abigail doesn't like singing in paris.", "Abigail doesn't like singing.", False)
("Abigail doesn't like singing in paris.", "Abigail doesn't like paris.", False)
("Abigail doesn't like singing in paris.", 'Abigail likes singing in paris.', False)
("Abigail doesn't like singing in new york.", "Abigail doesn't like singing.", False)
("Abigail doesn't like singing in new york.", "Abigail doesn't like new york.", False)
("Abigail doesn't like singing in new york.", 'Abigail likes singing in new york.', False)
("Abigail doesn't like singing in london.", "Abigail doesn't like singing.", False)
("Abigail doesn't like singing in london.", "Abigail doesn't like london.", False)
("Abigail doesn't like singing in london.", 'Abigail likes singing in london.', False)
("Abigail doesn't like singing in michigan.", "Abigail doesn't like singing.", False)
("Abigail doesn't like singing in michigan.", "Abigail doesn't like michigan.", False)
("Abigail doesn't like singing in michigan.", 'Abigail likes singing in michigan.', False)
("Abigail doesn't like singing in hong kong.", "Abigail doesn't like singing.", False)
("Abigail doesn't like singing in hong kong.", "Abigail doesn't like hong kong.", False)
("Abigail doesn't like singing in hong kong.", 'Abigail likes singing in hong kong.', False)
("Abigail doesn't like singing in san francisco.", "Abigail doesn't like singing.", False)
("Abigail doesn't like singing in san francisco.", "Abigail doesn't like san francisco.", False)
("Abigail doesn't like singing in san francisco.", 'Abigail likes singing in san francisco.', False)
("Abigail doesn't like hanging out in indiana.", "Abigail doesn't like hanging out.", False)
("Abigail doesn't like hanging out in indiana.", "Abigail doesn't like indiana.", False)
("Abigail doesn't like hanging out in indiana.", 'Abigail likes hanging out in indiana.', False)
("Abigail doesn't like hanging out in purdue university.", "Abigail doesn't like hanging out.", False)
("Abigail doesn't like hanging out in purdue university.", "Abigail doesn't like purdue university.", False)
("Abigail doesn't like hanging out in purdue university.", 'Abigail likes hanging out in purdue university.', False)
("Abigail doesn't like hanging out in chicago.", "Abigail doesn't like hanging out.", False)
("Abigail doesn't like hanging out in chicago.", "Abigail doesn't like chicago.", False)
("Abigail doesn't like hanging out in chicago.", 'Abigail likes hanging out in chicago.', False)
("Abigail doesn't like hanging out in paris.", "Abigail doesn't like hanging out.", False)
("Abigail doesn't like hanging out in paris.", "Abigail doesn't like paris.", False)
("Abigail doesn't like hanging out in paris.", 'Abigail likes hanging out in paris.', False)
("Abigail doesn't like hanging out in new york.", "Abigail doesn't like hanging out.", False)
("Abigail doesn't like hanging out in new york.", "Abigail doesn't like new york.", False)
("Abigail doesn't like hanging out in new york.", 'Abigail likes hanging out in new york.', False)
("Abigail doesn't like hanging out in london.", "Abigail doesn't like hanging out.", False)
("Abigail doesn't like hanging out in london.", "Abigail doesn't like london.", False)
("Abigail doesn't like hanging out in london.", 'Abigail likes hanging out in london.', False)
("Abigail doesn't like hanging out in michigan.", "Abigail doesn't like hanging out.", False)
("Abigail doesn't like hanging out in michigan.", "Abigail doesn't like michigan.", False)
("Abigail doesn't like hanging out in michigan.", 'Abigail likes hanging out in michigan.', False)
("Abigail doesn't like hanging out in hong kong.", "Abigail doesn't like hanging out.", False)
("Abigail doesn't like hanging out in hong kong.", "Abigail doesn't like hong kong.", False)
("Abigail doesn't like hanging out in hong kong.", 'Abigail likes hanging out in hong kong.', False)
("Abigail doesn't like hanging out in san francisco.", "Abigail doesn't like hanging out.", False)
("Abigail doesn't like hanging out in san francisco.", "Abigail doesn't like san francisco.", False)
("Abigail doesn't like hanging out in san francisco.", 'Abigail likes hanging out in san francisco.', False)
("Abigail doesn't like watching movies in indiana.", "Abigail doesn't like watching movies.", False)
("Abigail doesn't like watching movies in indiana.", "Abigail doesn't like indiana.", False)
("Abigail doesn't like watching movies in indiana.", 'Abigail likes watching movies in indiana.', False)
("Abigail doesn't like watching movies in purdue university.", "Abigail doesn't like watching movies.", False)
("Abigail doesn't like watching movies in purdue university.", "Abigail doesn't like purdue university.", False)
("Abigail doesn't like watching movies in purdue university.", 'Abigail likes watching movies in purdue university.', False)
("Abigail doesn't like watching movies in chicago.", "Abigail doesn't like watching movies.", False)
("Abigail doesn't like watching movies in chicago.", "Abigail doesn't like chicago.", False)
("Abigail doesn't like watching movies in chicago.", 'Abigail likes watching movies in chicago.', False)
("Abigail doesn't like watching movies in paris.", "Abigail doesn't like watching movies.", False)
("Abigail doesn't like watching movies in paris.", "Abigail doesn't like paris.", False)
("Abigail doesn't like watching movies in paris.", 'Abigail likes watching movies in paris.', False)
("Abigail doesn't like watching movies in new york.", "Abigail doesn't like watching movies.", False)
("Abigail doesn't like watching movies in new york.", "Abigail doesn't like new york.", False)
("Abigail doesn't like watching movies in new york.", 'Abigail likes watching movies in new york.', False)
("Abigail doesn't like watching movies in london.", "Abigail doesn't like watching movies.", False)
("Abigail doesn't like watching movies in london.", "Abigail doesn't like london.", False)
("Abigail doesn't like watching movies in london.", 'Abigail likes watching movies in london.', False)
("Abigail doesn't like watching movies in michigan.", "Abigail doesn't like watching movies.", False)
("Abigail doesn't like watching movies in michigan.", "Abigail doesn't like michigan.", False)
("Abigail doesn't like watching movies in michigan.", 'Abigail likes watching movies in michigan.', False)
("Abigail doesn't like watching movies in hong kong.", "Abigail doesn't like watching movies.", False)
("Abigail doesn't like watching movies in hong kong.", "Abigail doesn't like hong kong.", False)
("Abigail doesn't like watching movies in hong kong.", 'Abigail likes watching movies in hong kong.', False)
("Abigail doesn't like watching movies in san francisco.", "Abigail doesn't like watching movies.", False)
("Abigail doesn't like watching movies in san francisco.", "Abigail doesn't like san francisco.", False)
("Abigail doesn't like watching movies in san francisco.", 'Abigail likes watching movies in san francisco.', False)
("Abigail doesn't like living in indiana.", "Abigail doesn't like living.", False)
("Abigail doesn't like living in indiana.", "Abigail doesn't like indiana.", False)
("Abigail doesn't like living in indiana.", 'Abigail likes living in indiana.', False)
("Abigail doesn't like living in purdue university.", "Abigail doesn't like living.", False)
("Abigail doesn't like living in purdue university.", "Abigail doesn't like purdue university.", False)
("Abigail doesn't like living in purdue university.", 'Abigail likes living in purdue university.', False)
("Abigail doesn't like living in chicago.", "Abigail doesn't like living.", False)
("Abigail doesn't like living in chicago.", "Abigail doesn't like chicago.", False)
("Abigail doesn't like living in chicago.", 'Abigail likes living in chicago.', False)
("Abigail doesn't like living in paris.", "Abigail doesn't like living.", False)
("Abigail doesn't like living in paris.", "Abigail doesn't like paris.", False)
("Abigail doesn't like living in paris.", 'Abigail likes living in paris.', False)
("Abigail doesn't like living in new york.", "Abigail doesn't like living.", False)
("Abigail doesn't like living in new york.", "Abigail doesn't like new york.", False)
("Abigail doesn't like living in new york.", 'Abigail likes living in new york.', False)
("Abigail doesn't like living in london.", "Abigail doesn't like living.", False)
("Abigail doesn't like living in london.", "Abigail doesn't like london.", False)
("Abigail doesn't like living in london.", 'Abigail likes living in london.', False)
("Abigail doesn't like living in michigan.", "Abigail doesn't like living.", False)
("Abigail doesn't like living in michigan.", "Abigail doesn't like michigan.", False)
("Abigail doesn't like living in michigan.", 'Abigail likes living in michigan.', False)
("Abigail doesn't like living in hong kong.", "Abigail doesn't like living.", False)
("Abigail doesn't like living in hong kong.", "Abigail doesn't like hong kong.", False)
("Abigail doesn't like living in hong kong.", 'Abigail likes living in hong kong.', False)
("Abigail doesn't like living in san francisco.", "Abigail doesn't like living.", False)
("Abigail doesn't like living in san francisco.", "Abigail doesn't like san francisco.", False)
("Abigail doesn't like living in san francisco.", 'Abigail likes living in san francisco.', False)
("Abigail doesn't like working in indiana.", "Abigail doesn't like working.", False)
("Abigail doesn't like working in indiana.", "Abigail doesn't like indiana.", False)
("Abigail doesn't like working in indiana.", 'Abigail likes working in indiana.', False)
("Abigail doesn't like working in purdue university.", "Abigail doesn't like working.", False)
("Abigail doesn't like working in purdue university.", "Abigail doesn't like purdue university.", False)
("Abigail doesn't like working in purdue university.", 'Abigail likes working in purdue university.', False)
("Abigail doesn't like working in chicago.", "Abigail doesn't like working.", False)
("Abigail doesn't like working in chicago.", "Abigail doesn't like chicago.", False)
("Abigail doesn't like working in chicago.", 'Abigail likes working in chicago.', False)
("Abigail doesn't like working in paris.", "Abigail doesn't like working.", False)
("Abigail doesn't like working in paris.", "Abigail doesn't like paris.", False)
("Abigail doesn't like working in paris.", 'Abigail likes working in paris.', False)
("Abigail doesn't like working in new york.", "Abigail doesn't like working.", False)
("Abigail doesn't like working in new york.", "Abigail doesn't like new york.", False)
("Abigail doesn't like working in new york.", 'Abigail likes working in new york.', False)
("Abigail doesn't like working in london.", "Abigail doesn't like working.", False)
("Abigail doesn't like working in london.", "Abigail doesn't like london.", False)
("Abigail doesn't like working in london.", 'Abigail likes working in london.', False)
("Abigail doesn't like working in michigan.", "Abigail doesn't like working.", False)
("Abigail doesn't like working in michigan.", "Abigail doesn't like michigan.", False)
("Abigail doesn't like working in michigan.", 'Abigail likes working in michigan.', False)
("Abigail doesn't like working in hong kong.", "Abigail doesn't like working.", False)
("Abigail doesn't like working in hong kong.", "Abigail doesn't like hong kong.", False)
("Abigail doesn't like working in hong kong.", 'Abigail likes working in hong kong.', False)
("Abigail doesn't like working in san francisco.", "Abigail doesn't like working.", False)
("Abigail doesn't like working in san francisco.", "Abigail doesn't like san francisco.", False)
("Abigail doesn't like working in san francisco.", 'Abigail likes working in san francisco.', False)
("Abigail doesn't like dancing in indiana.", "Abigail doesn't like dancing.", False)
("Abigail doesn't like dancing in indiana.", "Abigail doesn't like indiana.", False)
("Abigail doesn't like dancing in indiana.", 'Abigail likes dancing in indiana.', False)
("Abigail doesn't like dancing in purdue university.", "Abigail doesn't like dancing.", False)
("Abigail doesn't like dancing in purdue university.", "Abigail doesn't like purdue university.", False)
("Abigail doesn't like dancing in purdue university.", 'Abigail likes dancing in purdue university.', False)
("Abigail doesn't like dancing in chicago.", "Abigail doesn't like dancing.", False)
("Abigail doesn't like dancing in chicago.", "Abigail doesn't like chicago.", False)
("Abigail doesn't like dancing in chicago.", 'Abigail likes dancing in chicago.', False)
("Abigail doesn't like dancing in paris.", "Abigail doesn't like dancing.", False)
("Abigail doesn't like dancing in paris.", "Abigail doesn't like paris.", False)
("Abigail doesn't like dancing in paris.", 'Abigail likes dancing in paris.', False)
("Abigail doesn't like dancing in new york.", "Abigail doesn't like dancing.", False)
("Abigail doesn't like dancing in new york.", "Abigail doesn't like new york.", False)
("Abigail doesn't like dancing in new york.", 'Abigail likes dancing in new york.', False)
("Abigail doesn't like dancing in london.", "Abigail doesn't like dancing.", False)
("Abigail doesn't like dancing in london.", "Abigail doesn't like london.", False)
("Abigail doesn't like dancing in london.", 'Abigail likes dancing in london.', False)
("Abigail doesn't like dancing in michigan.", "Abigail doesn't like dancing.", False)
("Abigail doesn't like dancing in michigan.", "Abigail doesn't like michigan.", False)
("Abigail doesn't like dancing in michigan.", 'Abigail likes dancing in michigan.', False)
("Abigail doesn't like dancing in hong kong.", "Abigail doesn't like dancing.", False)
("Abigail doesn't like dancing in hong kong.", "Abigail doesn't like hong kong.", False)
("Abigail doesn't like dancing in hong kong.", 'Abigail likes dancing in hong kong.', False)
("Abigail doesn't like dancing in san francisco.", "Abigail doesn't like dancing.", False)
("Abigail doesn't like dancing in san francisco.", "Abigail doesn't like san francisco.", False)
("Abigail doesn't like dancing in san francisco.", 'Abigail likes dancing in san francisco.', False)
("Abigale doesn't like walking in indiana.", "Abigale doesn't like walking.", False)
("Abigale doesn't like walking in indiana.", "Abigale doesn't like indiana.", False)
("Abigale doesn't like walking in indiana.", 'Abigale likes walking in indiana.', False)
("Abigale doesn't like walking in purdue university.", "Abigale doesn't like walking.", False)
("Abigale doesn't like walking in purdue university.", "Abigale doesn't like purdue university.", False)
("Abigale doesn't like walking in purdue university.", 'Abigale likes walking in purdue university.', False)
("Abigale doesn't like walking in chicago.", "Abigale doesn't like walking.", False)
("Abigale doesn't like walking in chicago.", "Abigale doesn't like chicago.", False)
("Abigale doesn't like walking in chicago.", 'Abigale likes walking in chicago.', False)
("Abigale doesn't like walking in paris.", "Abigale doesn't like walking.", False)
("Abigale doesn't like walking in paris.", "Abigale doesn't like paris.", False)
("Abigale doesn't like walking in paris.", 'Abigale likes walking in paris.', False)
("Abigale doesn't like walking in new york.", "Abigale doesn't like walking.", False)
("Abigale doesn't like walking in new york.", "Abigale doesn't like new york.", False)
("Abigale doesn't like walking in new york.", 'Abigale likes walking in new york.', False)
("Abigale doesn't like walking in london.", "Abigale doesn't like walking.", False)
("Abigale doesn't like walking in london.", "Abigale doesn't like london.", False)
("Abigale doesn't like walking in london.", 'Abigale likes walking in london.', False)
("Abigale doesn't like walking in michigan.", "Abigale doesn't like walking.", False)
("Abigale doesn't like walking in michigan.", "Abigale doesn't like michigan.", False)
("Abigale doesn't like walking in michigan.", 'Abigale likes walking in michigan.', False)
("Abigale doesn't like walking in hong kong.", "Abigale doesn't like walking.", False)
("Abigale doesn't like walking in hong kong.", "Abigale doesn't like hong kong.", False)
("Abigale doesn't like walking in hong kong.", 'Abigale likes walking in hong kong.', False)
("Abigale doesn't like walking in san francisco.", "Abigale doesn't like walking.", False)
("Abigale doesn't like walking in san francisco.", "Abigale doesn't like san francisco.", False)
("Abigale doesn't like walking in san francisco.", 'Abigale likes walking in san francisco.', False)
("Abigale doesn't like running in indiana.", "Abigale doesn't like running.", False)
("Abigale doesn't like running in indiana.", "Abigale doesn't like indiana.", False)
("Abigale doesn't like running in indiana.", 'Abigale likes running in indiana.', False)
("Abigale doesn't like running in purdue university.", "Abigale doesn't like running.", False)
("Abigale doesn't like running in purdue university.", "Abigale doesn't like purdue university.", False)
("Abigale doesn't like running in purdue university.", 'Abigale likes running in purdue university.', False)
("Abigale doesn't like running in chicago.", "Abigale doesn't like running.", False)
("Abigale doesn't like running in chicago.", "Abigale doesn't like chicago.", False)
("Abigale doesn't like running in chicago.", 'Abigale likes running in chicago.', False)
("Abigale doesn't like running in paris.", "Abigale doesn't like running.", False)
("Abigale doesn't like running in paris.", "Abigale doesn't like paris.", False)
("Abigale doesn't like running in paris.", 'Abigale likes running in paris.', False)
("Abigale doesn't like running in new york.", "Abigale doesn't like running.", False)
("Abigale doesn't like running in new york.", "Abigale doesn't like new york.", False)
("Abigale doesn't like running in new york.", 'Abigale likes running in new york.', False)
("Abigale doesn't like running in london.", "Abigale doesn't like running.", False)
("Abigale doesn't like running in london.", "Abigale doesn't like london.", False)
("Abigale doesn't like running in london.", 'Abigale likes running in london.', False)
("Abigale doesn't like running in michigan.", "Abigale doesn't like running.", False)
("Abigale doesn't like running in michigan.", "Abigale doesn't like michigan.", False)
("Abigale doesn't like running in michigan.", 'Abigale likes running in michigan.', False)
("Abigale doesn't like running in hong kong.", "Abigale doesn't like running.", False)
("Abigale doesn't like running in hong kong.", "Abigale doesn't like hong kong.", False)
("Abigale doesn't like running in hong kong.", 'Abigale likes running in hong kong.', False)
("Abigale doesn't like running in san francisco.", "Abigale doesn't like running.", False)
("Abigale doesn't like running in san francisco.", "Abigale doesn't like san francisco.", False)
("Abigale doesn't like running in san francisco.", 'Abigale likes running in san francisco.', False)
("Abigale doesn't like eating in indiana.", "Abigale doesn't like eating.", False)
("Abigale doesn't like eating in indiana.", "Abigale doesn't like indiana.", False)
("Abigale doesn't like eating in indiana.", 'Abigale likes eating in indiana.', False)
("Abigale doesn't like eating in purdue university.", "Abigale doesn't like eating.", False)
("Abigale doesn't like eating in purdue university.", "Abigale doesn't like purdue university.", False)
("Abigale doesn't like eating in purdue university.", 'Abigale likes eating in purdue university.', False)
("Abigale doesn't like eating in chicago.", "Abigale doesn't like eating.", False)
("Abigale doesn't like eating in chicago.", "Abigale doesn't like chicago.", False)
("Abigale doesn't like eating in chicago.", 'Abigale likes eating in chicago.', False)
("Abigale doesn't like eating in paris.", "Abigale doesn't like eating.", False)
("Abigale doesn't like eating in paris.", "Abigale doesn't like paris.", False)
("Abigale doesn't like eating in paris.", 'Abigale likes eating in paris.', False)
("Abigale doesn't like eating in new york.", "Abigale doesn't like eating.", False)
("Abigale doesn't like eating in new york.", "Abigale doesn't like new york.", False)
("Abigale doesn't like eating in new york.", 'Abigale likes eating in new york.', False)
("Abigale doesn't like eating in london.", "Abigale doesn't like eating.", False)
("Abigale doesn't like eating in london.", "Abigale doesn't like london.", False)
("Abigale doesn't like eating in london.", 'Abigale likes eating in london.', False)
("Abigale doesn't like eating in michigan.", "Abigale doesn't like eating.", False)
("Abigale doesn't like eating in michigan.", "Abigale doesn't like michigan.", False)
("Abigale doesn't like eating in michigan.", 'Abigale likes eating in michigan.', False)
("Abigale doesn't like eating in hong kong.", "Abigale doesn't like eating.", False)
("Abigale doesn't like eating in hong kong.", "Abigale doesn't like hong kong.", False)
("Abigale doesn't like eating in hong kong.", 'Abigale likes eating in hong kong.', False)
("Abigale doesn't like eating in san francisco.", "Abigale doesn't like eating.", False)
("Abigale doesn't like eating in san francisco.", "Abigale doesn't like san francisco.", False)
("Abigale doesn't like eating in san francisco.", 'Abigale likes eating in san francisco.', False)
("Abigale doesn't like drinking in indiana.", "Abigale doesn't like drinking.", False)
("Abigale doesn't like drinking in indiana.", "Abigale doesn't like indiana.", False)
("Abigale doesn't like drinking in indiana.", 'Abigale likes drinking in indiana.', False)
("Abigale doesn't like drinking in purdue university.", "Abigale doesn't like drinking.", False)
("Abigale doesn't like drinking in purdue university.", "Abigale doesn't like purdue university.", False)
("Abigale doesn't like drinking in purdue university.", 'Abigale likes drinking in purdue university.', False)
("Abigale doesn't like drinking in chicago.", "Abigale doesn't like drinking.", False)
("Abigale doesn't like drinking in chicago.", "Abigale doesn't like chicago.", False)
("Abigale doesn't like drinking in chicago.", 'Abigale likes drinking in chicago.', False)
("Abigale doesn't like drinking in paris.", "Abigale doesn't like drinking.", False)
("Abigale doesn't like drinking in paris.", "Abigale doesn't like paris.", False)
("Abigale doesn't like drinking in paris.", 'Abigale likes drinking in paris.', False)
("Abigale doesn't like drinking in new york.", "Abigale doesn't like drinking.", False)
("Abigale doesn't like drinking in new york.", "Abigale doesn't like new york.", False)
("Abigale doesn't like drinking in new york.", 'Abigale likes drinking in new york.', False)
("Abigale doesn't like drinking in london.", "Abigale doesn't like drinking.", False)
("Abigale doesn't like drinking in london.", "Abigale doesn't like london.", False)
("Abigale doesn't like drinking in london.", 'Abigale likes drinking in london.', False)
("Abigale doesn't like drinking in michigan.", "Abigale doesn't like drinking.", False)
("Abigale doesn't like drinking in michigan.", "Abigale doesn't like michigan.", False)
("Abigale doesn't like drinking in michigan.", 'Abigale likes drinking in michigan.', False)
("Abigale doesn't like drinking in hong kong.", "Abigale doesn't like drinking.", False)
("Abigale doesn't like drinking in hong kong.", "Abigale doesn't like hong kong.", False)
("Abigale doesn't like drinking in hong kong.", 'Abigale likes drinking in hong kong.', False)
("Abigale doesn't like drinking in san francisco.", "Abigale doesn't like drinking.", False)
("Abigale doesn't like drinking in san francisco.", "Abigale doesn't like san francisco.", False)
("Abigale doesn't like drinking in san francisco.", 'Abigale likes drinking in san francisco.', False)
("Abigale doesn't like drawing in indiana.", "Abigale doesn't like drawing.", False)
("Abigale doesn't like drawing in indiana.", "Abigale doesn't like indiana.", False)
("Abigale doesn't like drawing in indiana.", 'Abigale likes drawing in indiana.', False)
("Abigale doesn't like drawing in purdue university.", "Abigale doesn't like drawing.", False)
("Abigale doesn't like drawing in purdue university.", "Abigale doesn't like purdue university.", False)
("Abigale doesn't like drawing in purdue university.", 'Abigale likes drawing in purdue university.', False)
("Abigale doesn't like drawing in chicago.", "Abigale doesn't like drawing.", False)
("Abigale doesn't like drawing in chicago.", "Abigale doesn't like chicago.", False)
("Abigale doesn't like drawing in chicago.", 'Abigale likes drawing in chicago.', False)
("Abigale doesn't like drawing in paris.", "Abigale doesn't like drawing.", False)
("Abigale doesn't like drawing in paris.", "Abigale doesn't like paris.", False)
("Abigale doesn't like drawing in paris.", 'Abigale likes drawing in paris.', False)
("Abigale doesn't like drawing in new york.", "Abigale doesn't like drawing.", False)
("Abigale doesn't like drawing in new york.", "Abigale doesn't like new york.", False)
("Abigale doesn't like drawing in new york.", 'Abigale likes drawing in new york.', False)
("Abigale doesn't like drawing in london.", "Abigale doesn't like drawing.", False)
("Abigale doesn't like drawing in london.", "Abigale doesn't like london.", False)
("Abigale doesn't like drawing in london.", 'Abigale likes drawing in london.', False)
("Abigale doesn't like drawing in michigan.", "Abigale doesn't like drawing.", False)
("Abigale doesn't like drawing in michigan.", "Abigale doesn't like michigan.", False)
("Abigale doesn't like drawing in michigan.", 'Abigale likes drawing in michigan.', False)
("Abigale doesn't like drawing in hong kong.", "Abigale doesn't like drawing.", False)
("Abigale doesn't like drawing in hong kong.", "Abigale doesn't like hong kong.", False)
("Abigale doesn't like drawing in hong kong.", 'Abigale likes drawing in hong kong.', False)
("Abigale doesn't like drawing in san francisco.", "Abigale doesn't like drawing.", False)
("Abigale doesn't like drawing in san francisco.", "Abigale doesn't like san francisco.", False)
("Abigale doesn't like drawing in san francisco.", 'Abigale likes drawing in san francisco.', False)
("Abigale doesn't like sculpting in indiana.", "Abigale doesn't like sculpting.", False)
("Abigale doesn't like sculpting in indiana.", "Abigale doesn't like indiana.", False)
("Abigale doesn't like sculpting in indiana.", 'Abigale likes sculpting in indiana.', False)
("Abigale doesn't like sculpting in purdue university.", "Abigale doesn't like sculpting.", False)
("Abigale doesn't like sculpting in purdue university.", "Abigale doesn't like purdue university.", False)
("Abigale doesn't like sculpting in purdue university.", 'Abigale likes sculpting in purdue university.', False)
("Abigale doesn't like sculpting in chicago.", "Abigale doesn't like sculpting.", False)
("Abigale doesn't like sculpting in chicago.", "Abigale doesn't like chicago.", False)
("Abigale doesn't like sculpting in chicago.", 'Abigale likes sculpting in chicago.', False)
("Abigale doesn't like sculpting in paris.", "Abigale doesn't like sculpting.", False)
("Abigale doesn't like sculpting in paris.", "Abigale doesn't like paris.", False)
("Abigale doesn't like sculpting in paris.", 'Abigale likes sculpting in paris.', False)
("Abigale doesn't like sculpting in new york.", "Abigale doesn't like sculpting.", False)
("Abigale doesn't like sculpting in new york.", "Abigale doesn't like new york.", False)
("Abigale doesn't like sculpting in new york.", 'Abigale likes sculpting in new york.', False)
("Abigale doesn't like sculpting in london.", "Abigale doesn't like sculpting.", False)
("Abigale doesn't like sculpting in london.", "Abigale doesn't like london.", False)
("Abigale doesn't like sculpting in london.", 'Abigale likes sculpting in london.', False)
("Abigale doesn't like sculpting in michigan.", "Abigale doesn't like sculpting.", False)
("Abigale doesn't like sculpting in michigan.", "Abigale doesn't like michigan.", False)
("Abigale doesn't like sculpting in michigan.", 'Abigale likes sculpting in michigan.', False)
("Abigale doesn't like sculpting in hong kong.", "Abigale doesn't like sculpting.", False)
("Abigale doesn't like sculpting in hong kong.", "Abigale doesn't like hong kong.", False)
("Abigale doesn't like sculpting in hong kong.", 'Abigale likes sculpting in hong kong.', False)
("Abigale doesn't like sculpting in san francisco.", "Abigale doesn't like sculpting.", False)
("Abigale doesn't like sculpting in san francisco.", "Abigale doesn't like san francisco.", False)
("Abigale doesn't like sculpting in san francisco.", 'Abigale likes sculpting in san francisco.', False)
("Abigale doesn't like painting in indiana.", "Abigale doesn't like painting.", False)
("Abigale doesn't like painting in indiana.", "Abigale doesn't like indiana.", False)
("Abigale doesn't like painting in indiana.", 'Abigale likes painting in indiana.', False)
("Abigale doesn't like painting in purdue university.", "Abigale doesn't like painting.", False)
("Abigale doesn't like painting in purdue university.", "Abigale doesn't like purdue university.", False)
("Abigale doesn't like painting in purdue university.", 'Abigale likes painting in purdue university.', False)
("Abigale doesn't like painting in chicago.", "Abigale doesn't like painting.", False)
("Abigale doesn't like painting in chicago.", "Abigale doesn't like chicago.", False)
("Abigale doesn't like painting in chicago.", 'Abigale likes painting in chicago.', False)
("Abigale doesn't like painting in paris.", "Abigale doesn't like painting.", False)
("Abigale doesn't like painting in paris.", "Abigale doesn't like paris.", False)
("Abigale doesn't like painting in paris.", 'Abigale likes painting in paris.', False)
("Abigale doesn't like painting in new york.", "Abigale doesn't like painting.", False)
("Abigale doesn't like painting in new york.", "Abigale doesn't like new york.", False)
("Abigale doesn't like painting in new york.", 'Abigale likes painting in new york.', False)
("Abigale doesn't like painting in london.", "Abigale doesn't like painting.", False)
("Abigale doesn't like painting in london.", "Abigale doesn't like london.", False)
("Abigale doesn't like painting in london.", 'Abigale likes painting in london.', False)
("Abigale doesn't like painting in michigan.", "Abigale doesn't like painting.", False)
("Abigale doesn't like painting in michigan.", "Abigale doesn't like michigan.", False)
("Abigale doesn't like painting in michigan.", 'Abigale likes painting in michigan.', False)
("Abigale doesn't like painting in hong kong.", "Abigale doesn't like painting.", False)
("Abigale doesn't like painting in hong kong.", "Abigale doesn't like hong kong.", False)
("Abigale doesn't like painting in hong kong.", 'Abigale likes painting in hong kong.', False)
("Abigale doesn't like painting in san francisco.", "Abigale doesn't like painting.", False)
("Abigale doesn't like painting in san francisco.", "Abigale doesn't like san francisco.", False)
("Abigale doesn't like painting in san francisco.", 'Abigale likes painting in san francisco.', False)
("Abigale doesn't like reading in indiana.", "Abigale doesn't like reading.", False)
("Abigale doesn't like reading in indiana.", "Abigale doesn't like indiana.", False)
("Abigale doesn't like reading in indiana.", 'Abigale likes reading in indiana.', False)
("Abigale doesn't like reading in purdue university.", "Abigale doesn't like reading.", False)
("Abigale doesn't like reading in purdue university.", "Abigale doesn't like purdue university.", False)
("Abigale doesn't like reading in purdue university.", 'Abigale likes reading in purdue university.', False)
("Abigale doesn't like reading in chicago.", "Abigale doesn't like reading.", False)
("Abigale doesn't like reading in chicago.", "Abigale doesn't like chicago.", False)
("Abigale doesn't like reading in chicago.", 'Abigale likes reading in chicago.', False)
("Abigale doesn't like reading in paris.", "Abigale doesn't like reading.", False)
("Abigale doesn't like reading in paris.", "Abigale doesn't like paris.", False)
("Abigale doesn't like reading in paris.", 'Abigale likes reading in paris.', False)
("Abigale doesn't like reading in new york.", "Abigale doesn't like reading.", False)
("Abigale doesn't like reading in new york.", "Abigale doesn't like new york.", False)
("Abigale doesn't like reading in new york.", 'Abigale likes reading in new york.', False)
("Abigale doesn't like reading in london.", "Abigale doesn't like reading.", False)
("Abigale doesn't like reading in london.", "Abigale doesn't like london.", False)
("Abigale doesn't like reading in london.", 'Abigale likes reading in london.', False)
("Abigale doesn't like reading in michigan.", "Abigale doesn't like reading.", False)
("Abigale doesn't like reading in michigan.", "Abigale doesn't like michigan.", False)
("Abigale doesn't like reading in michigan.", 'Abigale likes reading in michigan.', False)
