('There is not a rock & roll album in colorado.', 'There is not a music album in colorado.', False)
('The investment manager is living with a dog.', 'The investment manager has a english foxhound in his home.', False)
('The probation officer is living with a lifeform.', 'The probation officer has a english setter in his home.', False)
('The potter is living with a eukaryote.', 'The potter has a english setter in his home.', False)
('The claims manager is living with a animal.', 'The claims manager has a english setter in his home.', False)
('The merchandiser is living with a dog.', 'The merchandiser has a english setter in his home.', False)
('The rig worker is living with a lifeform.', 'The rig worker has a field spaniel in his home.', False)
('The sports commentator is living with a eukaryote.', 'The sports commentator has a field spaniel in his home.', False)
('The furniture restorer is living with a animal.', 'The furniture restorer has a field spaniel in his home.', False)
('The gynaecologist is living with a dog.', 'The gynaecologist has a field spaniel in his home.', False)
('The property developer is living with a lifeform.', 'The property developer has a finnish lapphund in his home.', False)
('The systems analyst is living with a eukaryote.', 'The systems analyst has a finnish lapphund in his home.', False)
('The househusband is living with a animal.', 'The househusband has a finnish lapphund in his home.', False)
('The quantity surveyor is living with a dog.', 'The quantity surveyor has a finnish lapphund in his home.', False)
('The highway inspector is living with a lifeform.', 'The highway inspector has a finnish spitz in his home.', False)
('The quantity surveyor is living with a eukaryote.', 'The quantity surveyor has a finnish spitz in his home.', False)
('The investment manager is living with a animal.', 'The investment manager has a finnish spitz in his home.', False)
('The garda is living with a dog.', 'The garda has a finnish spitz in his home.', False)
('The storewoman is living with a lifeform.', 'The storewoman has a french bulldog in his home.', False)
('The administration assistant is living with a eukaryote.', 'The administration assistant has a french bulldog in his home.', False)
('The cable contractor is living with a animal.', 'The cable contractor has a french bulldog in his home.', False)
('The optician is living with a dog.', 'The optician has a french bulldog in his home.', False)
('The voluntary worker is living with a lifeform.', 'The voluntary worker has a german pinscher in his home.', False)
('The marketing coordinator is living with a eukaryote.', 'The marketing coordinator has a german pinscher in his home.', False)
('The horse breeder is living with a animal.', 'The horse breeder has a german pinscher in his home.', False)
('The farmer is living with a dog.', 'The farmer has a german pinscher in his home.', False)
('The assistant cook is living with a lifeform.', 'The assistant cook has a german shepherd in his home.', False)
('The ledger clerk is living with a eukaryote.', 'The ledger clerk has a german shepherd in his home.', False)
('The park keeper is living with a animal.', 'The park keeper has a german shepherd in his home.', False)
('The hod carrier is living with a dog.', 'The hod carrier has a german shepherd in his home.', False)
('The chiropractor is living with a lifeform.', 'The chiropractor has a giant schnauzer in his home.', False)
('The training advisor is living with a eukaryote.', 'The training advisor has a giant schnauzer in his home.', False)
('The tea blender is living with a animal.', 'The tea blender has a giant schnauzer in his home.', False)
('The foundry worker is living with a dog.', 'The foundry worker has a giant schnauzer in his home.', False)
('The wood carver is living with a lifeform.', 'The wood carver has a golden retriever in his home.', False)
('The lift attendant is living with a eukaryote.', 'The lift attendant has a golden retriever in his home.', False)
('The verger is living with a animal.', 'The verger has a golden retriever in his home.', False)
('The riding instructor is living with a dog.', 'The riding instructor has a golden retriever in his home.', False)
('The transport consultant is living with a lifeform.', 'The transport consultant has a gordon setter in his home.', False)
('The garage attendant is living with a eukaryote.', 'The garage attendant has a gordon setter in his home.', False)
('The assistant caretaker is living with a animal.', 'The assistant caretaker has a gordon setter in his home.', False)
('The marketing coordinator is living with a dog.', 'The marketing coordinator has a gordon setter in his home.', False)
('The sub-postmistress is living with a lifeform.', 'The sub-postmistress has a great dane in his home.', False)
('The metal dealer is living with a eukaryote.', 'The metal dealer has a great dane in his home.', False)
('The induction moulder is living with a animal.', 'The induction moulder has a great dane in his home.', False)
('The office manager is living with a dog.', 'The office manager has a great dane in his home.', False)
('The pharmacist is living with a lifeform.', 'The pharmacist has a great pyrenees in his home.', False)
('The china restorer is living with a eukaryote.', 'The china restorer has a great pyrenees in his home.', False)
('The training instructor is living with a animal.', 'The training instructor has a great pyrenees in his home.', False)
('The transport officer is living with a dog.', 'The transport officer has a great pyrenees in his home.', False)
('The nursing auxiliary is living with a lifeform.', 'The nursing auxiliary has a greyhound in his home.', False)
('The landowner is living with a eukaryote.', 'The landowner has a greyhound in his home.', False)
('The temperature time is living with a animal.', 'The temperature time has a greyhound in his home.', False)
('The beautician is living with a dog.', 'The beautician has a greyhound in his home.', False)
('The transcriber is living with a lifeform.', 'The transcriber has a harrier in his home.', False)
('The decorator is living with a eukaryote.', 'The decorator has a harrier in his home.', False)
('The seaman is living with a animal.', 'The seaman has a harrier in his home.', False)
('The radio engineer is living with a dog.', 'The radio engineer has a harrier in his home.', False)
('The saleswoman is living with a lifeform.', 'The saleswoman has a havanese in his home.', False)
('The teachers assistant is living with a eukaryote.', 'The teachers assistant has a havanese in his home.', False)
('The councillor is living with a animal.', 'The councillor has a havanese in his home.', False)
('The production planner is living with a dog.', 'The production planner has a havanese in his home.', False)
('The goods handler is living with a lifeform.', 'The goods handler has a ibizan hound in his home.', False)
('The landworker is living with a eukaryote.', 'The landworker has a ibizan hound in his home.', False)
('The youth worker is living with a animal.', 'The youth worker has a ibizan hound in his home.', False)
('The investigator is living with a dog.', 'The investigator has a ibizan hound in his home.', False)
('The administrator is living with a lifeform.', 'The administrator has a irish setter in his home.', False)
('The advertising staff is living with a eukaryote.', 'The advertising staff has a irish setter in his home.', False)
('The ceiling fixer is living with a animal.', 'The ceiling fixer has a irish setter in his home.', False)
('The park keeper is living with a dog.', 'The park keeper has a irish setter in his home.', False)
('The rent offcer is living with a lifeform.', 'The rent offcer has a irish terrier in his home.', False)
('The plant manager is living with a eukaryote.', 'The plant manager has a irish terrier in his home.', False)
('The miller is living with a animal.', 'The miller has a irish terrier in his home.', False)
('The orchestral is living with a dog.', 'The orchestral has a irish terrier in his home.', False)
('The taxi driver is living with a lifeform.', 'The taxi driver has a irish wolfhound in his home.', False)
('The prison officer is living with a eukaryote.', 'The prison officer has a irish wolfhound in his home.', False)
('The medical technician is living with a animal.', 'The medical technician has a irish wolfhound in his home.', False)
('The travel guide writer is living with a dog.', 'The travel guide writer has a irish wolfhound in his home.', False)
('The medical student is living with a lifeform.', 'The medical student has a japanese chin in his home.', False)
('The therapist is living with a eukaryote.', 'The therapist has a japanese chin in his home.', False)
('The refrigeration engineer is living with a animal.', 'The refrigeration engineer has a japanese chin in his home.', False)
('The repair man is living with a dog.', 'The repair man has a japanese chin in his home.', False)
('The laundry worker is living with a lifeform.', 'The laundry worker has a keeshond in his home.', False)
('The mortician is living with a eukaryote.', 'The mortician has a keeshond in his home.', False)
('The private investigator is living with a animal.', 'The private investigator has a keeshond in his home.', False)
('The production manager is living with a dog.', 'The production manager has a keeshond in his home.', False)
('The foam convertor is living with a lifeform.', 'The foam convertor has a komondor in his home.', False)
('The pipe insulator is living with a eukaryote.', 'The pipe insulator has a komondor in his home.', False)
('The road sweeper is living with a animal.', 'The road sweeper has a komondor in his home.', False)
('The telephonist is living with a dog.', 'The telephonist has a komondor in his home.', False)
('The television director is living with a lifeform.', 'The television director has a kuvasz in his home.', False)
('The property manager is living with a eukaryote.', 'The property manager has a kuvasz in his home.', False)
('The advertising executive is living with a animal.', 'The advertising executive has a kuvasz in his home.', False)
('The slater is living with a dog.', 'The slater has a kuvasz in his home.', False)
('The herbalist is living with a lifeform.', 'The herbalist has a lakeland terrier in his home.', False)
('The horse dealer is living with a eukaryote.', 'The horse dealer has a lakeland terrier in his home.', False)
('The nursing assistant is living with a animal.', 'The nursing assistant has a lakeland terrier in his home.', False)
('The executive is living with a dog.', 'The executive has a lakeland terrier in his home.', False)
('The botanist is living with a lifeform.', 'The botanist has a leonberger in his home.', False)
('The loss adjustor is living with a eukaryote.', 'The loss adjustor has a leonberger in his home.', False)
('The delivery driver is living with a animal.', 'The delivery driver has a leonberger in his home.', False)
('The proof reader is living with a dog.', 'The proof reader has a leonberger in his home.', False)
('The metal dealer is living with a lifeform.', 'The metal dealer has a lhasa apso in his home.', False)
('The magician is living with a eukaryote.', 'The magician has a lhasa apso in his home.', False)
('The portfolio manager is living with a animal.', 'The portfolio manager has a lhasa apso in his home.', False)
('The lighterman is living with a dog.', 'The lighterman has a lhasa apso in his home.', False)
('The manicurist is living with a lifeform.', 'The manicurist has a l_wchen in his home.', False)
('The quality manager is living with a eukaryote.', 'The quality manager has a l_wchen in his home.', False)
('The applications programmer is living with a animal.', 'The applications programmer has a l_wchen in his home.', False)
('The motor mechanic is living with a dog.', 'The motor mechanic has a l_wchen in his home.', False)
('The travel agent is living with a lifeform.', 'The travel agent has a maltese in his home.', False)
('The travel agent is living with a eukaryote.', 'The travel agent has a maltese in his home.', False)
('The knitter is living with a animal.', 'The knitter has a maltese in his home.', False)
('The tax analyst is living with a dog.', 'The tax analyst has a maltese in his home.', False)
('The precision engineer is living with a lifeform.', 'The precision engineer has a mastiff in his home.', False)
('The aircraft engineer is living with a eukaryote.', 'The aircraft engineer has a mastiff in his home.', False)
('The car salesman is living with a animal.', 'The car salesman has a mastiff in his home.', False)
('The lorry driver is living with a dog.', 'The lorry driver has a mastiff in his home.', False)
('The beauty therapist is living with a lifeform.', 'The beauty therapist has a newfoundland in his home.', False)
('The horse trainer is living with a eukaryote.', 'The horse trainer has a newfoundland in his home.', False)
('The building engineer is living with a animal.', 'The building engineer has a newfoundland in his home.', False)
('The bodyshop is living with a dog.', 'The bodyshop has a newfoundland in his home.', False)
('The tug skipper is living with a lifeform.', 'The tug skipper has a norfolk terrier in his home.', False)
('The advertising executive is living with a eukaryote.', 'The advertising executive has a norfolk terrier in his home.', False)
('The project worker is living with a animal.', 'The project worker has a norfolk terrier in his home.', False)
('The architect is living with a dog.', 'The architect has a norfolk terrier in his home.', False)
('The massage therapist is living with a lifeform.', 'The massage therapist has a norwegian buhund in his home.', False)
('The hosiery mechanic is living with a eukaryote.', 'The hosiery mechanic has a norwegian buhund in his home.', False)
('The tobacconist is living with a animal.', 'The tobacconist has a norwegian buhund in his home.', False)
('The literary agent is living with a dog.', 'The literary agent has a norwegian buhund in his home.', False)
('The gambler is living with a lifeform.', 'The gambler has a norwich terrier in his home.', False)
('The telemarketeer is living with a eukaryote.', 'The telemarketeer has a norwich terrier in his home.', False)
('The cab driver is living with a animal.', 'The cab driver has a norwich terrier in his home.', False)
('The chartered accountant is living with a dog.', 'The chartered accountant has a norwich terrier in his home.', False)
('The arbitrator is living with a lifeform.', 'The arbitrator has a otterhound in his home.', False)
('The shot blaster is living with a eukaryote.', 'The shot blaster has a otterhound in his home.', False)
('The milklady is living with a animal.', 'The milklady has a otterhound in his home.', False)
('The outreach worker is living with a dog.', 'The outreach worker has a otterhound in his home.', False)
('The farmer is living with a lifeform.', 'The farmer has a papillon in his home.', False)
('The special needs is living with a eukaryote.', 'The special needs has a papillon in his home.', False)
('The revenue officer is living with a animal.', 'The revenue officer has a papillon in his home.', False)
('The cab driver is living with a dog.', 'The cab driver has a papillon in his home.', False)
('The bookmaker is living with a lifeform.', 'The bookmaker has a pekingese in his home.', False)
('The marble finisher is living with a eukaryote.', 'The marble finisher has a pekingese in his home.', False)
('The vehicle engineer is living with a animal.', 'The vehicle engineer has a pekingese in his home.', False)
('The furrier is living with a dog.', 'The furrier has a pekingese in his home.', False)
('The gamekeeper is living with a lifeform.', 'The gamekeeper has a pharaoh hound in his home.', False)
('The security guard is living with a eukaryote.', 'The security guard has a pharaoh hound in his home.', False)
('The trinity house pilot is living with a animal.', 'The trinity house pilot has a pharaoh hound in his home.', False)
('The prison chaplain is living with a dog.', 'The prison chaplain has a pharaoh hound in his home.', False)
('The claims adjustor is living with a lifeform.', 'The claims adjustor has a plott in his home.', False)
('The lathe operator is living with a eukaryote.', 'The lathe operator has a plott in his home.', False)
('The stock controller is living with a animal.', 'The stock controller has a plott in his home.', False)
('The gardener is living with a dog.', 'The gardener has a plott in his home.', False)
('The remedial therapist is living with a lifeform.', 'The remedial therapist has a pointer in his home.', False)
('The payroll assistant is living with a eukaryote.', 'The payroll assistant has a pointer in his home.', False)
('The shipping clerk is living with a animal.', 'The shipping clerk has a pointer in his home.', False)
('The materials controller is living with a dog.', 'The materials controller has a pointer in his home.', False)
('The road worker is living with a lifeform.', 'The road worker has a pomeranian in his home.', False)
('The optical advisor is living with a eukaryote.', 'The optical advisor has a pomeranian in his home.', False)
('The underwriter is living with a animal.', 'The underwriter has a pomeranian in his home.', False)
('The foreman is living with a dog.', 'The foreman has a pomeranian in his home.', False)
('The carpet retailer is living with a lifeform.', 'The carpet retailer has a standard poodle in his home.', False)
('The training assistant is living with a eukaryote.', 'The training assistant has a standard poodle in his home.', False)
('The church warden is living with a animal.', 'The church warden has a standard poodle in his home.', False)
('The professional wrestler is living with a dog.', 'The professional wrestler has a standard poodle in his home.', False)
('The plate layer is living with a lifeform.', 'The plate layer has a miniature poodle in his home.', False)
('The lithographer is living with a eukaryote.', 'The lithographer has a miniature poodle in his home.', False)
('The surveyor is living with a animal.', 'The surveyor has a miniature poodle in his home.', False)
('The lift attendant is living with a dog.', 'The lift attendant has a miniature poodle in his home.', False)
('The racehorse groom is living with a lifeform.', 'The racehorse groom has a toy poodle in his home.', False)
('The optometrist is living with a eukaryote.', 'The optometrist has a toy poodle in his home.', False)
('The illustrator is living with a animal.', 'The illustrator has a toy poodle in his home.', False)
('The metal worker is living with a dog.', 'The metal worker has a toy poodle in his home.', False)
('The marble finisher is living with a lifeform.', 'The marble finisher has a pug in his home.', False)
('The licensee is living with a eukaryote.', 'The licensee has a pug in his home.', False)
('The broadcaster is living with a animal.', 'The broadcaster has a pug in his home.', False)
('The cafe staff is living with a dog.', 'The cafe staff has a pug in his home.', False)
('The loans manager is living with a lifeform.', 'The loans manager has a puli in his home.', False)
('The pattern weaver is living with a eukaryote.', 'The pattern weaver has a puli in his home.', False)
('The treasurer is living with a animal.', 'The treasurer has a puli in his home.', False)
('The lavatory attendant is living with a dog.', 'The lavatory attendant has a puli in his home.', False)
('The househusband is living with a lifeform.', 'The househusband has a rat terrier in his home.', False)
('The patent agent is living with a eukaryote.', 'The patent agent has a rat terrier in his home.', False)
('The yard manager is living with a animal.', 'The yard manager has a rat terrier in his home.', False)
('The archaeologist is living with a dog.', 'The archaeologist has a rat terrier in his home.', False)
('The cable contractor is living with a lifeform.', 'The cable contractor has a rottweiler in his home.', False)
('The mortgage broker is living with a eukaryote.', 'The mortgage broker has a rottweiler in his home.', False)
('The botanist is living with a animal.', 'The botanist has a rottweiler in his home.', False)
('The scaffolder is living with a dog.', 'The scaffolder has a rottweiler in his home.', False)
('The slaughterman is living with a lifeform.', 'The slaughterman has a russell terrier in his home.', False)
('The assistant manager is living with a eukaryote.', 'The assistant manager has a russell terrier in his home.', False)
('The solicitor is living with a animal.', 'The solicitor has a russell terrier in his home.', False)
('The road worker is living with a dog.', 'The road worker has a russell terrier in his home.', False)
('The marine broker is living with a lifeform.', 'The marine broker has a st. bernard in his home.', False)
('The recorder is living with a eukaryote.', 'The recorder has a st. bernard in his home.', False)
('The advertising contractor is living with a animal.', 'The advertising contractor has a st. bernard in his home.', False)
('The theatrical agent is living with a dog.', 'The theatrical agent has a st. bernard in his home.', False)
('The press setter is living with a lifeform.', 'The press setter has a saluki in his home.', False)
('The public relations of?cer is living with a eukaryote.', 'The public relations of?cer has a saluki in his home.', False)
('The history teacher is living with a animal.', 'The history teacher has a saluki in his home.', False)
('The jockey is living with a dog.', 'The jockey has a saluki in his home.', False)
('The tobacconist is living with a lifeform.', 'The tobacconist has a samoyed in his home.', False)
('The airport controller is living with a eukaryote.', 'The airport controller has a samoyed in his home.', False)
('The tax manager is living with a animal.', 'The tax manager has a samoyed in his home.', False)
('The aerobic instructor is living with a dog.', 'The aerobic instructor has a samoyed in his home.', False)
('The forester is living with a lifeform.', 'The forester has a schipperke in his home.', False)
('The registrar is living with a eukaryote.', 'The registrar has a schipperke in his home.', False)
('The librarian is living with a animal.', 'The librarian has a schipperke in his home.', False)
('The zoo keeper is living with a dog.', 'The zoo keeper has a schipperke in his home.', False)
('The grave digger is living with a lifeform.', 'The grave digger has a scottish terrier in his home.', False)
('The green keeper is living with a eukaryote.', 'The green keeper has a scottish terrier in his home.', False)
('The shop manager is living with a animal.', 'The shop manager has a scottish terrier in his home.', False)
('The baker is living with a dog.', 'The baker has a scottish terrier in his home.', False)
('The producer is living with a lifeform.', 'The producer has a sealyham terrier in his home.', False)
('The gaming club manager is living with a eukaryote.', 'The gaming club manager has a sealyham terrier in his home.', False)
('The nurseryman is living with a animal.', 'The nurseryman has a sealyham terrier in his home.', False)
('The showman is living with a dog.', 'The showman has a sealyham terrier in his home.', False)
('The arts is living with a lifeform.', 'The arts has a shiba inu in his home.', False)
('The military leader is living with a eukaryote.', 'The military leader has a shiba inu in his home.', False)
('The museum assistant is living with a animal.', 'The museum assistant has a shiba inu in his home.', False)
('The training advisor is living with a dog.', 'The training advisor has a shiba inu in his home.', False)
('The merchant banker is living with a lifeform.', 'The merchant banker has a shih tzu in his home.', False)
('The surgeon is living with a eukaryote.', 'The surgeon has a shih tzu in his home.', False)
('The airport manager is living with a animal.', 'The airport manager has a shih tzu in his home.', False)
('The green keeper is living with a dog.', 'The green keeper has a shih tzu in his home.', False)
('The log merchant is living with a lifeform.', 'The log merchant has a siberian husky in his home.', False)
('The military leader is living with a eukaryote.', 'The military leader has a siberian husky in his home.', False)
('The maintenance fitter is living with a animal.', 'The maintenance fitter has a siberian husky in his home.', False)
('The pasteuriser is living with a dog.', 'The pasteuriser has a siberian husky in his home.', False)
('The circus proprietor is living with a lifeform.', 'The circus proprietor has a silky terrier in his home.', False)
('The printer is living with a eukaryote.', 'The printer has a silky terrier in his home.', False)
('The grocer is living with a animal.', 'The grocer has a silky terrier in his home.', False)
('The tacker is living with a dog.', 'The tacker has a silky terrier in his home.', False)
('The systems manager is living with a lifeform.', 'The systems manager has a skye terrier in his home.', False)
('The meteorologist is living with a eukaryote.', 'The meteorologist has a skye terrier in his home.', False)
('The stage hand is living with a animal.', 'The stage hand has a skye terrier in his home.', False)
('The chauffeur is living with a dog.', 'The chauffeur has a skye terrier in his home.', False)
('The book-keeper is living with a lifeform.', 'The book-keeper has a sloughi in his home.', False)
('The garage manager is living with a eukaryote.', 'The garage manager has a sloughi in his home.', False)
('The area manager is living with a animal.', 'The area manager has a sloughi in his home.', False)
('The video artist is living with a dog.', 'The video artist has a sloughi in his home.', False)
('The midwife is living with a lifeform.', 'The midwife has a spinone italiano in his home.', False)
('The sales representative is living with a eukaryote.', 'The sales representative has a spinone italiano in his home.', False)
('The training assistant is living with a animal.', 'The training assistant has a spinone italiano in his home.', False)
('The revenue officer is living with a dog.', 'The revenue officer has a spinone italiano in his home.', False)
('The typewriter engineer is living with a lifeform.', 'The typewriter engineer has a sussex spaniel in his home.', False)
('The motor mechanic is living with a eukaryote.', 'The motor mechanic has a sussex spaniel in his home.', False)
('The technical director is living with a animal.', 'The technical director has a sussex spaniel in his home.', False)
('The gate keeper is living with a dog.', 'The gate keeper has a sussex spaniel in his home.', False)
('The portfolio manager is living with a lifeform.', 'The portfolio manager has a swedish vallhund in his home.', False)
('The licensed premises is living with a eukaryote.', 'The licensed premises has a swedish vallhund in his home.', False)
('The special constable is living with a animal.', 'The special constable has a swedish vallhund in his home.', False)
('The resin caster is living with a dog.', 'The resin caster has a swedish vallhund in his home.', False)
('The technician is living with a lifeform.', 'The technician has a tibetan mastiff in his home.', False)
('The buyer is living with a eukaryote.', 'The buyer has a tibetan mastiff in his home.', False)
('The remedial therapist is living with a animal.', 'The remedial therapist has a tibetan mastiff in his home.', False)
('The nursery nurse is living with a dog.', 'The nursery nurse has a tibetan mastiff in his home.', False)
('The chiropodist is living with a lifeform.', 'The chiropodist has a tibetan spaniel in his home.', False)
('The bus company is living with a eukaryote.', 'The bus company has a tibetan spaniel in his home.', False)
('The retired is living with a animal.', 'The retired has a tibetan spaniel in his home.', False)
('The pattern maker is living with a dog.', 'The pattern maker has a tibetan spaniel in his home.', False)
('The television producer is living with a lifeform.', 'The television producer has a tibetan terrier in his home.', False)
('The funeral director is living with a eukaryote.', 'The funeral director has a tibetan terrier in his home.', False)
('The parts manager is living with a animal.', 'The parts manager has a tibetan terrier in his home.', False)
('The ice cream vendor is living with a dog.', 'The ice cream vendor has a tibetan terrier in his home.', False)
('The blinds installer is living with a lifeform.', 'The blinds installer has a toy fox terrier in his home.', False)
('The tachograph analyst is living with a eukaryote.', 'The tachograph analyst has a toy fox terrier in his home.', False)
('The graphologist is living with a animal.', 'The graphologist has a toy fox terrier in his home.', False)
('The tiler is living with a dog.', 'The tiler has a toy fox terrier in his home.', False)
('The barmaid is living with a lifeform.', 'The barmaid has a vizsla in his home.', False)
('The premises security is living with a eukaryote.', 'The premises security has a vizsla in his home.', False)
('The research scientist is living with a animal.', 'The research scientist has a vizsla in his home.', False)
('The cargo operator is living with a dog.', 'The cargo operator has a vizsla in his home.', False)
('The pathologist is living with a lifeform.', 'The pathologist has a weimaraner in his home.', False)
('The postman is living with a eukaryote.', 'The postman has a weimaraner in his home.', False)
('The pig man is living with a animal.', 'The pig man has a weimaraner in his home.', False)
('The sales administrator is living with a dog.', 'The sales administrator has a weimaraner in his home.', False)
('The physicist is living with a lifeform.', 'The physicist has a welsh terrier in his home.', False)
('The hostess is living with a eukaryote.', 'The hostess has a welsh terrier in his home.', False)
('The technical advisor is living with a animal.', 'The technical advisor has a welsh terrier in his home.', False)
('The systems engineer is living with a dog.', 'The systems engineer has a welsh terrier in his home.', False)
('The aircraft surface finisher is living with a lifeform.', 'The aircraft surface finisher has a whippet in his home.', False)
('The hearing therapist is living with a eukaryote.', 'The hearing therapist has a whippet in his home.', False)
('The textile consultant is living with a animal.', 'The textile consultant has a whippet in his home.', False)
('The repairer is living with a dog.', 'The repairer has a whippet in his home.', False)
('The anthropologist is living with a lifeform.', 'The anthropologist has a wire fox terrier in his home.', False)
('The warden is living with a eukaryote.', 'The warden has a wire fox terrier in his home.', False)
('The hosiery worker is living with a animal.', 'The hosiery worker has a wire fox terrier in his home.', False)
('The trade union official is living with a dog.', 'The trade union official has a wire fox terrier in his home.', False)
('The training advisor is living with a lifeform.', 'The training advisor has a xoloitzcuintli in his home.', False)
('The public relations of?cer is living with a eukaryote.', 'The public relations of?cer has a xoloitzcuintli in his home.', False)
('The production planner is living with a animal.', 'The production planner has a xoloitzcuintli in his home.', False)
('The airport manager is living with a dog.', 'The airport manager has a xoloitzcuintli in his home.', False)
('The restaurant manager is living with a lifeform.', 'The restaurant manager has a dogfish in his home.', False)
('The windscreen fitter is living with a eukaryote.', 'The windscreen fitter has a dogfish in his home.', False)
('The merchant seaman is living with a animal.', 'The merchant seaman has a dogfish in his home.', False)
('The sales support is living with a lifeform.', 'The sales support has a dolphin in his home.', False)
('The planning technician is living with a eukaryote.', 'The planning technician has a dolphin in his home.', False)
('The footballer is living with a animal.', 'The footballer has a dolphin in his home.', False)
('The spring maker is living with a lifeform.', 'The spring maker has a dotterel in his home.', False)
('The training co-ordinator is living with a eukaryote.', 'The training co-ordinator has a dotterel in his home.', False)
('The administration assistant is living with a animal.', 'The administration assistant has a dotterel in his home.', False)
('The travel courier is living with a lifeform.', 'The travel courier has a dove in his home.', False)
('The sand blaster is living with a eukaryote.', 'The sand blaster has a dove in his home.', False)
('The lawyer is living with a animal.', 'The lawyer has a dove in his home.', False)
('The psychologist is living with a lifeform.', 'The psychologist has a dragonfly in his home.', False)
('The street trader is living with a eukaryote.', 'The street trader has a dragonfly in his home.', False)
('The gilder is living with a animal.', 'The gilder has a dragonfly in his home.', False)
('The student is living with a lifeform.', 'The student has a duck in his home.', False)
('The armourer is living with a eukaryote.', 'The armourer has a duck in his home.', False)
('The classroom aide is living with a animal.', 'The classroom aide has a duck in his home.', False)
('The roadworker is living with a lifeform.', 'The roadworker has a dugong in his home.', False)
('The councillor is living with a eukaryote.', 'The councillor has a dugong in his home.', False)
('The chambermaid is living with a animal.', 'The chambermaid has a dugong in his home.', False)
('The potter is living with a lifeform.', 'The potter has a dunlin in his home.', False)
('The building surveyor is living with a eukaryote.', 'The building surveyor has a dunlin in his home.', False)
('The sales manager is living with a animal.', 'The sales manager has a dunlin in his home.', False)
('The plater is living with a lifeform.', 'The plater has a eagle in his home.', False)
('The bingo caller is living with a eukaryote.', 'The bingo caller has a eagle in his home.', False)
('The book seller is living with a animal.', 'The book seller has a eagle in his home.', False)
('The mineralologist is living with a lifeform.', 'The mineralologist has a echidna in his home.', False)
('The lawn mower is living with a eukaryote.', 'The lawn mower has a echidna in his home.', False)
('The maintenance fitter is living with a animal.', 'The maintenance fitter has a echidna in his home.', False)
('The hospital worker is living with a lifeform.', 'The hospital worker has a eel in his home.', False)
('The upholsterer is living with a eukaryote.', 'The upholsterer has a eel in his home.', False)
('The accountant is living with a animal.', 'The accountant has a eel in his home.', False)
('The precision engineer is living with a lifeform.', 'The precision engineer has a eland in his home.', False)
('The philatelist is living with a eukaryote.', 'The philatelist has a eland in his home.', False)
('The carpet cleaner is living with a animal.', 'The carpet cleaner has a eland in his home.', False)
('The psychoanalyst is living with a lifeform.', 'The psychoanalyst has a elephant in his home.', False)
('The insurance assessor is living with a eukaryote.', 'The insurance assessor has a elephant in his home.', False)
('The advertising assistant is living with a animal.', 'The advertising assistant has a elephant in his home.', False)
('The pipe fitter is living with a lifeform.', 'The pipe fitter has a elk in his home.', False)
('The picture editor is living with a eukaryote.', 'The picture editor has a elk in his home.', False)
('The careers officer is living with a animal.', 'The careers officer has a elk in his home.', False)
('The statistician is living with a lifeform.', 'The statistician has a emu in his home.', False)
('The property developer is living with a eukaryote.', 'The property developer has a emu in his home.', False)
('The tax inspector is living with a animal.', 'The tax inspector has a emu in his home.', False)
('The machine minder is living with a lifeform.', 'The machine minder has a falcon in his home.', False)
('The chartered is living with a eukaryote.', 'The chartered has a falcon in his home.', False)
('The loss adjustor is living with a animal.', 'The loss adjustor has a falcon in his home.', False)
('The playgroup leader is living with a lifeform.', 'The playgroup leader has a ferret in his home.', False)
('The acoustic engineer is living with a eukaryote.', 'The acoustic engineer has a ferret in his home.', False)
('The glazier is living with a animal.', 'The glazier has a ferret in his home.', False)
('The parts man is living with a lifeform.', 'The parts man has a finch in his home.', False)
('The physicist is living with a eukaryote.', 'The physicist has a finch in his home.', False)
('The premises security is living with a animal.', 'The premises security has a finch in his home.', False)
('The almoner is living with a lifeform.', 'The almoner has a fish in his home.', False)
('The veterinary surgeon is living with a eukaryote.', 'The veterinary surgeon has a fish in his home.', False)
('The quantity surveyor is living with a animal.', 'The quantity surveyor has a fish in his home.', False)
('The radio producer is living with a lifeform.', 'The radio producer has a flamingo in his home.', False)
('The cartographer is living with a eukaryote.', 'The cartographer has a flamingo in his home.', False)
('The chambermaid is living with a animal.', 'The chambermaid has a flamingo in his home.', False)
('The special needs is living with a lifeform.', 'The special needs has a fly in his home.', False)
('The hospital technician is living with a eukaryote.', 'The hospital technician has a fly in his home.', False)
('The nurse is living with a animal.', 'The nurse has a fly in his home.', False)
('The stocktaker is living with a lifeform.', 'The stocktaker has a fox in his home.', False)
('The lecturer is living with a eukaryote.', 'The lecturer has a fox in his home.', False)
('The road safety officer is living with a animal.', 'The road safety officer has a fox in his home.', False)
('The valuer is living with a lifeform.', 'The valuer has a frog in his home.', False)
('The building foreman is living with a eukaryote.', 'The building foreman has a frog in his home.', False)
('The millwright is living with a animal.', 'The millwright has a frog in his home.', False)
('The insurance inspector is living with a lifeform.', 'The insurance inspector has a gaur in his home.', False)
('The outreach worker is living with a eukaryote.', 'The outreach worker has a gaur in his home.', False)
('The marine electrician is living with a animal.', 'The marine electrician has a gaur in his home.', False)
('The booking clerk is living with a lifeform.', 'The booking clerk has a gazelle in his home.', False)
('The pathologist is living with a eukaryote.', 'The pathologist has a gazelle in his home.', False)
('The lift engineer is living with a animal.', 'The lift engineer has a gazelle in his home.', False)
('The marine pilot is living with a lifeform.', 'The marine pilot has a gerbil in his home.', False)
