('neighborhoods are found in cities.', 'neighborhoods contain cities', True)
('Some trainee managers says desks consists of utensils.', 'trainee managers says desks are composed of utensils', True)
('Some training advisors says desks consists of utensils.', 'training advisors says desks are composed of utensils', True)
('Some training assistants says desks consists of utensils.', 'training assistants says desks are composed of utensils', True)
('Some training co-ordinators says desks consists of utensils.', 'training co-ordinators says desks are composed of utensils', True)
('Some training consultants says desks consists of utensils.', 'training consultants says desks are composed of utensils', True)
('Some training instructors says desks consists of utensils.', 'training instructors says desks are composed of utensils', True)
('Some training managers says desks consists of utensils.', 'training managers says desks are composed of utensils', True)
('Some training officers says desks consists of utensils.', 'training officers says desks are composed of utensils', True)
('Some transcribers says desks consists of utensils.', 'transcribers says desks are composed of utensils', True)
('Some translators says desks consists of utensils.', 'translators says desks are composed of utensils', True)
('Some transport clerks says desks consists of utensils.', 'transport clerks says desks are composed of utensils', True)
('Some transport consultants says desks consists of utensils.', 'transport consultants says desks are composed of utensils', True)
('Some transport controllers says desks consists of utensils.', 'transport controllers says desks are composed of utensils', True)
('Some transport engineers says desks consists of utensils.', 'transport engineers says desks are composed of utensils', True)
('Some transport managers says desks consists of utensils.', 'transport managers says desks are composed of utensils', True)
('Some transport officers says desks consists of utensils.', 'transport officers says desks are composed of utensils', True)
('Some transport planners says desks consists of utensils.', 'transport planners says desks are composed of utensils', True)
('Some travel agents says desks consists of utensils.', 'travel agents says desks are composed of utensils', True)
('Some travel clerks says desks consists of utensils.', 'travel clerks says desks are composed of utensils', True)
('Some travel consultants says desks consists of utensils.', 'travel consultants says desks are composed of utensils', True)
('Some travel couriers says desks consists of utensils.', 'travel couriers says desks are composed of utensils', True)
('Some travel guides says desks consists of utensils.', 'travel guides says desks are composed of utensils', True)
('Some travel guide writers says desks consists of utensils.', 'travel guide writers says desks are composed of utensils', True)
('Some travel representatives says desks consists of utensils.', 'travel representatives says desks are composed of utensils', True)
('Some travelling showmans says desks consists of utensils.', 'travelling showmans says desks are composed of utensils', True)
('Some treasurers says desks consists of utensils.', 'treasurers says desks are composed of utensils', True)
('Some tree fellers says desks consists of utensils.', 'tree fellers says desks are composed of utensils', True)
('Some tree surgeons says desks consists of utensils.', 'tree surgeons says desks are composed of utensils', True)
('Some trichologists says desks consists of utensils.', 'trichologists says desks are composed of utensils', True)
('Some trinity house pilots says desks consists of utensils.', 'trinity house pilots says desks are composed of utensils', True)
('Some trout farmers says desks consists of utensils.', 'trout farmers says desks are composed of utensils', True)
('Some tug skippers says desks consists of utensils.', 'tug skippers says desks are composed of utensils', True)
('Some tunnellers says desks consists of utensils.', 'tunnellers says desks are composed of utensils', True)
('Some turf accountants says desks consists of utensils.', 'turf accountants says desks are composed of utensils', True)
('Some turkey farmers says desks consists of utensils.', 'turkey farmers says desks are composed of utensils', True)
('Some turners says desks consists of utensils.', 'turners says desks are composed of utensils', True)
('Some tutors says desks consists of utensils.', 'tutors says desks are composed of utensils', True)
('Some typesetters says desks consists of utensils.', 'typesetters says desks are composed of utensils', True)
('Some typewriter engineers says desks consists of utensils.', 'typewriter engineers says desks are composed of utensils', True)
('Some typists says desks consists of utensils.', 'typists says desks are composed of utensils', True)
('Some tyre builders says desks consists of utensils.', 'tyre builders says desks are composed of utensils', True)
('Some tyre fitters says desks consists of utensils.', 'tyre fitters says desks are composed of utensils', True)
('Some tyre inspectors says desks consists of utensils.', 'tyre inspectors says desks are composed of utensils', True)
('Some tyre technicians says desks consists of utensils.', 'tyre technicians says desks are composed of utensils', True)
('Some undertakers says desks consists of utensils.', 'undertakers says desks are composed of utensils', True)
('Some underwriters says desks consists of utensils.', 'underwriters says desks are composed of utensils', True)
('Some upholsterers says desks consists of utensils.', 'upholsterers says desks are composed of utensils', True)
('Some valuers says desks consists of utensils.', 'valuers says desks are composed of utensils', True)
('Some valve technicians says desks consists of utensils.', 'valve technicians says desks are composed of utensils', True)
('Some van drivers says desks consists of utensils.', 'van drivers says desks are composed of utensils', True)
('Some vehicle assessors says desks consists of utensils.', 'vehicle assessors says desks are composed of utensils', True)
('Some vehicle body workers says desks consists of utensils.', 'vehicle body workers says desks are composed of utensils', True)
('Some vehicle engineers says desks consists of utensils.', 'vehicle engineers says desks are composed of utensils', True)
('Some vehicle technicians says desks consists of utensils.', 'vehicle technicians says desks are composed of utensils', True)
('Some ventriloquists says desks consists of utensils.', 'ventriloquists says desks are composed of utensils', True)
('Some vergers says desks consists of utensils.', 'vergers says desks are composed of utensils', True)
('Some veterinary surgeons says desks consists of utensils.', 'veterinary surgeons says desks are composed of utensils', True)
('Some vicars says desks consists of utensils.', 'vicars says desks are composed of utensils', True)
('Some video artists says desks consists of utensils.', 'video artists says desks are composed of utensils', True)
('Some violin makers says desks consists of utensils.', 'violin makers says desks are composed of utensils', True)
('Some violinists says desks consists of utensils.', 'violinists says desks are composed of utensils', True)
('Some voluntary workers says desks consists of utensils.', 'voluntary workers says desks are composed of utensils', True)
('Some wages clerks says desks consists of utensils.', 'wages clerks says desks are composed of utensils', True)
('Some waiters says desks consists of utensils.', 'waiters says desks are composed of utensils', True)
('Some waitresss says desks consists of utensils.', 'waitresss says desks are composed of utensils', True)
('Some wardens says desks consists of utensils.', 'wardens says desks are composed of utensils', True)
('Some warehouse managers says desks consists of utensils.', 'warehouse managers says desks are composed of utensils', True)
('Some warehousemans says desks consists of utensils.', 'warehousemans says desks are composed of utensils', True)
('Some warehousewomans says desks consists of utensils.', 'warehousewomans says desks are composed of utensils', True)
('Some watchmakers says desks consists of utensils.', 'watchmakers says desks are composed of utensils', True)
('Some weavers says desks consists of utensils.', 'weavers says desks are composed of utensils', True)
('Some weighbridge clerks says desks consists of utensils.', 'weighbridge clerks says desks are composed of utensils', True)
('Some weighbridge operators says desks consists of utensils.', 'weighbridge operators says desks are composed of utensils', True)
('Some welders says desks consists of utensils.', 'welders says desks are composed of utensils', True)
('Some welfare assistants says desks consists of utensils.', 'welfare assistants says desks are composed of utensils', True)
('Some welfare officers says desks consists of utensils.', 'welfare officers says desks are composed of utensils', True)
('Some welfare rights officers says desks consists of utensils.', 'welfare rights officers says desks are composed of utensils', True)
('Some wheel clampers says desks consists of utensils.', 'wheel clampers says desks are composed of utensils', True)
('Some wholesale newspapers says desks consists of utensils.', 'wholesale newspapers says desks are composed of utensils', True)
('Some window cleaners says desks consists of utensils.', 'window cleaners says desks are composed of utensils', True)
('Some window dressers says desks consists of utensils.', 'window dressers says desks are composed of utensils', True)
('Some windscreen fitters says desks consists of utensils.', 'windscreen fitters says desks are composed of utensils', True)
('Some wine merchants says desks consists of utensils.', 'wine merchants says desks are composed of utensils', True)
('Some wood carvers says desks consists of utensils.', 'wood carvers says desks are composed of utensils', True)
('Some wood cutters says desks consists of utensils.', 'wood cutters says desks are composed of utensils', True)
('Some wood workers says desks consists of utensils.', 'wood workers says desks are composed of utensils', True)
('Some word processing operators says desks consists of utensils.', 'word processing operators says desks are composed of utensils', True)
('Some works managers says desks consists of utensils.', 'works managers says desks are composed of utensils', True)
('Some writers says desks consists of utensils.', 'writers says desks are composed of utensils', True)
('Some yacht masters says desks consists of utensils.', 'yacht masters says desks are composed of utensils', True)
('Some yard managers says desks consists of utensils.', 'yard managers says desks are composed of utensils', True)
('Some youth hostel wardens says desks consists of utensils.', 'youth hostel wardens says desks are composed of utensils', True)
('Some youth workers says desks consists of utensils.', 'youth workers says desks are composed of utensils', True)
('Some zoo keepers says desks consists of utensils.', 'zoo keepers says desks are composed of utensils', True)
('Some zoo managers says desks consists of utensils.', 'zoo managers says desks are composed of utensils', True)
('Some zoologists says desks consists of utensils.', 'zoologists says desks are composed of utensils', True)
('Some aardvark found neighborhoods in cities.', 'neighborhoods were found in cities by the aardvark', True)
('Some albatross found neighborhoods in cities.', 'neighborhoods were found in cities by the albatross', True)
('Some alligator found neighborhoods in cities.', 'neighborhoods were found in cities by the alligator', True)
('Some alpaca found neighborhoods in cities.', 'neighborhoods were found in cities by the alpaca', True)
('Some ant found neighborhoods in cities.', 'neighborhoods were found in cities by the ant', True)
('Some anteater found neighborhoods in cities.', 'neighborhoods were found in cities by the anteater', True)
('Some antelope found neighborhoods in cities.', 'neighborhoods were found in cities by the antelope', True)
('Some ape found neighborhoods in cities.', 'neighborhoods were found in cities by the ape', True)
('Some armadillo found neighborhoods in cities.', 'neighborhoods were found in cities by the armadillo', True)
('Some donkey found neighborhoods in cities.', 'neighborhoods were found in cities by the donkey', True)
('Some baboon found neighborhoods in cities.', 'neighborhoods were found in cities by the baboon', True)
('Some badger found neighborhoods in cities.', 'neighborhoods were found in cities by the badger', True)
('Some barracuda found neighborhoods in cities.', 'neighborhoods were found in cities by the barracuda', True)
('Some bat found neighborhoods in cities.', 'neighborhoods were found in cities by the bat', True)
('Some bear found neighborhoods in cities.', 'neighborhoods were found in cities by the bear', True)
('Some beaver found neighborhoods in cities.', 'neighborhoods were found in cities by the beaver', True)
('Some bee found neighborhoods in cities.', 'neighborhoods were found in cities by the bee', True)
('Some bison found neighborhoods in cities.', 'neighborhoods were found in cities by the bison', True)
('Some boar found neighborhoods in cities.', 'neighborhoods were found in cities by the boar', True)
('Some buffalo found neighborhoods in cities.', 'neighborhoods were found in cities by the buffalo', True)
('Some butterfly found neighborhoods in cities.', 'neighborhoods were found in cities by the butterfly', True)
('Some camel found neighborhoods in cities.', 'neighborhoods were found in cities by the camel', True)
('Some capybara found neighborhoods in cities.', 'neighborhoods were found in cities by the capybara', True)
('Some caribou found neighborhoods in cities.', 'neighborhoods were found in cities by the caribou', True)
('Some cassowary found neighborhoods in cities.', 'neighborhoods were found in cities by the cassowary', True)
('Some cat found neighborhoods in cities.', 'neighborhoods were found in cities by the cat', True)
('Some caterpillar found neighborhoods in cities.', 'neighborhoods were found in cities by the caterpillar', True)
('Some cattle found neighborhoods in cities.', 'neighborhoods were found in cities by the cattle', True)
('Some chamois found neighborhoods in cities.', 'neighborhoods were found in cities by the chamois', True)
('Some cheetah found neighborhoods in cities.', 'neighborhoods were found in cities by the cheetah', True)
('Some chicken found neighborhoods in cities.', 'neighborhoods were found in cities by the chicken', True)
('Some chimpanzee found neighborhoods in cities.', 'neighborhoods were found in cities by the chimpanzee', True)
('Some chinchilla found neighborhoods in cities.', 'neighborhoods were found in cities by the chinchilla', True)
('Some chough found neighborhoods in cities.', 'neighborhoods were found in cities by the chough', True)
('Some clam found neighborhoods in cities.', 'neighborhoods were found in cities by the clam', True)
('Some cobra found neighborhoods in cities.', 'neighborhoods were found in cities by the cobra', True)
('Some cockroach found neighborhoods in cities.', 'neighborhoods were found in cities by the cockroach', True)
('Some cod found neighborhoods in cities.', 'neighborhoods were found in cities by the cod', True)
('Some cormorant found neighborhoods in cities.', 'neighborhoods were found in cities by the cormorant', True)
('Some coyote found neighborhoods in cities.', 'neighborhoods were found in cities by the coyote', True)
('Some crab found neighborhoods in cities.', 'neighborhoods were found in cities by the crab', True)
('Some crane found neighborhoods in cities.', 'neighborhoods were found in cities by the crane', True)
('Some crocodile found neighborhoods in cities.', 'neighborhoods were found in cities by the crocodile', True)
('Some crow found neighborhoods in cities.', 'neighborhoods were found in cities by the crow', True)
('Some curlew found neighborhoods in cities.', 'neighborhoods were found in cities by the curlew', True)
('Some deer found neighborhoods in cities.', 'neighborhoods were found in cities by the deer', True)
('Some dinosaur found neighborhoods in cities.', 'neighborhoods were found in cities by the dinosaur', True)
('Some dog found neighborhoods in cities.', 'neighborhoods were found in cities by the dog', True)
('Some dogfish found neighborhoods in cities.', 'neighborhoods were found in cities by the dogfish', True)
('Some dolphin found neighborhoods in cities.', 'neighborhoods were found in cities by the dolphin', True)
('Some dotterel found neighborhoods in cities.', 'neighborhoods were found in cities by the dotterel', True)
('Some dove found neighborhoods in cities.', 'neighborhoods were found in cities by the dove', True)
('Some dragonfly found neighborhoods in cities.', 'neighborhoods were found in cities by the dragonfly', True)
('Some duck found neighborhoods in cities.', 'neighborhoods were found in cities by the duck', True)
('Some dugong found neighborhoods in cities.', 'neighborhoods were found in cities by the dugong', True)
('Some dunlin found neighborhoods in cities.', 'neighborhoods were found in cities by the dunlin', True)
('Some eagle found neighborhoods in cities.', 'neighborhoods were found in cities by the eagle', True)
('Some echidna found neighborhoods in cities.', 'neighborhoods were found in cities by the echidna', True)
('Some eel found neighborhoods in cities.', 'neighborhoods were found in cities by the eel', True)
('Some eland found neighborhoods in cities.', 'neighborhoods were found in cities by the eland', True)
('Some elephant found neighborhoods in cities.', 'neighborhoods were found in cities by the elephant', True)
('Some elk found neighborhoods in cities.', 'neighborhoods were found in cities by the elk', True)
('Some emu found neighborhoods in cities.', 'neighborhoods were found in cities by the emu', True)
('Some falcon found neighborhoods in cities.', 'neighborhoods were found in cities by the falcon', True)
('Some ferret found neighborhoods in cities.', 'neighborhoods were found in cities by the ferret', True)
('Some finch found neighborhoods in cities.', 'neighborhoods were found in cities by the finch', True)
('Some fish found neighborhoods in cities.', 'neighborhoods were found in cities by the fish', True)
('Some flamingo found neighborhoods in cities.', 'neighborhoods were found in cities by the flamingo', True)
('Some fly found neighborhoods in cities.', 'neighborhoods were found in cities by the fly', True)
('Some fox found neighborhoods in cities.', 'neighborhoods were found in cities by the fox', True)
('Some frog found neighborhoods in cities.', 'neighborhoods were found in cities by the frog', True)
('Some gaur found neighborhoods in cities.', 'neighborhoods were found in cities by the gaur', True)
('Some gazelle found neighborhoods in cities.', 'neighborhoods were found in cities by the gazelle', True)
('Some gerbil found neighborhoods in cities.', 'neighborhoods were found in cities by the gerbil', True)
('Some giraffe found neighborhoods in cities.', 'neighborhoods were found in cities by the giraffe', True)
('Some gnat found neighborhoods in cities.', 'neighborhoods were found in cities by the gnat', True)
('Some gnu found neighborhoods in cities.', 'neighborhoods were found in cities by the gnu', True)
('Some goat found neighborhoods in cities.', 'neighborhoods were found in cities by the goat', True)
('Some goldfinch found neighborhoods in cities.', 'neighborhoods were found in cities by the goldfinch', True)
('Some goldfish found neighborhoods in cities.', 'neighborhoods were found in cities by the goldfish', True)
('Some goose found neighborhoods in cities.', 'neighborhoods were found in cities by the goose', True)
('Some gorilla found neighborhoods in cities.', 'neighborhoods were found in cities by the gorilla', True)
('Some goshawk found neighborhoods in cities.', 'neighborhoods were found in cities by the goshawk', True)
('Some grasshopper found neighborhoods in cities.', 'neighborhoods were found in cities by the grasshopper', True)
('Some grouse found neighborhoods in cities.', 'neighborhoods were found in cities by the grouse', True)
('Some guanaco found neighborhoods in cities.', 'neighborhoods were found in cities by the guanaco', True)
('Some gull found neighborhoods in cities.', 'neighborhoods were found in cities by the gull', True)
('Some hamster found neighborhoods in cities.', 'neighborhoods were found in cities by the hamster', True)
('Some hare found neighborhoods in cities.', 'neighborhoods were found in cities by the hare', True)
('Some hawk found neighborhoods in cities.', 'neighborhoods were found in cities by the hawk', True)
('Some hedgehog found neighborhoods in cities.', 'neighborhoods were found in cities by the hedgehog', True)
('Some heron found neighborhoods in cities.', 'neighborhoods were found in cities by the heron', True)
('Some herring found neighborhoods in cities.', 'neighborhoods were found in cities by the herring', True)
('Some hippopotamus found neighborhoods in cities.', 'neighborhoods were found in cities by the hippopotamus', True)
('Some hornet found neighborhoods in cities.', 'neighborhoods were found in cities by the hornet', True)
('Some horse found neighborhoods in cities.', 'neighborhoods were found in cities by the horse', True)
('Some human found neighborhoods in cities.', 'neighborhoods were found in cities by the human', True)
('Some hummingbird found neighborhoods in cities.', 'neighborhoods were found in cities by the hummingbird', True)
('Some hyena found neighborhoods in cities.', 'neighborhoods were found in cities by the hyena', True)
('Some ibex found neighborhoods in cities.', 'neighborhoods were found in cities by the ibex', True)
('Some ibis found neighborhoods in cities.', 'neighborhoods were found in cities by the ibis', True)
('Some jackal found neighborhoods in cities.', 'neighborhoods were found in cities by the jackal', True)
('Some jaguar found neighborhoods in cities.', 'neighborhoods were found in cities by the jaguar', True)
('Some jay found neighborhoods in cities.', 'neighborhoods were found in cities by the jay', True)
('Some jellyfish found neighborhoods in cities.', 'neighborhoods were found in cities by the jellyfish', True)
('Some kangaroo found neighborhoods in cities.', 'neighborhoods were found in cities by the kangaroo', True)
('Some kingfisher found neighborhoods in cities.', 'neighborhoods were found in cities by the kingfisher', True)
('Some koala found neighborhoods in cities.', 'neighborhoods were found in cities by the koala', True)
('Some kookabura found neighborhoods in cities.', 'neighborhoods were found in cities by the kookabura', True)
('Some kouprey found neighborhoods in cities.', 'neighborhoods were found in cities by the kouprey', True)
('Some kudu found neighborhoods in cities.', 'neighborhoods were found in cities by the kudu', True)
('Some lapwing found neighborhoods in cities.', 'neighborhoods were found in cities by the lapwing', True)
('Some lark found neighborhoods in cities.', 'neighborhoods were found in cities by the lark', True)
('Some lemur found neighborhoods in cities.', 'neighborhoods were found in cities by the lemur', True)
('Some leopard found neighborhoods in cities.', 'neighborhoods were found in cities by the leopard', True)
('Some lion found neighborhoods in cities.', 'neighborhoods were found in cities by the lion', True)
('Some llama found neighborhoods in cities.', 'neighborhoods were found in cities by the llama', True)
('Some lobster found neighborhoods in cities.', 'neighborhoods were found in cities by the lobster', True)
('Some locust found neighborhoods in cities.', 'neighborhoods were found in cities by the locust', True)
('Some loris found neighborhoods in cities.', 'neighborhoods were found in cities by the loris', True)
('Some louse found neighborhoods in cities.', 'neighborhoods were found in cities by the louse', True)
('Some lyrebird found neighborhoods in cities.', 'neighborhoods were found in cities by the lyrebird', True)
('Some magpie found neighborhoods in cities.', 'neighborhoods were found in cities by the magpie', True)
('Some mallard found neighborhoods in cities.', 'neighborhoods were found in cities by the mallard', True)
('Some manatee found neighborhoods in cities.', 'neighborhoods were found in cities by the manatee', True)
('Some mandrill found neighborhoods in cities.', 'neighborhoods were found in cities by the mandrill', True)
('Some mantis found neighborhoods in cities.', 'neighborhoods were found in cities by the mantis', True)
('Some marten found neighborhoods in cities.', 'neighborhoods were found in cities by the marten', True)
('Some meerkat found neighborhoods in cities.', 'neighborhoods were found in cities by the meerkat', True)
('Some mink found neighborhoods in cities.', 'neighborhoods were found in cities by the mink', True)
('Some mole found neighborhoods in cities.', 'neighborhoods were found in cities by the mole', True)
('Some mongoose found neighborhoods in cities.', 'neighborhoods were found in cities by the mongoose', True)
('Some monkey found neighborhoods in cities.', 'neighborhoods were found in cities by the monkey', True)
('Some moose found neighborhoods in cities.', 'neighborhoods were found in cities by the moose', True)
('Some mosquito found neighborhoods in cities.', 'neighborhoods were found in cities by the mosquito', True)
('Some mouse found neighborhoods in cities.', 'neighborhoods were found in cities by the mouse', True)
('Some mule found neighborhoods in cities.', 'neighborhoods were found in cities by the mule', True)
('Some narwhal found neighborhoods in cities.', 'neighborhoods were found in cities by the narwhal', True)
('Some newt found neighborhoods in cities.', 'neighborhoods were found in cities by the newt', True)
('Some nightingale found neighborhoods in cities.', 'neighborhoods were found in cities by the nightingale', True)
('Some octopus found neighborhoods in cities.', 'neighborhoods were found in cities by the octopus', True)
('Some okapi found neighborhoods in cities.', 'neighborhoods were found in cities by the okapi', True)
('Some opossum found neighborhoods in cities.', 'neighborhoods were found in cities by the opossum', True)
('Some oryx found neighborhoods in cities.', 'neighborhoods were found in cities by the oryx', True)
('Some ostrich found neighborhoods in cities.', 'neighborhoods were found in cities by the ostrich', True)
('Some otter found neighborhoods in cities.', 'neighborhoods were found in cities by the otter', True)
('Some owl found neighborhoods in cities.', 'neighborhoods were found in cities by the owl', True)
('Some oyster found neighborhoods in cities.', 'neighborhoods were found in cities by the oyster', True)
('Some panther found neighborhoods in cities.', 'neighborhoods were found in cities by the panther', True)
('Some parrot found neighborhoods in cities.', 'neighborhoods were found in cities by the parrot', True)
('Some partridge found neighborhoods in cities.', 'neighborhoods were found in cities by the partridge', True)
('Some peafowl found neighborhoods in cities.', 'neighborhoods were found in cities by the peafowl', True)
('Some pelican found neighborhoods in cities.', 'neighborhoods were found in cities by the pelican', True)
('Some penguin found neighborhoods in cities.', 'neighborhoods were found in cities by the penguin', True)
('Some pheasant found neighborhoods in cities.', 'neighborhoods were found in cities by the pheasant', True)
('Some pig found neighborhoods in cities.', 'neighborhoods were found in cities by the pig', True)
('Some pigeon found neighborhoods in cities.', 'neighborhoods were found in cities by the pigeon', True)
('Some pony found neighborhoods in cities.', 'neighborhoods were found in cities by the pony', True)
('Some porcupine found neighborhoods in cities.', 'neighborhoods were found in cities by the porcupine', True)
('Some porpoise found neighborhoods in cities.', 'neighborhoods were found in cities by the porpoise', True)
('Some quail found neighborhoods in cities.', 'neighborhoods were found in cities by the quail', True)
('Some quetzal found neighborhoods in cities.', 'neighborhoods were found in cities by the quetzal', True)
('Some rabbit found neighborhoods in cities.', 'neighborhoods were found in cities by the rabbit', True)
('Some raccoon found neighborhoods in cities.', 'neighborhoods were found in cities by the raccoon', True)
('Some rail found neighborhoods in cities.', 'neighborhoods were found in cities by the rail', True)
('Some ram found neighborhoods in cities.', 'neighborhoods were found in cities by the ram', True)
('Some rat found neighborhoods in cities.', 'neighborhoods were found in cities by the rat', True)
('Some raven found neighborhoods in cities.', 'neighborhoods were found in cities by the raven', True)
('Some red deer found neighborhoods in cities.', 'neighborhoods were found in cities by the red deer', True)
('Some red panda found neighborhoods in cities.', 'neighborhoods were found in cities by the red panda', True)
('Some reindeer found neighborhoods in cities.', 'neighborhoods were found in cities by the reindeer', True)
('Some rhinoceros found neighborhoods in cities.', 'neighborhoods were found in cities by the rhinoceros', True)
('Some rook found neighborhoods in cities.', 'neighborhoods were found in cities by the rook', True)
('Some salamander found neighborhoods in cities.', 'neighborhoods were found in cities by the salamander', True)
('Some salmon found neighborhoods in cities.', 'neighborhoods were found in cities by the salmon', True)
('Some sand dollar found neighborhoods in cities.', 'neighborhoods were found in cities by the sand dollar', True)
('Some sandpiper found neighborhoods in cities.', 'neighborhoods were found in cities by the sandpiper', True)
('Some sardine found neighborhoods in cities.', 'neighborhoods were found in cities by the sardine', True)
('Some scorpion found neighborhoods in cities.', 'neighborhoods were found in cities by the scorpion', True)
('Some seahorse found neighborhoods in cities.', 'neighborhoods were found in cities by the seahorse', True)
('Some seal found neighborhoods in cities.', 'neighborhoods were found in cities by the seal', True)
('Some shark found neighborhoods in cities.', 'neighborhoods were found in cities by the shark', True)
('Some sheep found neighborhoods in cities.', 'neighborhoods were found in cities by the sheep', True)
('Some shrew found neighborhoods in cities.', 'neighborhoods were found in cities by the shrew', True)
('Some skunk found neighborhoods in cities.', 'neighborhoods were found in cities by the skunk', True)
('Some snail found neighborhoods in cities.', 'neighborhoods were found in cities by the snail', True)
('Some snake found neighborhoods in cities.', 'neighborhoods were found in cities by the snake', True)
('Some sparrow found neighborhoods in cities.', 'neighborhoods were found in cities by the sparrow', True)
('Some spider found neighborhoods in cities.', 'neighborhoods were found in cities by the spider', True)
('Some squid found neighborhoods in cities.', 'neighborhoods were found in cities by the squid', True)
('Some squirrel found neighborhoods in cities.', 'neighborhoods were found in cities by the squirrel', True)
('Some starling found neighborhoods in cities.', 'neighborhoods were found in cities by the starling', True)
('Some stingray found neighborhoods in cities.', 'neighborhoods were found in cities by the stingray', True)
('Some stinkbug found neighborhoods in cities.', 'neighborhoods were found in cities by the stinkbug', True)
('Some stork found neighborhoods in cities.', 'neighborhoods were found in cities by the stork', True)
('Some swallow found neighborhoods in cities.', 'neighborhoods were found in cities by the swallow', True)
('Some swan found neighborhoods in cities.', 'neighborhoods were found in cities by the swan', True)
('Some tapir found neighborhoods in cities.', 'neighborhoods were found in cities by the tapir', True)
('Some tarsier found neighborhoods in cities.', 'neighborhoods were found in cities by the tarsier', True)
('Some termite found neighborhoods in cities.', 'neighborhoods were found in cities by the termite', True)
('Some tiger found neighborhoods in cities.', 'neighborhoods were found in cities by the tiger', True)
('Some toad found neighborhoods in cities.', 'neighborhoods were found in cities by the toad', True)
('Some trout found neighborhoods in cities.', 'neighborhoods were found in cities by the trout', True)
('Some turkey found neighborhoods in cities.', 'neighborhoods were found in cities by the turkey', True)
('Some turtle found neighborhoods in cities.', 'neighborhoods were found in cities by the turtle', True)
('Some viper found neighborhoods in cities.', 'neighborhoods were found in cities by the viper', True)
('Some vulture found neighborhoods in cities.', 'neighborhoods were found in cities by the vulture', True)
('Some wallaby found neighborhoods in cities.', 'neighborhoods were found in cities by the wallaby', True)
('Some walrus found neighborhoods in cities.', 'neighborhoods were found in cities by the walrus', True)
('Some wasp found neighborhoods in cities.', 'neighborhoods were found in cities by the wasp', True)
('Some weasel found neighborhoods in cities.', 'neighborhoods were found in cities by the weasel', True)
('Some whale found neighborhoods in cities.', 'neighborhoods were found in cities by the whale', True)
('Some wildcat found neighborhoods in cities.', 'neighborhoods were found in cities by the wildcat', True)
('Some wolf found neighborhoods in cities.', 'neighborhoods were found in cities by the wolf', True)
('Some wolverine found neighborhoods in cities.', 'neighborhoods were found in cities by the wolverine', True)
('Some wombat found neighborhoods in cities.', 'neighborhoods were found in cities by the wombat', True)
('Some woodcock found neighborhoods in cities.', 'neighborhoods were found in cities by the woodcock', True)
('Some woodpecker found neighborhoods in cities.', 'neighborhoods were found in cities by the woodpecker', True)
('Some worm found neighborhoods in cities.', 'neighborhoods were found in cities by the worm', True)
('Some wren found neighborhoods in cities.', 'neighborhoods were found in cities by the wren', True)
('Some yak found neighborhoods in cities.', 'neighborhoods were found in cities by the yak', True)
('Some zebra found neighborhoods in cities.', 'neighborhoods were found in cities by the zebra', True)
('Some aardvark found apartments in cities.', 'apartments were found in cities by the aardvark', True)
('Some albatross found apartments in cities.', 'apartments were found in cities by the albatross', True)
('Some alligator found apartments in cities.', 'apartments were found in cities by the alligator', True)
('Some alpaca found apartments in cities.', 'apartments were found in cities by the alpaca', True)
('Some ant found apartments in cities.', 'apartments were found in cities by the ant', True)
('Some anteater found apartments in cities.', 'apartments were found in cities by the anteater', True)
('Some antelope found apartments in cities.', 'apartments were found in cities by the antelope', True)
('Some ape found apartments in cities.', 'apartments were found in cities by the ape', True)
('Some armadillo found apartments in cities.', 'apartments were found in cities by the armadillo', True)
('Some donkey found apartments in cities.', 'apartments were found in cities by the donkey', True)
('Some baboon found apartments in cities.', 'apartments were found in cities by the baboon', True)
('Some badger found apartments in cities.', 'apartments were found in cities by the badger', True)
('Some barracuda found apartments in cities.', 'apartments were found in cities by the barracuda', True)
('Some bat found apartments in cities.', 'apartments were found in cities by the bat', True)
('Some bear found apartments in cities.', 'apartments were found in cities by the bear', True)
('Some beaver found apartments in cities.', 'apartments were found in cities by the beaver', True)
('Some bee found apartments in cities.', 'apartments were found in cities by the bee', True)
('Some bison found apartments in cities.', 'apartments were found in cities by the bison', True)
('Some boar found apartments in cities.', 'apartments were found in cities by the boar', True)
('Some buffalo found apartments in cities.', 'apartments were found in cities by the buffalo', True)
('Some butterfly found apartments in cities.', 'apartments were found in cities by the butterfly', True)
('Some camel found apartments in cities.', 'apartments were found in cities by the camel', True)
('Some capybara found apartments in cities.', 'apartments were found in cities by the capybara', True)
('Some caribou found apartments in cities.', 'apartments were found in cities by the caribou', True)
('Some cassowary found apartments in cities.', 'apartments were found in cities by the cassowary', True)
('Some cat found apartments in cities.', 'apartments were found in cities by the cat', True)
('Some caterpillar found apartments in cities.', 'apartments were found in cities by the caterpillar', True)
('Some cattle found apartments in cities.', 'apartments were found in cities by the cattle', True)
('Some chamois found apartments in cities.', 'apartments were found in cities by the chamois', True)
('Some cheetah found apartments in cities.', 'apartments were found in cities by the cheetah', True)
('Some chicken found apartments in cities.', 'apartments were found in cities by the chicken', True)
('Some chimpanzee found apartments in cities.', 'apartments were found in cities by the chimpanzee', True)
('Some chinchilla found apartments in cities.', 'apartments were found in cities by the chinchilla', True)
('Some chough found apartments in cities.', 'apartments were found in cities by the chough', True)
('Some clam found apartments in cities.', 'apartments were found in cities by the clam', True)
('Some cobra found apartments in cities.', 'apartments were found in cities by the cobra', True)
