('A automobile is a vehicle.', 'A automobile is a vehicle.', True)
('There is a giant schnauzer in paris.', 'There is a lifeform in paris.', True)
('There is a giant schnauzer in paris.', 'There is a eukaryote in paris.', True)
('There is a giant schnauzer in san francisco.', 'There is a animal in san francisco.', True)
('There is a giant schnauzer in new york.', 'There is a dog in new york.', True)
('There is a golden retriever in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a golden retriever in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a golden retriever in hong kong.', 'There is a animal in hong kong.', True)
('There is a golden retriever in london.', 'There is a dog in london.', True)
('There is a gordon setter in michigan.', 'There is a lifeform in michigan.', True)
('There is a gordon setter in indiana.', 'There is a eukaryote in indiana.', True)
('There is a gordon setter in san francisco.', 'There is a animal in san francisco.', True)
('There is a gordon setter in paris.', 'There is a dog in paris.', True)
('There is a great dane in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a great dane in michigan.', 'There is a eukaryote in michigan.', True)
('There is a great dane in michigan.', 'There is a animal in michigan.', True)
('There is a great dane in michigan.', 'There is a dog in michigan.', True)
('There is a great pyrenees in indiana.', 'There is a lifeform in indiana.', True)
('There is a great pyrenees in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a great pyrenees in london.', 'There is a animal in london.', True)
('There is a great pyrenees in new york.', 'There is a dog in new york.', True)
('There is a greyhound in london.', 'There is a lifeform in london.', True)
('There is a greyhound in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a greyhound in michigan.', 'There is a animal in michigan.', True)
('There is a greyhound in hong kong.', 'There is a dog in hong kong.', True)
('There is a harrier in indiana.', 'There is a lifeform in indiana.', True)
('There is a harrier in new york.', 'There is a eukaryote in new york.', True)
('There is a harrier in michigan.', 'There is a animal in michigan.', True)
('There is a harrier in san francisco.', 'There is a dog in san francisco.', True)
('There is a havanese in paris.', 'There is a lifeform in paris.', True)
('There is a havanese in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a havanese in hong kong.', 'There is a animal in hong kong.', True)
('There is a havanese in indiana.', 'There is a dog in indiana.', True)
('There is a ibizan hound in indiana.', 'There is a lifeform in indiana.', True)
('There is a ibizan hound in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a ibizan hound in new york.', 'There is a animal in new york.', True)
('There is a ibizan hound in london.', 'There is a dog in london.', True)
('There is a irish setter in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a irish setter in new york.', 'There is a eukaryote in new york.', True)
('There is a irish setter in michigan.', 'There is a animal in michigan.', True)
('There is a irish setter in new york.', 'There is a dog in new york.', True)
('There is a irish terrier in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a irish terrier in indiana.', 'There is a eukaryote in indiana.', True)
('There is a irish terrier in purdue university.', 'There is a animal in purdue university.', True)
('There is a irish terrier in new york.', 'There is a dog in new york.', True)
('There is a irish wolfhound in chicago.', 'There is a lifeform in chicago.', True)
('There is a irish wolfhound in indiana.', 'There is a eukaryote in indiana.', True)
('There is a irish wolfhound in hong kong.', 'There is a animal in hong kong.', True)
('There is a irish wolfhound in michigan.', 'There is a dog in michigan.', True)
('There is a japanese chin in paris.', 'There is a lifeform in paris.', True)
('There is a japanese chin in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a japanese chin in paris.', 'There is a animal in paris.', True)
('There is a japanese chin in new york.', 'There is a dog in new york.', True)
('There is a keeshond in london.', 'There is a lifeform in london.', True)
('There is a keeshond in paris.', 'There is a eukaryote in paris.', True)
('There is a keeshond in san francisco.', 'There is a animal in san francisco.', True)
('There is a keeshond in san francisco.', 'There is a dog in san francisco.', True)
('There is a komondor in london.', 'There is a lifeform in london.', True)
('There is a komondor in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a komondor in london.', 'There is a animal in london.', True)
('There is a komondor in london.', 'There is a dog in london.', True)
('There is a kuvasz in indiana.', 'There is a lifeform in indiana.', True)
('There is a kuvasz in paris.', 'There is a eukaryote in paris.', True)
('There is a kuvasz in san francisco.', 'There is a animal in san francisco.', True)
('There is a kuvasz in paris.', 'There is a dog in paris.', True)
('There is a lakeland terrier in paris.', 'There is a lifeform in paris.', True)
('There is a lakeland terrier in london.', 'There is a eukaryote in london.', True)
('There is a lakeland terrier in hong kong.', 'There is a animal in hong kong.', True)
('There is a lakeland terrier in paris.', 'There is a dog in paris.', True)
('There is a leonberger in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a leonberger in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a leonberger in san francisco.', 'There is a animal in san francisco.', True)
('There is a leonberger in paris.', 'There is a dog in paris.', True)
('There is a lhasa apso in paris.', 'There is a lifeform in paris.', True)
('There is a lhasa apso in michigan.', 'There is a eukaryote in michigan.', True)
('There is a lhasa apso in paris.', 'There is a animal in paris.', True)
('There is a lhasa apso in michigan.', 'There is a dog in michigan.', True)
('There is a l_wchen in chicago.', 'There is a lifeform in chicago.', True)
('There is a l_wchen in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a l_wchen in indiana.', 'There is a animal in indiana.', True)
('There is a l_wchen in san francisco.', 'There is a dog in san francisco.', True)
('There is a maltese in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a maltese in london.', 'There is a eukaryote in london.', True)
('There is a maltese in new york.', 'There is a animal in new york.', True)
('There is a maltese in san francisco.', 'There is a dog in san francisco.', True)
('There is a mastiff in chicago.', 'There is a lifeform in chicago.', True)
('There is a mastiff in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a mastiff in michigan.', 'There is a animal in michigan.', True)
('There is a mastiff in chicago.', 'There is a dog in chicago.', True)
('There is a newfoundland in london.', 'There is a lifeform in london.', True)
('There is a newfoundland in paris.', 'There is a eukaryote in paris.', True)
('There is a newfoundland in san francisco.', 'There is a animal in san francisco.', True)
('There is a newfoundland in paris.', 'There is a dog in paris.', True)
('There is a norfolk terrier in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a norfolk terrier in london.', 'There is a eukaryote in london.', True)
('There is a norfolk terrier in michigan.', 'There is a animal in michigan.', True)
('There is a norfolk terrier in san francisco.', 'There is a dog in san francisco.', True)
('There is a norwegian buhund in paris.', 'There is a lifeform in paris.', True)
('There is a norwegian buhund in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a norwegian buhund in michigan.', 'There is a animal in michigan.', True)
('There is a norwegian buhund in london.', 'There is a dog in london.', True)
('There is a norwich terrier in paris.', 'There is a lifeform in paris.', True)
('There is a norwich terrier in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a norwich terrier in purdue university.', 'There is a animal in purdue university.', True)
('There is a norwich terrier in hong kong.', 'There is a dog in hong kong.', True)
('There is a otterhound in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a otterhound in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a otterhound in hong kong.', 'There is a animal in hong kong.', True)
('There is a otterhound in purdue university.', 'There is a dog in purdue university.', True)
('There is a papillon in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a papillon in paris.', 'There is a eukaryote in paris.', True)
('There is a papillon in paris.', 'There is a animal in paris.', True)
('There is a papillon in london.', 'There is a dog in london.', True)
('There is a pekingese in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a pekingese in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a pekingese in indiana.', 'There is a animal in indiana.', True)
('There is a pekingese in san francisco.', 'There is a dog in san francisco.', True)
('There is a pharaoh hound in indiana.', 'There is a lifeform in indiana.', True)
('There is a pharaoh hound in chicago.', 'There is a eukaryote in chicago.', True)
('There is a pharaoh hound in indiana.', 'There is a animal in indiana.', True)
('There is a pharaoh hound in new york.', 'There is a dog in new york.', True)
('There is a plott in london.', 'There is a lifeform in london.', True)
('There is a plott in paris.', 'There is a eukaryote in paris.', True)
('There is a plott in new york.', 'There is a animal in new york.', True)
('There is a plott in michigan.', 'There is a dog in michigan.', True)
('There is a pointer in indiana.', 'There is a lifeform in indiana.', True)
('There is a pointer in london.', 'There is a eukaryote in london.', True)
('There is a pointer in new york.', 'There is a animal in new york.', True)
('There is a pointer in london.', 'There is a dog in london.', True)
('There is a pomeranian in new york.', 'There is a lifeform in new york.', True)
('There is a pomeranian in london.', 'There is a eukaryote in london.', True)
('There is a pomeranian in hong kong.', 'There is a animal in hong kong.', True)
('There is a pomeranian in michigan.', 'There is a dog in michigan.', True)
('There is a standard poodle in new york.', 'There is a lifeform in new york.', True)
('There is a standard poodle in new york.', 'There is a eukaryote in new york.', True)
('There is a standard poodle in chicago.', 'There is a animal in chicago.', True)
('There is a standard poodle in purdue university.', 'There is a dog in purdue university.', True)
('There is a miniature poodle in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a miniature poodle in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a miniature poodle in new york.', 'There is a animal in new york.', True)
('There is a miniature poodle in michigan.', 'There is a dog in michigan.', True)
('There is a toy poodle in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a toy poodle in new york.', 'There is a eukaryote in new york.', True)
('There is a toy poodle in london.', 'There is a animal in london.', True)
('There is a toy poodle in purdue university.', 'There is a dog in purdue university.', True)
('There is a pug in michigan.', 'There is a lifeform in michigan.', True)
('There is a pug in michigan.', 'There is a eukaryote in michigan.', True)
('There is a pug in michigan.', 'There is a animal in michigan.', True)
('There is a pug in hong kong.', 'There is a dog in hong kong.', True)
('There is a puli in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a puli in paris.', 'There is a eukaryote in paris.', True)
('There is a puli in new york.', 'There is a animal in new york.', True)
('There is a puli in paris.', 'There is a dog in paris.', True)
('There is a rat terrier in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a rat terrier in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a rat terrier in hong kong.', 'There is a animal in hong kong.', True)
('There is a rat terrier in paris.', 'There is a dog in paris.', True)
('There is a rottweiler in michigan.', 'There is a lifeform in michigan.', True)
('There is a rottweiler in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a rottweiler in hong kong.', 'There is a animal in hong kong.', True)
('There is a rottweiler in london.', 'There is a dog in london.', True)
('There is a russell terrier in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a russell terrier in london.', 'There is a eukaryote in london.', True)
('There is a russell terrier in paris.', 'There is a animal in paris.', True)
('There is a russell terrier in new york.', 'There is a dog in new york.', True)
('There is a st. bernard in indiana.', 'There is a lifeform in indiana.', True)
('There is a st. bernard in paris.', 'There is a eukaryote in paris.', True)
('There is a st. bernard in michigan.', 'There is a animal in michigan.', True)
('There is a st. bernard in london.', 'There is a dog in london.', True)
('There is a saluki in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a saluki in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a saluki in indiana.', 'There is a animal in indiana.', True)
('There is a saluki in chicago.', 'There is a dog in chicago.', True)
('There is a samoyed in london.', 'There is a lifeform in london.', True)
('There is a samoyed in chicago.', 'There is a eukaryote in chicago.', True)
('There is a samoyed in new york.', 'There is a animal in new york.', True)
('There is a samoyed in london.', 'There is a dog in london.', True)
('There is a schipperke in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a schipperke in london.', 'There is a eukaryote in london.', True)
('There is a schipperke in paris.', 'There is a animal in paris.', True)
('There is a schipperke in purdue university.', 'There is a dog in purdue university.', True)
('There is a scottish terrier in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a scottish terrier in london.', 'There is a eukaryote in london.', True)
('There is a scottish terrier in michigan.', 'There is a animal in michigan.', True)
('There is a scottish terrier in new york.', 'There is a dog in new york.', True)
('There is a sealyham terrier in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a sealyham terrier in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a sealyham terrier in indiana.', 'There is a animal in indiana.', True)
('There is a sealyham terrier in new york.', 'There is a dog in new york.', True)
('There is a shiba inu in london.', 'There is a lifeform in london.', True)
('There is a shiba inu in chicago.', 'There is a eukaryote in chicago.', True)
('There is a shiba inu in hong kong.', 'There is a animal in hong kong.', True)
('There is a shiba inu in chicago.', 'There is a dog in chicago.', True)
('There is a shih tzu in paris.', 'There is a lifeform in paris.', True)
('There is a shih tzu in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a shih tzu in hong kong.', 'There is a animal in hong kong.', True)
('There is a shih tzu in paris.', 'There is a dog in paris.', True)
('There is a siberian husky in london.', 'There is a lifeform in london.', True)
('There is a siberian husky in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a siberian husky in london.', 'There is a animal in london.', True)
('There is a siberian husky in michigan.', 'There is a dog in michigan.', True)
('There is a silky terrier in paris.', 'There is a lifeform in paris.', True)
('There is a silky terrier in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a silky terrier in london.', 'There is a animal in london.', True)
('There is a silky terrier in michigan.', 'There is a dog in michigan.', True)
('There is a skye terrier in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a skye terrier in michigan.', 'There is a eukaryote in michigan.', True)
('There is a skye terrier in purdue university.', 'There is a animal in purdue university.', True)
('There is a skye terrier in indiana.', 'There is a dog in indiana.', True)
('There is a sloughi in michigan.', 'There is a lifeform in michigan.', True)
('There is a sloughi in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a sloughi in new york.', 'There is a animal in new york.', True)
('There is a sloughi in indiana.', 'There is a dog in indiana.', True)
('There is a spinone italiano in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a spinone italiano in london.', 'There is a eukaryote in london.', True)
('There is a spinone italiano in purdue university.', 'There is a animal in purdue university.', True)
('There is a spinone italiano in san francisco.', 'There is a dog in san francisco.', True)
('There is a sussex spaniel in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a sussex spaniel in paris.', 'There is a eukaryote in paris.', True)
('There is a sussex spaniel in paris.', 'There is a animal in paris.', True)
('There is a sussex spaniel in new york.', 'There is a dog in new york.', True)
('There is a swedish vallhund in michigan.', 'There is a lifeform in michigan.', True)
('There is a swedish vallhund in indiana.', 'There is a eukaryote in indiana.', True)
('There is a swedish vallhund in hong kong.', 'There is a animal in hong kong.', True)
('There is a swedish vallhund in hong kong.', 'There is a dog in hong kong.', True)
('There is a tibetan mastiff in michigan.', 'There is a lifeform in michigan.', True)
('There is a tibetan mastiff in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a tibetan mastiff in paris.', 'There is a animal in paris.', True)
('There is a tibetan mastiff in new york.', 'There is a dog in new york.', True)
('There is a tibetan spaniel in london.', 'There is a lifeform in london.', True)
('There is a tibetan spaniel in paris.', 'There is a eukaryote in paris.', True)
('There is a tibetan spaniel in hong kong.', 'There is a animal in hong kong.', True)
('There is a tibetan spaniel in hong kong.', 'There is a dog in hong kong.', True)
('There is a tibetan terrier in indiana.', 'There is a lifeform in indiana.', True)
('There is a tibetan terrier in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a tibetan terrier in chicago.', 'There is a animal in chicago.', True)
('There is a tibetan terrier in purdue university.', 'There is a dog in purdue university.', True)
('There is a toy fox terrier in indiana.', 'There is a lifeform in indiana.', True)
('There is a toy fox terrier in indiana.', 'There is a eukaryote in indiana.', True)
('There is a toy fox terrier in michigan.', 'There is a animal in michigan.', True)
('There is a toy fox terrier in new york.', 'There is a dog in new york.', True)
('There is a vizsla in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a vizsla in michigan.', 'There is a eukaryote in michigan.', True)
('There is a vizsla in hong kong.', 'There is a animal in hong kong.', True)
('There is a vizsla in hong kong.', 'There is a dog in hong kong.', True)
('There is a weimaraner in paris.', 'There is a lifeform in paris.', True)
('There is a weimaraner in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a weimaraner in hong kong.', 'There is a animal in hong kong.', True)
('There is a weimaraner in chicago.', 'There is a dog in chicago.', True)
('There is a welsh terrier in paris.', 'There is a lifeform in paris.', True)
('There is a welsh terrier in paris.', 'There is a eukaryote in paris.', True)
('There is a welsh terrier in san francisco.', 'There is a animal in san francisco.', True)
('There is a welsh terrier in michigan.', 'There is a dog in michigan.', True)
('There is a whippet in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a whippet in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a whippet in hong kong.', 'There is a animal in hong kong.', True)
('There is a whippet in chicago.', 'There is a dog in chicago.', True)
('There is a wire fox terrier in chicago.', 'There is a lifeform in chicago.', True)
('There is a wire fox terrier in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a wire fox terrier in new york.', 'There is a animal in new york.', True)
('There is a wire fox terrier in michigan.', 'There is a dog in michigan.', True)
('There is a xoloitzcuintli in london.', 'There is a lifeform in london.', True)
('There is a xoloitzcuintli in chicago.', 'There is a eukaryote in chicago.', True)
('There is a xoloitzcuintli in purdue university.', 'There is a animal in purdue university.', True)
('There is a xoloitzcuintli in paris.', 'There is a dog in paris.', True)
('There is a dogfish in paris.', 'There is a lifeform in paris.', True)
('There is a dogfish in new york.', 'There is a eukaryote in new york.', True)
('There is a dogfish in hong kong.', 'There is a animal in hong kong.', True)
('There is a dolphin in paris.', 'There is a lifeform in paris.', True)
('There is a dolphin in indiana.', 'There is a eukaryote in indiana.', True)
('There is a dolphin in london.', 'There is a animal in london.', True)
('There is a dotterel in michigan.', 'There is a lifeform in michigan.', True)
('There is a dotterel in paris.', 'There is a eukaryote in paris.', True)
('There is a dotterel in indiana.', 'There is a animal in indiana.', True)
('There is a dove in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a dove in new york.', 'There is a eukaryote in new york.', True)
('There is a dove in chicago.', 'There is a animal in chicago.', True)
('There is a dragonfly in michigan.', 'There is a lifeform in michigan.', True)
('There is a dragonfly in london.', 'There is a eukaryote in london.', True)
('There is a dragonfly in paris.', 'There is a animal in paris.', True)
('There is a duck in paris.', 'There is a lifeform in paris.', True)
('There is a duck in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a duck in san francisco.', 'There is a animal in san francisco.', True)
('There is a dugong in new york.', 'There is a lifeform in new york.', True)
('There is a dugong in indiana.', 'There is a eukaryote in indiana.', True)
('There is a dugong in san francisco.', 'There is a animal in san francisco.', True)
('There is a dunlin in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a dunlin in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a dunlin in purdue university.', 'There is a animal in purdue university.', True)
('There is a eagle in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a eagle in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a eagle in purdue university.', 'There is a animal in purdue university.', True)
('There is a echidna in chicago.', 'There is a lifeform in chicago.', True)
('There is a echidna in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a echidna in chicago.', 'There is a animal in chicago.', True)
('There is a eel in indiana.', 'There is a lifeform in indiana.', True)
('There is a eel in michigan.', 'There is a eukaryote in michigan.', True)
('There is a eel in london.', 'There is a animal in london.', True)
('There is a eland in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a eland in paris.', 'There is a eukaryote in paris.', True)
('There is a eland in chicago.', 'There is a animal in chicago.', True)
('There is a elephant in london.', 'There is a lifeform in london.', True)
('There is a elephant in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a elephant in new york.', 'There is a animal in new york.', True)
('There is a elk in new york.', 'There is a lifeform in new york.', True)
('There is a elk in london.', 'There is a eukaryote in london.', True)
('There is a elk in london.', 'There is a animal in london.', True)
('There is a emu in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a emu in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a emu in chicago.', 'There is a animal in chicago.', True)
('There is a falcon in london.', 'There is a lifeform in london.', True)
('There is a falcon in new york.', 'There is a eukaryote in new york.', True)
('There is a falcon in paris.', 'There is a animal in paris.', True)
('There is a ferret in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a ferret in chicago.', 'There is a eukaryote in chicago.', True)
('There is a ferret in san francisco.', 'There is a animal in san francisco.', True)
('There is a finch in london.', 'There is a lifeform in london.', True)
('There is a finch in chicago.', 'There is a eukaryote in chicago.', True)
('There is a finch in chicago.', 'There is a animal in chicago.', True)
('There is a fish in london.', 'There is a lifeform in london.', True)
('There is a fish in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a fish in purdue university.', 'There is a animal in purdue university.', True)
('There is a flamingo in michigan.', 'There is a lifeform in michigan.', True)
('There is a flamingo in michigan.', 'There is a eukaryote in michigan.', True)
('There is a flamingo in paris.', 'There is a animal in paris.', True)
('There is a fly in paris.', 'There is a lifeform in paris.', True)
('There is a fly in michigan.', 'There is a eukaryote in michigan.', True)
('There is a fly in new york.', 'There is a animal in new york.', True)
('There is a fox in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a fox in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a fox in chicago.', 'There is a animal in chicago.', True)
('There is a frog in chicago.', 'There is a lifeform in chicago.', True)
('There is a frog in london.', 'There is a eukaryote in london.', True)
('There is a frog in london.', 'There is a animal in london.', True)
('There is a gaur in new york.', 'There is a lifeform in new york.', True)
('There is a gaur in indiana.', 'There is a eukaryote in indiana.', True)
('There is a gaur in london.', 'There is a animal in london.', True)
('There is a gazelle in indiana.', 'There is a lifeform in indiana.', True)
('There is a gazelle in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a gazelle in purdue university.', 'There is a animal in purdue university.', True)
('There is a gerbil in michigan.', 'There is a lifeform in michigan.', True)
('There is a gerbil in paris.', 'There is a eukaryote in paris.', True)
('There is a gerbil in chicago.', 'There is a animal in chicago.', True)
('There is a giraffe in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a giraffe in new york.', 'There is a eukaryote in new york.', True)
('There is a giraffe in indiana.', 'There is a animal in indiana.', True)
('There is a gnat in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a gnat in london.', 'There is a eukaryote in london.', True)
('There is a gnat in chicago.', 'There is a animal in chicago.', True)
('There is a gnu in indiana.', 'There is a lifeform in indiana.', True)
('There is a gnu in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a gnu in hong kong.', 'There is a animal in hong kong.', True)
('There is a goat in london.', 'There is a lifeform in london.', True)
('There is a goat in chicago.', 'There is a eukaryote in chicago.', True)
('There is a goat in london.', 'There is a animal in london.', True)
('There is a goldfinch in paris.', 'There is a lifeform in paris.', True)
('There is a goldfinch in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a goldfinch in hong kong.', 'There is a animal in hong kong.', True)
('There is a goldfish in paris.', 'There is a lifeform in paris.', True)
('There is a goldfish in new york.', 'There is a eukaryote in new york.', True)
('There is a goldfish in hong kong.', 'There is a animal in hong kong.', True)
('There is a goose in london.', 'There is a lifeform in london.', True)
('There is a goose in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a goose in chicago.', 'There is a animal in chicago.', True)
('There is a gorilla in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a gorilla in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a gorilla in purdue university.', 'There is a animal in purdue university.', True)
('There is a goshawk in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a goshawk in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a goshawk in san francisco.', 'There is a animal in san francisco.', True)
('There is a grasshopper in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a grasshopper in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a grasshopper in hong kong.', 'There is a animal in hong kong.', True)
('There is a grouse in paris.', 'There is a lifeform in paris.', True)
('There is a grouse in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a grouse in new york.', 'There is a animal in new york.', True)
('There is a guanaco in new york.', 'There is a lifeform in new york.', True)
('There is a guanaco in chicago.', 'There is a eukaryote in chicago.', True)
('There is a guanaco in paris.', 'There is a animal in paris.', True)
('There is a gull in paris.', 'There is a lifeform in paris.', True)
('There is a gull in chicago.', 'There is a eukaryote in chicago.', True)
('There is a gull in michigan.', 'There is a animal in michigan.', True)
('There is a hamster in indiana.', 'There is a lifeform in indiana.', True)
('There is a hamster in new york.', 'There is a eukaryote in new york.', True)
('There is a hamster in michigan.', 'There is a animal in michigan.', True)
('There is a hare in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a hare in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a hare in purdue university.', 'There is a animal in purdue university.', True)
('There is a hawk in london.', 'There is a lifeform in london.', True)
('There is a hawk in michigan.', 'There is a eukaryote in michigan.', True)
('There is a hawk in london.', 'There is a animal in london.', True)
('There is a hedgehog in paris.', 'There is a lifeform in paris.', True)
('There is a hedgehog in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a hedgehog in indiana.', 'There is a animal in indiana.', True)
('There is a heron in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a heron in indiana.', 'There is a eukaryote in indiana.', True)
('There is a heron in hong kong.', 'There is a animal in hong kong.', True)
('There is a herring in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a herring in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a herring in purdue university.', 'There is a animal in purdue university.', True)
('There is a hippopotamus in michigan.', 'There is a lifeform in michigan.', True)
('There is a hippopotamus in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a hippopotamus in paris.', 'There is a animal in paris.', True)
('There is a hornet in chicago.', 'There is a lifeform in chicago.', True)
('There is a hornet in paris.', 'There is a eukaryote in paris.', True)
('There is a hornet in london.', 'There is a animal in london.', True)
('There is a horse in new york.', 'There is a lifeform in new york.', True)
('There is a horse in paris.', 'There is a eukaryote in paris.', True)
('There is a horse in san francisco.', 'There is a animal in san francisco.', True)
('There is a human in chicago.', 'There is a lifeform in chicago.', True)
('There is a human in indiana.', 'There is a eukaryote in indiana.', True)
('There is a human in chicago.', 'There is a animal in chicago.', True)
('There is a hummingbird in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a hummingbird in london.', 'There is a eukaryote in london.', True)
('There is a hummingbird in michigan.', 'There is a animal in michigan.', True)
('There is a hyena in indiana.', 'There is a lifeform in indiana.', True)
('There is a hyena in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a hyena in indiana.', 'There is a animal in indiana.', True)
('There is a ibex in indiana.', 'There is a lifeform in indiana.', True)
('There is a ibex in new york.', 'There is a eukaryote in new york.', True)
('There is a ibex in hong kong.', 'There is a animal in hong kong.', True)
('There is a ibis in london.', 'There is a lifeform in london.', True)
('There is a ibis in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a ibis in chicago.', 'There is a animal in chicago.', True)
('There is a jackal in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a jackal in new york.', 'There is a eukaryote in new york.', True)
('There is a jackal in new york.', 'There is a animal in new york.', True)
('There is a jaguar in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a jaguar in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a jaguar in new york.', 'There is a animal in new york.', True)
('There is a jay in new york.', 'There is a lifeform in new york.', True)
('There is a jay in michigan.', 'There is a eukaryote in michigan.', True)
('There is a jay in paris.', 'There is a animal in paris.', True)
('There is a jellyfish in chicago.', 'There is a lifeform in chicago.', True)
('There is a jellyfish in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a jellyfish in michigan.', 'There is a animal in michigan.', True)
('There is a kangaroo in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a kangaroo in michigan.', 'There is a eukaryote in michigan.', True)
('There is a kangaroo in purdue university.', 'There is a animal in purdue university.', True)
('There is a kingfisher in new york.', 'There is a lifeform in new york.', True)
('There is a kingfisher in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a kingfisher in new york.', 'There is a animal in new york.', True)
('There is a koala in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a koala in michigan.', 'There is a eukaryote in michigan.', True)
