('neighborhoods contain cities', 'neighborhoods are found in cities.', False)
('philatelists says coats are composed of zippers', 'Some philatelists says coats consists of zippers.', False)
('photographers says coats are composed of zippers', 'Some photographers says coats consists of zippers.', False)
('physicians says coats are composed of zippers', 'Some physicians says coats consists of zippers.', False)
('physicists says coats are composed of zippers', 'Some physicists says coats consists of zippers.', False)
('physiologists says coats are composed of zippers', 'Some physiologists says coats consists of zippers.', False)
('physiotherapists says coats are composed of zippers', 'Some physiotherapists says coats consists of zippers.', False)
('piano teachers says coats are composed of zippers', 'Some piano teachers says coats consists of zippers.', False)
('piano tuners says coats are composed of zippers', 'Some piano tuners says coats consists of zippers.', False)
('picture editors says coats are composed of zippers', 'Some picture editors says coats consists of zippers.', False)
('picture framers says coats are composed of zippers', 'Some picture framers says coats consists of zippers.', False)
('picture reseachers says coats are composed of zippers', 'Some picture reseachers says coats consists of zippers.', False)
('pig mans says coats are composed of zippers', 'Some pig mans says coats consists of zippers.', False)
('pig managers says coats are composed of zippers', 'Some pig managers says coats consists of zippers.', False)
('pilots says coats are composed of zippers', 'Some pilots says coats consists of zippers.', False)
('pipe fitters says coats are composed of zippers', 'Some pipe fitters says coats consists of zippers.', False)
('pipe inspectors says coats are composed of zippers', 'Some pipe inspectors says coats consists of zippers.', False)
('pipe insulators says coats are composed of zippers', 'Some pipe insulators says coats consists of zippers.', False)
('pipe layers says coats are composed of zippers', 'Some pipe layers says coats consists of zippers.', False)
('planning engineers says coats are composed of zippers', 'Some planning engineers says coats consists of zippers.', False)
('planning managers says coats are composed of zippers', 'Some planning managers says coats consists of zippers.', False)
('planning officers says coats are composed of zippers', 'Some planning officers says coats consists of zippers.', False)
('planning technicians says coats are composed of zippers', 'Some planning technicians says coats consists of zippers.', False)
('plant attendants says coats are composed of zippers', 'Some plant attendants says coats consists of zippers.', False)
('plant drivers says coats are composed of zippers', 'Some plant drivers says coats consists of zippers.', False)
('plant engineers says coats are composed of zippers', 'Some plant engineers says coats consists of zippers.', False)
('plant fitters says coats are composed of zippers', 'Some plant fitters says coats consists of zippers.', False)
('plant managers says coats are composed of zippers', 'Some plant managers says coats consists of zippers.', False)
('plant operators says coats are composed of zippers', 'Some plant operators says coats consists of zippers.', False)
('plasterers says coats are composed of zippers', 'Some plasterers says coats consists of zippers.', False)
('plastics consultants says coats are composed of zippers', 'Some plastics consultants says coats consists of zippers.', False)
('plastics engineers says coats are composed of zippers', 'Some plastics engineers says coats consists of zippers.', False)
('plate layers says coats are composed of zippers', 'Some plate layers says coats consists of zippers.', False)
('platers says coats are composed of zippers', 'Some platers says coats consists of zippers.', False)
('playgroup assistants says coats are composed of zippers', 'Some playgroup assistants says coats consists of zippers.', False)
('playgroup leaders says coats are composed of zippers', 'Some playgroup leaders says coats consists of zippers.', False)
('plumbers says coats are composed of zippers', 'Some plumbers says coats consists of zippers.', False)
('podiatrists says coats are composed of zippers', 'Some podiatrists says coats consists of zippers.', False)
('police officers says coats are composed of zippers', 'Some police officers says coats consists of zippers.', False)
('polishers says coats are composed of zippers', 'Some polishers says coats consists of zippers.', False)
('pool attendants says coats are composed of zippers', 'Some pool attendants says coats consists of zippers.', False)
('pools collectors says coats are composed of zippers', 'Some pools collectors says coats consists of zippers.', False)
('porters says coats are composed of zippers', 'Some porters says coats consists of zippers.', False)
('portfolio managers says coats are composed of zippers', 'Some portfolio managers says coats consists of zippers.', False)
('post sorters says coats are composed of zippers', 'Some post sorters says coats consists of zippers.', False)
('postmans says coats are composed of zippers', 'Some postmans says coats consists of zippers.', False)
('postmasters says coats are composed of zippers', 'Some postmasters says coats consists of zippers.', False)
('postwomans says coats are composed of zippers', 'Some postwomans says coats consists of zippers.', False)
('potters says coats are composed of zippers', 'Some potters says coats consists of zippers.', False)
('practice managers says coats are composed of zippers', 'Some practice managers says coats consists of zippers.', False)
('preachers says coats are composed of zippers', 'Some preachers says coats consists of zippers.', False)
('precision engineers says coats are composed of zippers', 'Some precision engineers says coats consists of zippers.', False)
('premisess says coats are composed of zippers', 'Some premisess says coats consists of zippers.', False)
('premises securitys says coats are composed of zippers', 'Some premises securitys says coats consists of zippers.', False)
('press officers says coats are composed of zippers', 'Some press officers says coats consists of zippers.', False)
('press operators says coats are composed of zippers', 'Some press operators says coats consists of zippers.', False)
('press setters says coats are composed of zippers', 'Some press setters says coats consists of zippers.', False)
('pressers says coats are composed of zippers', 'Some pressers says coats consists of zippers.', False)
('priests says coats are composed of zippers', 'Some priests says coats consists of zippers.', False)
('print finishers says coats are composed of zippers', 'Some print finishers says coats consists of zippers.', False)
('printers says coats are composed of zippers', 'Some printers says coats consists of zippers.', False)
('prison chaplains says coats are composed of zippers', 'Some prison chaplains says coats consists of zippers.', False)
('prison officers says coats are composed of zippers', 'Some prison officers says coats consists of zippers.', False)
('private investigators says coats are composed of zippers', 'Some private investigators says coats consists of zippers.', False)
('probation officers says coats are composed of zippers', 'Some probation officers says coats consists of zippers.', False)
('probation workers says coats are composed of zippers', 'Some probation workers says coats consists of zippers.', False)
('procurator fiscals says coats are composed of zippers', 'Some procurator fiscals says coats consists of zippers.', False)
('produce supervisors says coats are composed of zippers', 'Some produce supervisors says coats consists of zippers.', False)
('producers says coats are composed of zippers', 'Some producers says coats consists of zippers.', False)
('product installers says coats are composed of zippers', 'Some product installers says coats consists of zippers.', False)
('product managers says coats are composed of zippers', 'Some product managers says coats consists of zippers.', False)
('production engineers says coats are composed of zippers', 'Some production engineers says coats consists of zippers.', False)
('production hands says coats are composed of zippers', 'Some production hands says coats consists of zippers.', False)
('production managers says coats are composed of zippers', 'Some production managers says coats consists of zippers.', False)
('production planners says coats are composed of zippers', 'Some production planners says coats consists of zippers.', False)
('professional boxers says coats are composed of zippers', 'Some professional boxers says coats consists of zippers.', False)
('professional racings says coats are composed of zippers', 'Some professional racings says coats consists of zippers.', False)
('professional wrestlers says coats are composed of zippers', 'Some professional wrestlers says coats consists of zippers.', False)
('progress chasers says coats are composed of zippers', 'Some progress chasers says coats consists of zippers.', False)
('progress clerks says coats are composed of zippers', 'Some progress clerks says coats consists of zippers.', False)
('project co-ordinators says coats are composed of zippers', 'Some project co-ordinators says coats consists of zippers.', False)
('project engineers says coats are composed of zippers', 'Some project engineers says coats consists of zippers.', False)
('project leaders says coats are composed of zippers', 'Some project leaders says coats consists of zippers.', False)
('project managers says coats are composed of zippers', 'Some project managers says coats consists of zippers.', False)
('project workers says coats are composed of zippers', 'Some project workers says coats consists of zippers.', False)
('projectionists says coats are composed of zippers', 'Some projectionists says coats consists of zippers.', False)
('promoters says coats are composed of zippers', 'Some promoters says coats consists of zippers.', False)
('proof readers says coats are composed of zippers', 'Some proof readers says coats consists of zippers.', False)
('property buyers says coats are composed of zippers', 'Some property buyers says coats consists of zippers.', False)
('property dealers says coats are composed of zippers', 'Some property dealers says coats consists of zippers.', False)
('property developers says coats are composed of zippers', 'Some property developers says coats consists of zippers.', False)
('property managers says coats are composed of zippers', 'Some property managers says coats consists of zippers.', False)
('property valuers says coats are composed of zippers', 'Some property valuers says coats consists of zippers.', False)
('proprietors says coats are composed of zippers', 'Some proprietors says coats consists of zippers.', False)
('psychiatrists says coats are composed of zippers', 'Some psychiatrists says coats consists of zippers.', False)
('psychoanalysts says coats are composed of zippers', 'Some psychoanalysts says coats consists of zippers.', False)
('psychologists says coats are composed of zippers', 'Some psychologists says coats consists of zippers.', False)
('psychotherapists says coats are composed of zippers', 'Some psychotherapists says coats consists of zippers.', False)
('public house managers says coats are composed of zippers', 'Some public house managers says coats consists of zippers.', False)
('public relations of?cers says coats are composed of zippers', 'Some public relations of?cers says coats consists of zippers.', False)
('publicans says coats are composed of zippers', 'Some publicans says coats consists of zippers.', False)
('publicity managers says coats are composed of zippers', 'Some publicity managers says coats consists of zippers.', False)
('publishers says coats are composed of zippers', 'Some publishers says coats consists of zippers.', False)
('publishing managers says coats are composed of zippers', 'Some publishing managers says coats consists of zippers.', False)
('purchase clerks says coats are composed of zippers', 'Some purchase clerks says coats consists of zippers.', False)
('purchase ledger clerks says coats are composed of zippers', 'Some purchase ledger clerks says coats consists of zippers.', False)
('purchasing assistants says coats are composed of zippers', 'Some purchasing assistants says coats consists of zippers.', False)
('purchasing managers says coats are composed of zippers', 'Some purchasing managers says coats consists of zippers.', False)
('pursers says coats are composed of zippers', 'Some pursers says coats consists of zippers.', False)
('quality controllers says coats are composed of zippers', 'Some quality controllers says coats consists of zippers.', False)
('quality engineers says coats are composed of zippers', 'Some quality engineers says coats consists of zippers.', False)
('quality inspectors says coats are composed of zippers', 'Some quality inspectors says coats consists of zippers.', False)
('quality managers says coats are composed of zippers', 'Some quality managers says coats consists of zippers.', False)
('quality technicians says coats are composed of zippers', 'Some quality technicians says coats consists of zippers.', False)
('quantity surveyors says coats are composed of zippers', 'Some quantity surveyors says coats consists of zippers.', False)
('quarry workers says coats are composed of zippers', 'Some quarry workers says coats consists of zippers.', False)
('racehorse grooms says coats are composed of zippers', 'Some racehorse grooms says coats consists of zippers.', False)
('racing organisers says coats are composed of zippers', 'Some racing organisers says coats consists of zippers.', False)
('radio controllers says coats are composed of zippers', 'Some radio controllers says coats consists of zippers.', False)
('radio directors says coats are composed of zippers', 'Some radio directors says coats consists of zippers.', False)
('radio engineers says coats are composed of zippers', 'Some radio engineers says coats consists of zippers.', False)
('radio operators says coats are composed of zippers', 'Some radio operators says coats consists of zippers.', False)
('radio presenters says coats are composed of zippers', 'Some radio presenters says coats consists of zippers.', False)
('radio producers says coats are composed of zippers', 'Some radio producers says coats consists of zippers.', False)
('radiographers says coats are composed of zippers', 'Some radiographers says coats consists of zippers.', False)
('radiologists says coats are composed of zippers', 'Some radiologists says coats consists of zippers.', False)
('rally drivers says coats are composed of zippers', 'Some rally drivers says coats consists of zippers.', False)
('receptionists says coats are composed of zippers', 'Some receptionists says coats consists of zippers.', False)
('recorders says coats are composed of zippers', 'Some recorders says coats consists of zippers.', False)
('records supervisors says coats are composed of zippers', 'Some records supervisors says coats consists of zippers.', False)
('recovery vehicle coordinators says coats are composed of zippers', 'Some recovery vehicle coordinators says coats consists of zippers.', False)
('recreationals says coats are composed of zippers', 'Some recreationals says coats consists of zippers.', False)
('recruitment consultants says coats are composed of zippers', 'Some recruitment consultants says coats consists of zippers.', False)
('rectors says coats are composed of zippers', 'Some rectors says coats consists of zippers.', False)
('reflexologists says coats are composed of zippers', 'Some reflexologists says coats consists of zippers.', False)
('refractory engineers says coats are composed of zippers', 'Some refractory engineers says coats consists of zippers.', False)
('refrigeration engineers says coats are composed of zippers', 'Some refrigeration engineers says coats consists of zippers.', False)
('refuse collectors says coats are composed of zippers', 'Some refuse collectors says coats consists of zippers.', False)
('registrars says coats are composed of zippers', 'Some registrars says coats consists of zippers.', False)
('regulators says coats are composed of zippers', 'Some regulators says coats consists of zippers.', False)
('relocation agents says coats are composed of zippers', 'Some relocation agents says coats consists of zippers.', False)
('remedial therapists says coats are composed of zippers', 'Some remedial therapists says coats consists of zippers.', False)
('rent collectors says coats are composed of zippers', 'Some rent collectors says coats consists of zippers.', False)
('rent offcers says coats are composed of zippers', 'Some rent offcers says coats consists of zippers.', False)
('repair mans says coats are composed of zippers', 'Some repair mans says coats consists of zippers.', False)
('repairers says coats are composed of zippers', 'Some repairers says coats consists of zippers.', False)
('reporters says coats are composed of zippers', 'Some reporters says coats consists of zippers.', False)
('representatives says coats are composed of zippers', 'Some representatives says coats consists of zippers.', False)
('reprographic assistants says coats are composed of zippers', 'Some reprographic assistants says coats consists of zippers.', False)
('research analysts says coats are composed of zippers', 'Some research analysts says coats consists of zippers.', False)
('research consultants says coats are composed of zippers', 'Some research consultants says coats consists of zippers.', False)
('research directors says coats are composed of zippers', 'Some research directors says coats consists of zippers.', False)
('research scientists says coats are composed of zippers', 'Some research scientists says coats consists of zippers.', False)
('research technicians says coats are composed of zippers', 'Some research technicians says coats consists of zippers.', False)
('researchers says coats are composed of zippers', 'Some researchers says coats consists of zippers.', False)
('resin casters says coats are composed of zippers', 'Some resin casters says coats consists of zippers.', False)
('restaurant managers says coats are composed of zippers', 'Some restaurant managers says coats consists of zippers.', False)
('restaurateurs says coats are composed of zippers', 'Some restaurateurs says coats consists of zippers.', False)
('restorers says coats are composed of zippers', 'Some restorers says coats consists of zippers.', False)
('retireds says coats are composed of zippers', 'Some retireds says coats consists of zippers.', False)
('revenue clerks says coats are composed of zippers', 'Some revenue clerks says coats consists of zippers.', False)
('revenue officers says coats are composed of zippers', 'Some revenue officers says coats consists of zippers.', False)
('riding instructors says coats are composed of zippers', 'Some riding instructors says coats consists of zippers.', False)
('rig workers says coats are composed of zippers', 'Some rig workers says coats consists of zippers.', False)
('riggers says coats are composed of zippers', 'Some riggers says coats consists of zippers.', False)
('riveters says coats are composed of zippers', 'Some riveters says coats consists of zippers.', False)
('road safety officers says coats are composed of zippers', 'Some road safety officers says coats consists of zippers.', False)
('road sweepers says coats are composed of zippers', 'Some road sweepers says coats consists of zippers.', False)
('road workers says coats are composed of zippers', 'Some road workers says coats consists of zippers.', False)
('roadworkers says coats are composed of zippers', 'Some roadworkers says coats consists of zippers.', False)
('roof tilers says coats are composed of zippers', 'Some roof tilers says coats consists of zippers.', False)
('roofers says coats are composed of zippers', 'Some roofers says coats consists of zippers.', False)
('rose growers says coats are composed of zippers', 'Some rose growers says coats consists of zippers.', False)
('royal marines says coats are composed of zippers', 'Some royal marines says coats consists of zippers.', False)
('rug makers says coats are composed of zippers', 'Some rug makers says coats consists of zippers.', False)
('saddlers says coats are composed of zippers', 'Some saddlers says coats consists of zippers.', False)
('safety officers says coats are composed of zippers', 'Some safety officers says coats consists of zippers.', False)
('sail makers says coats are composed of zippers', 'Some sail makers says coats consists of zippers.', False)
('sales administrators says coats are composed of zippers', 'Some sales administrators says coats consists of zippers.', False)
('sales assistants says coats are composed of zippers', 'Some sales assistants says coats consists of zippers.', False)
('sales directors says coats are composed of zippers', 'Some sales directors says coats consists of zippers.', False)
('sales engineers says coats are composed of zippers', 'Some sales engineers says coats consists of zippers.', False)
('sales executives says coats are composed of zippers', 'Some sales executives says coats consists of zippers.', False)
('sales managers says coats are composed of zippers', 'Some sales managers says coats consists of zippers.', False)
('sales representatives says coats are composed of zippers', 'Some sales representatives says coats consists of zippers.', False)
('sales supports says coats are composed of zippers', 'Some sales supports says coats consists of zippers.', False)
('salesmans says coats are composed of zippers', 'Some salesmans says coats consists of zippers.', False)
('saleswomans says coats are composed of zippers', 'Some saleswomans says coats consists of zippers.', False)
('sand blasters says coats are composed of zippers', 'Some sand blasters says coats consists of zippers.', False)
('saw millers says coats are composed of zippers', 'Some saw millers says coats consists of zippers.', False)
('scaffolders says coats are composed of zippers', 'Some scaffolders says coats consists of zippers.', False)
('school crossings says coats are composed of zippers', 'Some school crossings says coats consists of zippers.', False)
('school inspectors says coats are composed of zippers', 'Some school inspectors says coats consists of zippers.', False)
('scientific officers says coats are composed of zippers', 'Some scientific officers says coats consists of zippers.', False)
('scientists says coats are composed of zippers', 'Some scientists says coats consists of zippers.', False)
('scrap dealers says coats are composed of zippers', 'Some scrap dealers says coats consists of zippers.', False)
('screen printers says coats are composed of zippers', 'Some screen printers says coats consists of zippers.', False)
('screen writers says coats are composed of zippers', 'Some screen writers says coats consists of zippers.', False)
('script writers says coats are composed of zippers', 'Some script writers says coats consists of zippers.', False)
('sculptors says coats are composed of zippers', 'Some sculptors says coats consists of zippers.', False)
('seamans says coats are composed of zippers', 'Some seamans says coats consists of zippers.', False)
('seamstresss says coats are composed of zippers', 'Some seamstresss says coats consists of zippers.', False)
('secretarys says coats are composed of zippers', 'Some secretarys says coats consists of zippers.', False)
('security consultants says coats are composed of zippers', 'Some security consultants says coats consists of zippers.', False)
('security controllers says coats are composed of zippers', 'Some security controllers says coats consists of zippers.', False)
('security guards says coats are composed of zippers', 'Some security guards says coats consists of zippers.', False)
('security officers says coats are composed of zippers', 'Some security officers says coats consists of zippers.', False)
('servants says coats are composed of zippers', 'Some servants says coats consists of zippers.', False)
('service engineers says coats are composed of zippers', 'Some service engineers says coats consists of zippers.', False)
('service managers says coats are composed of zippers', 'Some service managers says coats consists of zippers.', False)
('share dealers says coats are composed of zippers', 'Some share dealers says coats consists of zippers.', False)
('sheet metal workers says coats are composed of zippers', 'Some sheet metal workers says coats consists of zippers.', False)
('shelf fillers says coats are composed of zippers', 'Some shelf fillers says coats consists of zippers.', False)
('shelter wardens says coats are composed of zippers', 'Some shelter wardens says coats consists of zippers.', False)
('shepherds says coats are composed of zippers', 'Some shepherds says coats consists of zippers.', False)
('sheriffs says coats are composed of zippers', 'Some sheriffs says coats consists of zippers.', False)
('sheriff clerks says coats are composed of zippers', 'Some sheriff clerks says coats consists of zippers.', False)
('sheriff principals says coats are composed of zippers', 'Some sheriff principals says coats consists of zippers.', False)
('shift controllers says coats are composed of zippers', 'Some shift controllers says coats consists of zippers.', False)
('ship brokers says coats are composed of zippers', 'Some ship brokers says coats consists of zippers.', False)
('ship builders says coats are composed of zippers', 'Some ship builders says coats consists of zippers.', False)
('shipping clerks says coats are composed of zippers', 'Some shipping clerks says coats consists of zippers.', False)
('shipping officers says coats are composed of zippers', 'Some shipping officers says coats consists of zippers.', False)
('shipwrights says coats are composed of zippers', 'Some shipwrights says coats consists of zippers.', False)
('shipyard workers says coats are composed of zippers', 'Some shipyard workers says coats consists of zippers.', False)
('shoe makers says coats are composed of zippers', 'Some shoe makers says coats consists of zippers.', False)
('shoe repairers says coats are composed of zippers', 'Some shoe repairers says coats consists of zippers.', False)
('shooting instructors says coats are composed of zippers', 'Some shooting instructors says coats consists of zippers.', False)
('shop assistants says coats are composed of zippers', 'Some shop assistants says coats consists of zippers.', False)
('shop fitters says coats are composed of zippers', 'Some shop fitters says coats consists of zippers.', False)
('shop keepers says coats are composed of zippers', 'Some shop keepers says coats consists of zippers.', False)
('shop managers says coats are composed of zippers', 'Some shop managers says coats consists of zippers.', False)
('shop proprietors says coats are composed of zippers', 'Some shop proprietors says coats consists of zippers.', False)
('shot blasters says coats are composed of zippers', 'Some shot blasters says coats consists of zippers.', False)
('show jumpers says coats are composed of zippers', 'Some show jumpers says coats consists of zippers.', False)
('showmans says coats are composed of zippers', 'Some showmans says coats consists of zippers.', False)
('shunters says coats are composed of zippers', 'Some shunters says coats consists of zippers.', False)
('sign makers says coats are composed of zippers', 'Some sign makers says coats consists of zippers.', False)
('signalmans says coats are composed of zippers', 'Some signalmans says coats consists of zippers.', False)
('signwriters says coats are composed of zippers', 'Some signwriters says coats consists of zippers.', False)
('site agents says coats are composed of zippers', 'Some site agents says coats consists of zippers.', False)
('site engineers says coats are composed of zippers', 'Some site engineers says coats consists of zippers.', False)
('skippers says coats are composed of zippers', 'Some skippers says coats consists of zippers.', False)
('slaters says coats are composed of zippers', 'Some slaters says coats consists of zippers.', False)
('slaughtermans says coats are composed of zippers', 'Some slaughtermans says coats consists of zippers.', False)
('smallholders says coats are composed of zippers', 'Some smallholders says coats consists of zippers.', False)
('social workers says coats are composed of zippers', 'Some social workers says coats consists of zippers.', False)
('software consultants says coats are composed of zippers', 'Some software consultants says coats consists of zippers.', False)
('software engineers says coats are composed of zippers', 'Some software engineers says coats consists of zippers.', False)
('soldiers says coats are composed of zippers', 'Some soldiers says coats consists of zippers.', False)
('solicitors says coats are composed of zippers', 'Some solicitors says coats consists of zippers.', False)
('song writers says coats are composed of zippers', 'Some song writers says coats consists of zippers.', False)
('sound artists says coats are composed of zippers', 'Some sound artists says coats consists of zippers.', False)
('sound engineers says coats are composed of zippers', 'Some sound engineers says coats consists of zippers.', False)
('sound technicians says coats are composed of zippers', 'Some sound technicians says coats consists of zippers.', False)
('special constables says coats are composed of zippers', 'Some special constables says coats consists of zippers.', False)
('special needss says coats are composed of zippers', 'Some special needss says coats consists of zippers.', False)
('speech therapists says coats are composed of zippers', 'Some speech therapists says coats consists of zippers.', False)
('sports administrators says coats are composed of zippers', 'Some sports administrators says coats consists of zippers.', False)
('sports coachs says coats are composed of zippers', 'Some sports coachs says coats consists of zippers.', False)
('sports commentators says coats are composed of zippers', 'Some sports commentators says coats consists of zippers.', False)
('sportsmans says coats are composed of zippers', 'Some sportsmans says coats consists of zippers.', False)
('sportspersons says coats are composed of zippers', 'Some sportspersons says coats consists of zippers.', False)
('sportswomans says coats are composed of zippers', 'Some sportswomans says coats consists of zippers.', False)
('spring makers says coats are composed of zippers', 'Some spring makers says coats consists of zippers.', False)
('stable hands says coats are composed of zippers', 'Some stable hands says coats consists of zippers.', False)
('staff nurses says coats are composed of zippers', 'Some staff nurses says coats consists of zippers.', False)
('stage directors says coats are composed of zippers', 'Some stage directors says coats consists of zippers.', False)
('stage hands says coats are composed of zippers', 'Some stage hands says coats consists of zippers.', False)
('stage managers says coats are composed of zippers', 'Some stage managers says coats consists of zippers.', False)
('stage movers says coats are composed of zippers', 'Some stage movers says coats consists of zippers.', False)
('station managers says coats are composed of zippers', 'Some station managers says coats consists of zippers.', False)
('stationers says coats are composed of zippers', 'Some stationers says coats consists of zippers.', False)
('statisticians says coats are composed of zippers', 'Some statisticians says coats consists of zippers.', False)
('steel erectors says coats are composed of zippers', 'Some steel erectors says coats consists of zippers.', False)
('steel workers says coats are composed of zippers', 'Some steel workers says coats consists of zippers.', False)
('steeplejacks says coats are composed of zippers', 'Some steeplejacks says coats consists of zippers.', False)
('stenographers says coats are composed of zippers', 'Some stenographers says coats consists of zippers.', False)
('stewards says coats are composed of zippers', 'Some stewards says coats consists of zippers.', False)
('stewardesss says coats are composed of zippers', 'Some stewardesss says coats consists of zippers.', False)
('stock controllers says coats are composed of zippers', 'Some stock controllers says coats consists of zippers.', False)
('stock managers says coats are composed of zippers', 'Some stock managers says coats consists of zippers.', False)
('stockbrokers says coats are composed of zippers', 'Some stockbrokers says coats consists of zippers.', False)
('stockmans says coats are composed of zippers', 'Some stockmans says coats consists of zippers.', False)
('stocktakers says coats are composed of zippers', 'Some stocktakers says coats consists of zippers.', False)
('stone cutters says coats are composed of zippers', 'Some stone cutters says coats consists of zippers.', False)
('stone sawyers says coats are composed of zippers', 'Some stone sawyers says coats consists of zippers.', False)
('stonemasons says coats are composed of zippers', 'Some stonemasons says coats consists of zippers.', False)
('store detectives says coats are composed of zippers', 'Some store detectives says coats consists of zippers.', False)
('storemans says coats are composed of zippers', 'Some storemans says coats consists of zippers.', False)
('storewomans says coats are composed of zippers', 'Some storewomans says coats consists of zippers.', False)
('street entertainers says coats are composed of zippers', 'Some street entertainers says coats consists of zippers.', False)
('street traders says coats are composed of zippers', 'Some street traders says coats consists of zippers.', False)
('stud hands says coats are composed of zippers', 'Some stud hands says coats consists of zippers.', False)
('students says coats are composed of zippers', 'Some students says coats consists of zippers.', False)
('student nurses says coats are composed of zippers', 'Some student nurses says coats consists of zippers.', False)
('student teachers says coats are composed of zippers', 'Some student teachers says coats consists of zippers.', False)
('studio managers says coats are composed of zippers', 'Some studio managers says coats consists of zippers.', False)
('sub-postmasters says coats are composed of zippers', 'Some sub-postmasters says coats consists of zippers.', False)
('sub-postmistresss says coats are composed of zippers', 'Some sub-postmistresss says coats consists of zippers.', False)
('supervisors says coats are composed of zippers', 'Some supervisors says coats consists of zippers.', False)
('supply teachers says coats are composed of zippers', 'Some supply teachers says coats consists of zippers.', False)
('surgeons says coats are composed of zippers', 'Some surgeons says coats consists of zippers.', False)
('surveyors says coats are composed of zippers', 'Some surveyors says coats consists of zippers.', False)
('systems analysts says coats are composed of zippers', 'Some systems analysts says coats consists of zippers.', False)
('systems engineers says coats are composed of zippers', 'Some systems engineers says coats consists of zippers.', False)
('systems managers says coats are composed of zippers', 'Some systems managers says coats consists of zippers.', False)
('tv editors says coats are composed of zippers', 'Some tv editors says coats consists of zippers.', False)
('tachograph analysts says coats are composed of zippers', 'Some tachograph analysts says coats consists of zippers.', False)
('tackers says coats are composed of zippers', 'Some tackers says coats consists of zippers.', False)
('tailors says coats are composed of zippers', 'Some tailors says coats consists of zippers.', False)
('tank farm operatives says coats are composed of zippers', 'Some tank farm operatives says coats consists of zippers.', False)
('tanker drivers says coats are composed of zippers', 'Some tanker drivers says coats consists of zippers.', False)
('tanners says coats are composed of zippers', 'Some tanners says coats consists of zippers.', False)
('tattooists says coats are composed of zippers', 'Some tattooists says coats consists of zippers.', False)
('tax advisors says coats are composed of zippers', 'Some tax advisors says coats consists of zippers.', False)
('tax analysts says coats are composed of zippers', 'Some tax analysts says coats consists of zippers.', False)
('tax assistants says coats are composed of zippers', 'Some tax assistants says coats consists of zippers.', False)
('tax consultants says coats are composed of zippers', 'Some tax consultants says coats consists of zippers.', False)
('tax inspectors says coats are composed of zippers', 'Some tax inspectors says coats consists of zippers.', False)
('tax managers says coats are composed of zippers', 'Some tax managers says coats consists of zippers.', False)
('tax officers says coats are composed of zippers', 'Some tax officers says coats consists of zippers.', False)
('taxi controllers says coats are composed of zippers', 'Some taxi controllers says coats consists of zippers.', False)
('taxi drivers says coats are composed of zippers', 'Some taxi drivers says coats consists of zippers.', False)
('taxidermists says coats are composed of zippers', 'Some taxidermists says coats consists of zippers.', False)
('tea blenders says coats are composed of zippers', 'Some tea blenders says coats consists of zippers.', False)
('tea tasters says coats are composed of zippers', 'Some tea tasters says coats consists of zippers.', False)
('teachers says coats are composed of zippers', 'Some teachers says coats consists of zippers.', False)
('teachers assistants says coats are composed of zippers', 'Some teachers assistants says coats consists of zippers.', False)
('technical advisors says coats are composed of zippers', 'Some technical advisors says coats consists of zippers.', False)
('technical analysts says coats are composed of zippers', 'Some technical analysts says coats consists of zippers.', False)
('technical assistants says coats are composed of zippers', 'Some technical assistants says coats consists of zippers.', False)
('technical authors says coats are composed of zippers', 'Some technical authors says coats consists of zippers.', False)
('technical clerks says coats are composed of zippers', 'Some technical clerks says coats consists of zippers.', False)
('technical co-ordinators says coats are composed of zippers', 'Some technical co-ordinators says coats consists of zippers.', False)
('technical directors says coats are composed of zippers', 'Some technical directors says coats consists of zippers.', False)
('technical editors says coats are composed of zippers', 'Some technical editors says coats consists of zippers.', False)
('technical engineers says coats are composed of zippers', 'Some technical engineers says coats consists of zippers.', False)
('technical illustrators says coats are composed of zippers', 'Some technical illustrators says coats consists of zippers.', False)
('technical instructors says coats are composed of zippers', 'Some technical instructors says coats consists of zippers.', False)
('technical liaisons says coats are composed of zippers', 'Some technical liaisons says coats consists of zippers.', False)
('technical managers says coats are composed of zippers', 'Some technical managers says coats consists of zippers.', False)
('technicians says coats are composed of zippers', 'Some technicians says coats consists of zippers.', False)
('telecommunications says coats are composed of zippers', 'Some telecommunications says coats consists of zippers.', False)
('telecommunicationss says coats are composed of zippers', 'Some telecommunicationss says coats consists of zippers.', False)
('telegraphists says coats are composed of zippers', 'Some telegraphists says coats consists of zippers.', False)
('telemarketeers says coats are composed of zippers', 'Some telemarketeers says coats consists of zippers.', False)
('telephone engineers says coats are composed of zippers', 'Some telephone engineers says coats consists of zippers.', False)
('telephonists says coats are composed of zippers', 'Some telephonists says coats consists of zippers.', False)
('telesales persons says coats are composed of zippers', 'Some telesales persons says coats consists of zippers.', False)
('television directors says coats are composed of zippers', 'Some television directors says coats consists of zippers.', False)
('television engineers says coats are composed of zippers', 'Some television engineers says coats consists of zippers.', False)
('television presenters says coats are composed of zippers', 'Some television presenters says coats consists of zippers.', False)
('television producers says coats are composed of zippers', 'Some television producers says coats consists of zippers.', False)
('telex operators says coats are composed of zippers', 'Some telex operators says coats consists of zippers.', False)
('temperature times says coats are composed of zippers', 'Some temperature times says coats consists of zippers.', False)
('tennis coachs says coats are composed of zippers', 'Some tennis coachs says coats consists of zippers.', False)
('textile consultants says coats are composed of zippers', 'Some textile consultants says coats consists of zippers.', False)
('textile engineers says coats are composed of zippers', 'Some textile engineers says coats consists of zippers.', False)
