('The turtle is in the universe.', 'The turtle is in the milky way galaxy.', False)
('The buffalo is not in north america.', 'The buffalo could be in pennsylvania.', False)
('The raven is not in the united states of america.', 'The raven could be in pennsylvania.', False)
('The crab is not in the universe.', 'The crab could be in puerto rico.', False)
('The snake is not in the milky way galaxy.', 'The snake could be in puerto rico.', False)
('The rook is not in our solar system.', 'The rook could be in puerto rico.', False)
('The mallard is not in earth.', 'The mallard could be on puerto rico.', False)
('The dolphin is not in north america.', 'The dolphin could be in puerto rico.', False)
('The squid is not in the united states of america.', 'The squid could be in puerto rico.', False)
('The gull is not in the universe.', 'The gull could be in rhode island.', False)
('The jellyfish is not in the milky way galaxy.', 'The jellyfish could be in rhode island.', False)
('The worm is not in our solar system.', 'The worm could be in rhode island.', False)
('The alligator is not in earth.', 'The alligator could be on rhode island.', False)
('The goose is not in north america.', 'The goose could be in rhode island.', False)
('The turtle is not in the united states of america.', 'The turtle could be in rhode island.', False)
('The armadillo is not in the universe.', 'The armadillo could be in south carolina.', False)
('The cod is not in the milky way galaxy.', 'The cod could be in south carolina.', False)
('The lobster is not in our solar system.', 'The lobster could be in south carolina.', False)
('The mongoose is not in earth.', 'The mongoose could be on south carolina.', False)
('The rhinoceros is not in north america.', 'The rhinoceros could be in south carolina.', False)
('The human is not in the united states of america.', 'The human could be in south carolina.', False)
('The nightingale is not in the universe.', 'The nightingale could be in south dakota.', False)
('The horse is not in the milky way galaxy.', 'The horse could be in south dakota.', False)
('The frog is not in our solar system.', 'The frog could be in south dakota.', False)
('The caterpillar is not in earth.', 'The caterpillar could be on south dakota.', False)
('The squid is not in north america.', 'The squid could be in south dakota.', False)
('The barracuda is not in the united states of america.', 'The barracuda could be in south dakota.', False)
('The turkey is not in the universe.', 'The turkey could be in tennessee.', False)
('The octopus is not in the milky way galaxy.', 'The octopus could be in tennessee.', False)
('The wolverine is not in our solar system.', 'The wolverine could be in tennessee.', False)
('The hyena is not in earth.', 'The hyena could be on tennessee.', False)
('The ape is not in north america.', 'The ape could be in tennessee.', False)
('The rail is not in the united states of america.', 'The rail could be in tennessee.', False)
('The cormorant is not in the universe.', 'The cormorant could be in texas.', False)
('The swallow is not in the milky way galaxy.', 'The swallow could be in texas.', False)
('The wolf is not in our solar system.', 'The wolf could be in texas.', False)
('The viper is not in earth.', 'The viper could be on texas.', False)
('The pony is not in north america.', 'The pony could be in texas.', False)
('The walrus is not in the united states of america.', 'The walrus could be in texas.', False)
('The parrot is not in the universe.', 'The parrot could be in the us virgin islands.', False)
('The ram is not in the milky way galaxy.', 'The ram could be in the us virgin islands.', False)
('The leopard is not in our solar system.', 'The leopard could be in the us virgin islands.', False)
('The rabbit is not in earth.', 'The rabbit could be on the us virgin islands.', False)
('The seahorse is not in north america.', 'The seahorse could be in the us virgin islands.', False)
('The buffalo is not in the united states of america.', 'The buffalo could be in the us virgin islands.', False)
('The otter is not in the universe.', 'The otter could be in utah.', False)
('The goldfinch is not in the milky way galaxy.', 'The goldfinch could be in utah.', False)
('The mouse is not in our solar system.', 'The mouse could be in utah.', False)
('The moose is not in earth.', 'The moose could be on utah.', False)
('The scorpion is not in north america.', 'The scorpion could be in utah.', False)
('The armadillo is not in the united states of america.', 'The armadillo could be in utah.', False)
('The sandpiper is not in the universe.', 'The sandpiper could be in vermont.', False)
('The mosquito is not in the milky way galaxy.', 'The mosquito could be in vermont.', False)
('The sheep is not in our solar system.', 'The sheep could be in vermont.', False)
('The donkey is not in earth.', 'The donkey could be on vermont.', False)
('The goat is not in north america.', 'The goat could be in vermont.', False)
('The capybara is not in the united states of america.', 'The capybara could be in vermont.', False)
('The cassowary is not in the universe.', 'The cassowary could be in virginia.', False)
('The jaguar is not in the milky way galaxy.', 'The jaguar could be in virginia.', False)
('The weasel is not in our solar system.', 'The weasel could be in virginia.', False)
('The fox is not in earth.', 'The fox could be on virginia.', False)
('The zebra is not in north america.', 'The zebra could be in virginia.', False)
('The squirrel is not in the united states of america.', 'The squirrel could be in virginia.', False)
('The elephant is not in the universe.', 'The elephant could be in washington.', False)
('The dolphin is not in the milky way galaxy.', 'The dolphin could be in washington.', False)
('The woodpecker is not in our solar system.', 'The woodpecker could be in washington.', False)
('The hare is not in earth.', 'The hare could be on washington.', False)
('The squid is not in north america.', 'The squid could be in washington.', False)
('The mule is not in the united states of america.', 'The mule could be in washington.', False)
('The boar is not in the universe.', 'The boar could be in west virginia.', False)
('The ram is not in the milky way galaxy.', 'The ram could be in west virginia.', False)
('The giraffe is not in our solar system.', 'The giraffe could be in west virginia.', False)
('The ape is not in earth.', 'The ape could be on west virginia.', False)
('The lemur is not in north america.', 'The lemur could be in west virginia.', False)
('The dugong is not in the united states of america.', 'The dugong could be in west virginia.', False)
('The quail is not in the universe.', 'The quail could be in wisconsin.', False)
('The mongoose is not in the milky way galaxy.', 'The mongoose could be in wisconsin.', False)
('The boar is not in our solar system.', 'The boar could be in wisconsin.', False)
('The alpaca is not in earth.', 'The alpaca could be on wisconsin.', False)
('The nightingale is not in north america.', 'The nightingale could be in wisconsin.', False)
('The ant is not in the united states of america.', 'The ant could be in wisconsin.', False)
('The seal is not in the universe.', 'The seal could be in wyoming.', False)
('The louse is not in the milky way galaxy.', 'The louse could be in wyoming.', False)
('The dragonfly is not in our solar system.', 'The dragonfly could be in wyoming.', False)
('The guanaco is not in earth.', 'The guanaco could be on wyoming.', False)
('The zebra is not in north america.', 'The zebra could be in wyoming.', False)
('The chimpanzee is not in the united states of america.', 'The chimpanzee could be in wyoming.', False)
('The cormorant is not in the universe.', 'The cormorant could be in mexico.', False)
('The shark is not in the milky way galaxy.', 'The shark could be in mexico.', False)
('The cassowary is not in our solar system.', 'The cassowary could be in mexico.', False)
('The guanaco is not in earth.', 'The guanaco could be on mexico.', False)
('The toad is not in north america.', 'The toad could be in mexico.', False)
('The wombat is not in the universe.', 'The wombat could be in canada.', False)
('The cassowary is not in the milky way galaxy.', 'The cassowary could be in canada.', False)
('The dugong is not in our solar system.', 'The dugong could be in canada.', False)
('The eel is not in earth.', 'The eel could be on canada.', False)
('The ibex is not in north america.', 'The ibex could be in canada.', False)
('The guanaco is not in the universe.', 'The guanaco could be in alberta.', False)
('The moose is not in the milky way galaxy.', 'The moose could be in alberta.', False)
('The gerbil is not in our solar system.', 'The gerbil could be in alberta.', False)
('The gnu is not in earth.', 'The gnu could be on alberta.', False)
('The capybara is not in north america.', 'The capybara could be in alberta.', False)
('The starling is not in canada.', 'The starling could be in alberta.', False)
('The fox is not in the universe.', 'The fox could be in british columbia.', False)
('The bear is not in the milky way galaxy.', 'The bear could be in british columbia.', False)
('The dolphin is not in our solar system.', 'The dolphin could be in british columbia.', False)
('The wolf is not in earth.', 'The wolf could be on british columbia.', False)
('The kudu is not in north america.', 'The kudu could be in british columbia.', False)
('The ape is not in canada.', 'The ape could be in british columbia.', False)
('The wren is not in the universe.', 'The wren could be in manitoba.', False)
('The chinchilla is not in the milky way galaxy.', 'The chinchilla could be in manitoba.', False)
('The gorilla is not in our solar system.', 'The gorilla could be in manitoba.', False)
('The mosquito is not in earth.', 'The mosquito could be on manitoba.', False)
('The boar is not in north america.', 'The boar could be in manitoba.', False)
('The pheasant is not in canada.', 'The pheasant could be in manitoba.', False)
('The crocodile is not in the universe.', 'The crocodile could be in new brunswick.', False)
('The barracuda is not in the milky way galaxy.', 'The barracuda could be in new brunswick.', False)
('The dog is not in our solar system.', 'The dog could be in new brunswick.', False)
('The weasel is not in earth.', 'The weasel could be on new brunswick.', False)
('The butterfly is not in north america.', 'The butterfly could be in new brunswick.', False)
('The walrus is not in canada.', 'The walrus could be in new brunswick.', False)
('The sparrow is not in the universe.', 'The sparrow could be in newfoundland.', False)
('The gnu is not in the milky way galaxy.', 'The gnu could be in newfoundland.', False)
('The skunk is not in our solar system.', 'The skunk could be in newfoundland.', False)
('The hamster is not in earth.', 'The hamster could be on newfoundland.', False)
('The beaver is not in north america.', 'The beaver could be in newfoundland.', False)
('The shark is not in canada.', 'The shark could be in newfoundland.', False)
('The okapi is not in the universe.', 'The okapi could be in nova scotia.', False)
('The llama is not in the milky way galaxy.', 'The llama could be in nova scotia.', False)
('The seahorse is not in our solar system.', 'The seahorse could be in nova scotia.', False)
('The eland is not in earth.', 'The eland could be on nova scotia.', False)
('The hummingbird is not in north america.', 'The hummingbird could be in nova scotia.', False)
('The chough is not in canada.', 'The chough could be in nova scotia.', False)
('The mole is not in the universe.', 'The mole could be in ontario.', False)
('The wren is not in the milky way galaxy.', 'The wren could be in ontario.', False)
('The monkey is not in our solar system.', 'The monkey could be in ontario.', False)
('The boar is not in earth.', 'The boar could be on ontario.', False)
('The hamster is not in north america.', 'The hamster could be in ontario.', False)
('The hedgehog is not in canada.', 'The hedgehog could be in ontario.', False)
('The tapir is not in the universe.', 'The tapir could be in prince edward island.', False)
('The okapi is not in the milky way galaxy.', 'The okapi could be in prince edward island.', False)
('The scorpion is not in our solar system.', 'The scorpion could be in prince edward island.', False)
('The lapwing is not in earth.', 'The lapwing could be on prince edward island.', False)
('The hummingbird is not in north america.', 'The hummingbird could be in prince edward island.', False)
('The crow is not in canada.', 'The crow could be in prince edward island.', False)
('The eland is not in the universe.', 'The eland could be in quebec.', False)
('The mantis is not in the milky way galaxy.', 'The mantis could be in quebec.', False)
('The crocodile is not in our solar system.', 'The crocodile could be in quebec.', False)
('The cassowary is not in earth.', 'The cassowary could be on quebec.', False)
('The jaguar is not in north america.', 'The jaguar could be in quebec.', False)
('The porcupine is not in canada.', 'The porcupine could be in quebec.', False)
('The mandrill is not in the universe.', 'The mandrill could be in saskatchewan.', False)
('The loris is not in the milky way galaxy.', 'The loris could be in saskatchewan.', False)
('The monkey is not in our solar system.', 'The monkey could be in saskatchewan.', False)
('The ape is not in earth.', 'The ape could be on saskatchewan.', False)
('The pigeon is not in north america.', 'The pigeon could be in saskatchewan.', False)
('The crane is not in canada.', 'The crane could be in saskatchewan.', False)
('The ant is not in the universe.', 'The ant could be in greenland.', False)
('The chimpanzee is not in the milky way galaxy.', 'The chimpanzee could be in greenland.', False)
('The finch is not in our solar system.', 'The finch could be in greenland.', False)
('The wildcat is not in earth.', 'The wildcat could be on greenland.', False)
('The sheep is not in north america.', 'The sheep could be in greenland.', False)
('The zebra is not in the universe.', 'The zebra could be in cuba.', False)
('The rook is not in the milky way galaxy.', 'The rook could be in cuba.', False)
('The donkey is not in our solar system.', 'The donkey could be in cuba.', False)
('The zebra is not in earth.', 'The zebra could be on cuba.', False)
('The gerbil is not in north america.', 'The gerbil could be in cuba.', False)
('The shark is not in the universe.', 'The shark could be in panama.', False)
('The eagle is not in the milky way galaxy.', 'The eagle could be in panama.', False)
('The albatross is not in our solar system.', 'The albatross could be in panama.', False)
('The spider is not in earth.', 'The spider could be on panama.', False)
('The quail is not in north america.', 'The quail could be in panama.', False)
('The barracuda is not in the universe.', 'The barracuda could be in jamaica.', False)
('The kookabura is not in the milky way galaxy.', 'The kookabura could be in jamaica.', False)
('The deer is not in our solar system.', 'The deer could be in jamaica.', False)
('The loris is not in earth.', 'The loris could be on jamaica.', False)
('The bee is not in north america.', 'The bee could be in jamaica.', False)
('The snake is not in the universe.', 'The snake could be in belize.', False)
('The dotterel is not in the milky way galaxy.', 'The dotterel could be in belize.', False)
('The echidna is not in our solar system.', 'The echidna could be in belize.', False)
('The moose is not in earth.', 'The moose could be on belize.', False)
('The clam is not in north america.', 'The clam could be in belize.', False)
('The okapi is not in the universe.', 'The okapi could be in south america.', False)
('The cat is not in the milky way galaxy.', 'The cat could be in south america.', False)
('The barracuda is not in our solar system.', 'The barracuda could be in south america.', False)
('The gazelle is not in earth.', 'The gazelle could be on south america.', False)
('The moose is not in the universe.', 'The moose could be in brazil.', False)
('The wombat is not in the milky way galaxy.', 'The wombat could be in brazil.', False)
('The deer is not in our solar system.', 'The deer could be in brazil.', False)
('The oyster is not in earth.', 'The oyster could be on brazil.', False)
('The nightingale is not in south america.', 'The nightingale could be in brazil.', False)
('The jellyfish is not in the universe.', 'The jellyfish could be in columbia.', False)
('The manatee is not in the milky way galaxy.', 'The manatee could be in columbia.', False)
('The turkey is not in our solar system.', 'The turkey could be in columbia.', False)
('The stork is not in earth.', 'The stork could be on columbia.', False)
('The crane is not in south america.', 'The crane could be in columbia.', False)
('The moose is not in the universe.', 'The moose could be in argentina.', False)
('The badger is not in the milky way galaxy.', 'The badger could be in argentina.', False)
('The anteater is not in our solar system.', 'The anteater could be in argentina.', False)
('The leopard is not in earth.', 'The leopard could be on argentina.', False)
('The ibis is not in south america.', 'The ibis could be in argentina.', False)
('The badger is not in the universe.', 'The badger could be in peru.', False)
('The ibex is not in the milky way galaxy.', 'The ibex could be in peru.', False)
('The curlew is not in our solar system.', 'The curlew could be in peru.', False)
('The swan is not in earth.', 'The swan could be on peru.', False)
('The cobra is not in south america.', 'The cobra could be in peru.', False)
('The dotterel is not in the universe.', 'The dotterel could be in venezuela.', False)
('The yak is not in the milky way galaxy.', 'The yak could be in venezuela.', False)
('The gnat is not in our solar system.', 'The gnat could be in venezuela.', False)
('The anteater is not in earth.', 'The anteater could be on venezuela.', False)
('The trout is not in south america.', 'The trout could be in venezuela.', False)
('The mantis is not in the universe.', 'The mantis could be in chile.', False)
('The starling is not in the milky way galaxy.', 'The starling could be in chile.', False)
('The dolphin is not in our solar system.', 'The dolphin could be in chile.', False)
('The goldfinch is not in earth.', 'The goldfinch could be on chile.', False)
('The mantis is not in south america.', 'The mantis could be in chile.', False)
('The tiger is not in the universe.', 'The tiger could be in ecuador.', False)
('The dragonfly is not in the milky way galaxy.', 'The dragonfly could be in ecuador.', False)
('The ape is not in our solar system.', 'The ape could be in ecuador.', False)
('The lark is not in earth.', 'The lark could be on ecuador.', False)
('The peafowl is not in south america.', 'The peafowl could be in ecuador.', False)
('The salmon is not in the universe.', 'The salmon could be in bolivia.', False)
('The salamander is not in the milky way galaxy.', 'The salamander could be in bolivia.', False)
('The mole is not in our solar system.', 'The mole could be in bolivia.', False)
('The porpoise is not in earth.', 'The porpoise could be on bolivia.', False)
('The whale is not in south america.', 'The whale could be in bolivia.', False)
('The quail is not in the universe.', 'The quail could be in paraguay.', False)
('The hedgehog is not in the milky way galaxy.', 'The hedgehog could be in paraguay.', False)
('The wasp is not in our solar system.', 'The wasp could be in paraguay.', False)
('The antelope is not in earth.', 'The antelope could be on paraguay.', False)
('The flamingo is not in south america.', 'The flamingo could be in paraguay.', False)
('The gnu is not in the universe.', 'The gnu could be in uruguay.', False)
('The badger is not in the milky way galaxy.', 'The badger could be in uruguay.', False)
('The okapi is not in our solar system.', 'The okapi could be in uruguay.', False)
('The fox is not in earth.', 'The fox could be on uruguay.', False)
('The cobra is not in south america.', 'The cobra could be in uruguay.', False)
('The elk is not in the universe.', 'The elk could be in guyana.', False)
('The mallard is not in the milky way galaxy.', 'The mallard could be in guyana.', False)
('The mink is not in our solar system.', 'The mink could be in guyana.', False)
('The porcupine is not in earth.', 'The porcupine could be on guyana.', False)
('The salmon is not in south america.', 'The salmon could be in guyana.', False)
('The ostrich is not in the universe.', 'The ostrich could be in suriname.', False)
('The magpie is not in the milky way galaxy.', 'The magpie could be in suriname.', False)
('The chicken is not in our solar system.', 'The chicken could be in suriname.', False)
('The dugong is not in earth.', 'The dugong could be on suriname.', False)
('The cod is not in south america.', 'The cod could be in suriname.', False)
('The kookabura is not in the universe.', 'The kookabura could be in africa.', False)
('The mandrill is not in the milky way galaxy.', 'The mandrill could be in africa.', False)
('The octopus is not in our solar system.', 'The octopus could be in africa.', False)
('The turkey is not in earth.', 'The turkey could be on africa.', False)
('The hedgehog is not in the universe.', 'The hedgehog could be in nigeria.', False)
('The ibis is not in the milky way galaxy.', 'The ibis could be in nigeria.', False)
('The stork is not in our solar system.', 'The stork could be in nigeria.', False)
('The jellyfish is not in earth.', 'The jellyfish could be on nigeria.', False)
('The sparrow is not in africa.', 'The sparrow could be in nigeria.', False)
('The parrot is not in the universe.', 'The parrot could be in ethiopia.', False)
('The pigeon is not in the milky way galaxy.', 'The pigeon could be in ethiopia.', False)
('The lobster is not in our solar system.', 'The lobster could be in ethiopia.', False)
('The cattle is not in earth.', 'The cattle could be on ethiopia.', False)
('The fox is not in africa.', 'The fox could be in ethiopia.', False)
('The bat is not in the universe.', 'The bat could be in egypt.', False)
('The gull is not in the milky way galaxy.', 'The gull could be in egypt.', False)
('The chimpanzee is not in our solar system.', 'The chimpanzee could be in egypt.', False)
('The whale is not in earth.', 'The whale could be on egypt.', False)
('The gorilla is not in africa.', 'The gorilla could be in egypt.', False)
('The hummingbird is not in the universe.', 'The hummingbird could be in democratic republic of congo.', False)
('The octopus is not in the milky way galaxy.', 'The octopus could be in democratic republic of congo.', False)
('The dugong is not in our solar system.', 'The dugong could be in democratic republic of congo.', False)
('The fly is not in earth.', 'The fly could be on democratic republic of congo.', False)
('The falcon is not in africa.', 'The falcon could be in democratic republic of congo.', False)
('The goose is not in the universe.', 'The goose could be in south africa.', False)
('The turkey is not in the milky way galaxy.', 'The turkey could be in south africa.', False)
('The crow is not in our solar system.', 'The crow could be in south africa.', False)
('The ant is not in earth.', 'The ant could be on south africa.', False)
('The flamingo is not in africa.', 'The flamingo could be in south africa.', False)
('The tapir is not in the universe.', 'The tapir could be in tanzania.', False)
('The marten is not in the milky way galaxy.', 'The marten could be in tanzania.', False)
('The chamois is not in our solar system.', 'The chamois could be in tanzania.', False)
('The porpoise is not in earth.', 'The porpoise could be on tanzania.', False)
('The yak is not in africa.', 'The yak could be in tanzania.', False)
('The guanaco is not in the universe.', 'The guanaco could be in kenya.', False)
('The salamander is not in the milky way galaxy.', 'The salamander could be in kenya.', False)
('The chamois is not in our solar system.', 'The chamois could be in kenya.', False)
('The otter is not in earth.', 'The otter could be on kenya.', False)
('The okapi is not in africa.', 'The okapi could be in kenya.', False)
('The cassowary is not in the universe.', 'The cassowary could be in algeria.', False)
('The cormorant is not in the milky way galaxy.', 'The cormorant could be in algeria.', False)
('The loris is not in our solar system.', 'The loris could be in algeria.', False)
('The goshawk is not in earth.', 'The goshawk could be on algeria.', False)
('The opossum is not in africa.', 'The opossum could be in algeria.', False)
('The tiger is not in the universe.', 'The tiger could be in sudan.', False)
('The pony is not in the milky way galaxy.', 'The pony could be in sudan.', False)
('The wolf is not in our solar system.', 'The wolf could be in sudan.', False)
('The leopard is not in earth.', 'The leopard could be on sudan.', False)
('The raccoon is not in africa.', 'The raccoon could be in sudan.', False)
('The kookabura is not in the universe.', 'The kookabura could be in morocco.', False)
('The rabbit is not in the milky way galaxy.', 'The rabbit could be in morocco.', False)
('The gnu is not in our solar system.', 'The gnu could be in morocco.', False)
('The rhinoceros is not in earth.', 'The rhinoceros could be on morocco.', False)
('The kouprey is not in africa.', 'The kouprey could be in morocco.', False)
('The chinchilla is not in the universe.', 'The chinchilla could be in uganda.', False)
('The trout is not in the milky way galaxy.', 'The trout could be in uganda.', False)
('The squid is not in our solar system.', 'The squid could be in uganda.', False)
('The narwhal is not in earth.', 'The narwhal could be on uganda.', False)
('The anteater is not in africa.', 'The anteater could be in uganda.', False)
('The loris is not in the universe.', 'The loris could be in mozambique.', False)
('The vulture is not in the milky way galaxy.', 'The vulture could be in mozambique.', False)
('The finch is not in our solar system.', 'The finch could be in mozambique.', False)
('The cassowary is not in earth.', 'The cassowary could be on mozambique.', False)
('The eagle is not in africa.', 'The eagle could be in mozambique.', False)
('The sardine is not in the universe.', 'The sardine could be in ghana.', False)
('The hare is not in the milky way galaxy.', 'The hare could be in ghana.', False)
('The trout is not in our solar system.', 'The trout could be in ghana.', False)
('The snake is not in earth.', 'The snake could be on ghana.', False)
('The octopus is not in africa.', 'The octopus could be in ghana.', False)
('The eland is not in the universe.', 'The eland could be in angola.', False)
('The chough is not in the milky way galaxy.', 'The chough could be in angola.', False)
('The marten is not in our solar system.', 'The marten could be in angola.', False)
('The goose is not in earth.', 'The goose could be on angola.', False)
('The camel is not in africa.', 'The camel could be in angola.', False)
('The emu is not in the universe.', 'The emu could be in ivory coast.', False)
('The gerbil is not in the milky way galaxy.', 'The gerbil could be in ivory coast.', False)
('The lion is not in our solar system.', 'The lion could be in ivory coast.', False)
('The chimpanzee is not in earth.', 'The chimpanzee could be on ivory coast.', False)
('The badger is not in africa.', 'The badger could be in ivory coast.', False)
('The mosquito is not in the universe.', 'The mosquito could be in madagascar.', False)
('The octopus is not in the milky way galaxy.', 'The octopus could be in madagascar.', False)
('The pony is not in our solar system.', 'The pony could be in madagascar.', False)
('The echidna is not in earth.', 'The echidna could be on madagascar.', False)
('The cheetah is not in africa.', 'The cheetah could be in madagascar.', False)
('The cattle is not in the universe.', 'The cattle could be in cameroon.', False)
('The alligator is not in the milky way galaxy.', 'The alligator could be in cameroon.', False)
('The mouse is not in our solar system.', 'The mouse could be in cameroon.', False)
('The barracuda is not in earth.', 'The barracuda could be on cameroon.', False)
('The fish is not in africa.', 'The fish could be in cameroon.', False)
('The magpie is not in the universe.', 'The magpie could be in niger.', False)
('The sand dollar is not in the milky way galaxy.', 'The sand dollar could be in niger.', False)
('The locust is not in our solar system.', 'The locust could be in niger.', False)
('The squid is not in earth.', 'The squid could be on niger.', False)
('The eland is not in africa.', 'The eland could be in niger.', False)
('The alpaca is not in the universe.', 'The alpaca could be in burkina faso.', False)
('The jellyfish is not in the milky way galaxy.', 'The jellyfish could be in burkina faso.', False)
('The goldfish is not in our solar system.', 'The goldfish could be in burkina faso.', False)
('The wolf is not in earth.', 'The wolf could be on burkina faso.', False)
('The goose is not in africa.', 'The goose could be in burkina faso.', False)
('The grasshopper is not in the universe.', 'The grasshopper could be in mali.', False)
('The chicken is not in the milky way galaxy.', 'The chicken could be in mali.', False)
('The koala is not in our solar system.', 'The koala could be in mali.', False)
('The owl is not in earth.', 'The owl could be on mali.', False)
('The reindeer is not in africa.', 'The reindeer could be in mali.', False)
('The hornet is not in the universe.', 'The hornet could be in malawi.', False)
('The antelope is not in the milky way galaxy.', 'The antelope could be in malawi.', False)
('The oyster is not in our solar system.', 'The oyster could be in malawi.', False)
('The pig is not in earth.', 'The pig could be on malawi.', False)
('The stork is not in africa.', 'The stork could be in malawi.', False)
('The mouse is not in the universe.', 'The mouse could be in zambia.', False)
('The deer is not in the milky way galaxy.', 'The deer could be in zambia.', False)
('The kudu is not in our solar system.', 'The kudu could be in zambia.', False)
('The mouse is not in earth.', 'The mouse could be on zambia.', False)
('The red deer is not in africa.', 'The red deer could be in zambia.', False)
('The red deer is not in the universe.', 'The red deer could be in somalia.', False)
('The lyrebird is not in the milky way galaxy.', 'The lyrebird could be in somalia.', False)
('The squirrel is not in our solar system.', 'The squirrel could be in somalia.', False)
('The louse is not in earth.', 'The louse could be on somalia.', False)
('The beaver is not in africa.', 'The beaver could be in somalia.', False)
('The hare is not in the universe.', 'The hare could be in senegal.', False)
('The reindeer is not in the milky way galaxy.', 'The reindeer could be in senegal.', False)
('The gorilla is not in our solar system.', 'The gorilla could be in senegal.', False)
('The mantis is not in earth.', 'The mantis could be on senegal.', False)
('The lobster is not in africa.', 'The lobster could be in senegal.', False)
('The mole is not in the universe.', 'The mole could be in chad.', False)
('The pheasant is not in the milky way galaxy.', 'The pheasant could be in chad.', False)
('The woodpecker is not in our solar system.', 'The woodpecker could be in chad.', False)
('The jay is not in earth.', 'The jay could be on chad.', False)
('The chough is not in africa.', 'The chough could be in chad.', False)
('The vulture is not in the universe.', 'The vulture could be in zimbabwe.', False)
('The octopus is not in the milky way galaxy.', 'The octopus could be in zimbabwe.', False)
('The cod is not in our solar system.', 'The cod could be in zimbabwe.', False)
('The starling is not in earth.', 'The starling could be on zimbabwe.', False)
('The snake is not in africa.', 'The snake could be in zimbabwe.', False)
('The goldfinch is not in the universe.', 'The goldfinch could be in rwanda.', False)
('The alpaca is not in the milky way galaxy.', 'The alpaca could be in rwanda.', False)
('The rabbit is not in our solar system.', 'The rabbit could be in rwanda.', False)
('The starling is not in earth.', 'The starling could be on rwanda.', False)
('The badger is not in africa.', 'The badger could be in rwanda.', False)
('The human is not in the universe.', 'The human could be in tunisia.', False)
('The eagle is not in the milky way galaxy.', 'The eagle could be in tunisia.', False)
('The goldfinch is not in our solar system.', 'The goldfinch could be in tunisia.', False)
('The rabbit is not in earth.', 'The rabbit could be on tunisia.', False)
('The camel is not in africa.', 'The camel could be in tunisia.', False)
('The woodcock is not in the universe.', 'The woodcock could be in guinea.', False)
('The oyster is not in the milky way galaxy.', 'The oyster could be in guinea.', False)
('The skunk is not in our solar system.', 'The skunk could be in guinea.', False)
('The scorpion is not in earth.', 'The scorpion could be on guinea.', False)
('The lapwing is not in africa.', 'The lapwing could be in guinea.', False)
('The leopard is not in the universe.', 'The leopard could be in benin.', False)
('The gorilla is not in the milky way galaxy.', 'The gorilla could be in benin.', False)
('The camel is not in our solar system.', 'The camel could be in benin.', False)
('The otter is not in earth.', 'The otter could be on benin.', False)
('The locust is not in africa.', 'The locust could be in benin.', False)
('The goshawk is not in the universe.', 'The goshawk could be in burundi.', False)
('The chinchilla is not in the milky way galaxy.', 'The chinchilla could be in burundi.', False)
('The magpie is not in our solar system.', 'The magpie could be in burundi.', False)
('The mallard is not in earth.', 'The mallard could be on burundi.', False)
('The dotterel is not in africa.', 'The dotterel could be in burundi.', False)
('The rat is not in the universe.', 'The rat could be in south sudan.', False)
('The toad is not in the milky way galaxy.', 'The toad could be in south sudan.', False)
('The scorpion is not in our solar system.', 'The scorpion could be in south sudan.', False)
('The antelope is not in earth.', 'The antelope could be on south sudan.', False)
('The stinkbug is not in africa.', 'The stinkbug could be in south sudan.', False)
('The mosquito is not in the universe.', 'The mosquito could be in  togo.', False)
('The penguin is not in the milky way galaxy.', 'The penguin could be in  togo.', False)
('The ram is not in our solar system.', 'The ram could be in  togo.', False)
('The hare is not in earth.', 'The hare could be on  togo.', False)
('The hippopotamus is not in africa.', 'The hippopotamus could be in  togo.', False)
('The crane is not in the universe.', 'The crane could be in  eritrea.', False)
('The seahorse is not in the milky way galaxy.', 'The seahorse could be in  eritrea.', False)
('The ibex is not in our solar system.', 'The ibex could be in  eritrea.', False)
('The red panda is not in earth.', 'The red panda could be on  eritrea.', False)
('The sheep is not in africa.', 'The sheep could be in  eritrea.', False)
('The nightingale is not in the universe.', 'The nightingale could be in  sierra leone.', False)
('The salamander is not in the milky way galaxy.', 'The salamander could be in  sierra leone.', False)
('The salmon is not in our solar system.', 'The salmon could be in  sierra leone.', False)
('The spider is not in earth.', 'The spider could be on  sierra leone.', False)
('The seahorse is not in africa.', 'The seahorse could be in  sierra leone.', False)
('The viper is not in the universe.', 'The viper could be in libya.', False)
('The monkey is not in the milky way galaxy.', 'The monkey could be in libya.', False)
('The grasshopper is not in our solar system.', 'The grasshopper could be in libya.', False)
('The oyster is not in earth.', 'The oyster could be on libya.', False)
('The cat is not in africa.', 'The cat could be in libya.', False)
('The woodcock is not in the universe.', 'The woodcock could be in republic of the congo.', False)
('The dinosaur is not in the milky way galaxy.', 'The dinosaur could be in republic of the congo.', False)
('The crow is not in our solar system.', 'The crow could be in republic of the congo.', False)
('The stinkbug is not in earth.', 'The stinkbug could be on republic of the congo.', False)
('The dunlin is not in africa.', 'The dunlin could be in republic of the congo.', False)
('The jackal is not in the universe.', 'The jackal could be in central african republic.', False)
('The donkey is not in the milky way galaxy.', 'The donkey could be in central african republic.', False)
('The owl is not in our solar system.', 'The owl could be in central african republic.', False)
('The horse is not in earth.', 'The horse could be on central african republic.', False)
('The porpoise is not in africa.', 'The porpoise could be in central african republic.', False)
('The shark is not in the universe.', 'The shark could be in liberia.', False)
('The trout is not in the milky way galaxy.', 'The trout could be in liberia.', False)
('The dunlin is not in our solar system.', 'The dunlin could be in liberia.', False)
